qid	order	query	qld.recip_rank
701	-1	U.S. oil industry history	0.2
701	conceptluster.topn5.3.qld	u s oil industry history petroleum	1.0
701	docluster.topn10.3.qld	u s oil industry history industri counti	1.0
701	tagmee.topn3	u s oil industry history Petroleum	1.0
701	termluster.topn5.3.qld	u s oil industry history industri field oil field state social region	1.0
701	relevancefeedback.topn10.qld	u s oil industry history industri counti ga	0.5
701	bertqe.topn10.bm25	f ossil nergi e nvir	0.25
701	rm3.topn10.10.0.5.qld	u s oil industry history fuel ga energi price	0.2
701	stem.krovetz	u s oil industry history	0.2
701	stem.porter	u s oil industri histori	0.2
701	stem.porter2	u s oil industri histori	0.2
701	stem.sstemmer	u s oil industry history	0.2
701	thesaurus.topn3	u s oil industry history	0.2
701	thesaurus.topn3.replace	u s oil industry history	0.2
702	-1	Pearl farming	1.0
702	conceptluster.topn5.3.qld	pearl farming	1.0
702	sensedisambiguation	Pearl farming	1.0
702	sensedisambiguation.replace	pearl farming	1.0
702	stem.krovetz	pearl farming	1.0
702	stem.lovins	pearl farm	1.0
702	stem.paicehusk	pearl farm	1.0
702	stem.porter	pearl farm	1.0
702	stem.porter2	pearl farm	1.0
702	stem.sstemmer	pearl farming	1.0
702	tagmee.topn3	pearl farming Pearl	1.0
702	tagmee.topn3.replace	Pearl	1.0
702	thesaurus.topn3	pearl farming	1.0
702	thesaurus.topn3.replace	pearl farming	1.0
702	word2vec.topn3	pearl farming necklace agriculture agricultural	1.0
702	wordnet.topn3	pearl farming drop ivory off white agricultural land raise	1.0
704	-1	Green party political views	0.5
704	anchor.topn3	green party political views green windi treekrem k cup	0.5
704	docluster.topn10.3.qld	green party political views parti	0.5
704	relevancefeedback.topn10.qld	green party political views parti	0.5
704	rm3.topn10.10.0.5.bm25	green party political views indonesia parti polit	0.5
704	rm3.topn10.10.0.5.qld	green party political views parti	0.5
704	sensedisambiguation.replace	green party political view	0.5
704	stem.krovetz	green party politics view	0.5
704	stem.paicehusk	green party polit view	0.5
704	stem.porter	green parti polit view	0.5
704	stem.porter2	green parti polit view	0.5
704	stem.sstemmer	green party political view	0.5
704	stem.trunc5	green party polit views	0.5
704	termluster.topn5.3.qld	green party political views libertarian parti polit state polit nation state parti nation	0.5
704	thesaurus.topn3	green party political views	0.5
704	thesaurus.topn3.replace	green party political views	0.5
705	-1	Iraq foreign debt reduction	1.0
705	docluster.topn10.3.qld	iraq foreign debt reduction	1.0
705	glove.topn3	iraq foreign debt reduction iraqi baghdad overseas ministry repay reducing	1.0
705	glove.topn3.replace	iraqi baghdad overseas ministry repay reducing	1.0
705	rm3.topn10.10.0.5.bm25	iraq foreign debt reduction develop we	1.0
705	sensedisambiguation	Iraq foreign debt reduction	1.0
705	sensedisambiguation.replace	iraq foreign debt reduction	1.0
705	stem.krovetz	iraq foreign debt reduction	1.0
705	stem.porter	iraq foreign debt reduct	1.0
705	stem.porter2	iraq foreign debt reduct	1.0
705	stem.sstemmer	iraq foreign debt reduction	1.0
705	tagmee.topn3.replace	Iraq External debt Debt	1.0
705	thesaurus.topn3	iraq foreign debt reduction	1.0
705	thesaurus.topn3.replace	iraq foreign debt reduction	1.0
705	word2vec.topn3	iraq foreign debt reduction iraq afghanistan iraqi domestic international indebtedness reducing	1.0
706	-1	Controlling type II diabetes	0.2
706	sensedisambiguation	Controlling see type II two diabetes	1.0
706	sensedisambiguation.replace	see type two diabetes	1.0
706	stem.krovetz	control type ii diabetes	0.2
706	stem.porter	control type ii diabet	0.2
706	stem.porter2	control type ii diabet	0.2
706	stem.sstemmer	controlling type ii diabete	0.2
706	thesaurus.topn3	controlling type ii diabetes	0.2
706	thesaurus.topn3.replace	controlling type ii diabetes	0.2
707	-1	Aspirin cancer prevention	1.0
707	conceptluster.topn5.3.qld	aspirin cancer prevention cancer cancer prevention	1.0
707	docluster.topn10.3.qld	aspirin cancer prevention	1.0
707	glove.topn3	aspirin cancer prevention ibuprofen medications prostate breast combating cdc	1.0
707	relevancefeedback.topn10.qld	aspirin cancer prevention claim	1.0
707	rm3.topn10.10.0.5.bm25	aspirin cancer prevention i	1.0
707	rm3.topn10.10.0.5.qld	aspirin cancer prevention	1.0
707	sensedisambiguation	Aspirin cancer prevention	1.0
707	sensedisambiguation.replace	aspirin cancer prevention	1.0
707	stem.krovetz	aspirin cancer prevention	1.0
707	stem.porter	aspirin cancer prevent	1.0
707	stem.porter2	aspirin cancer prevent	1.0
707	stem.sstemmer	aspirin cancer prevention	1.0
707	tagmee.topn3	aspirin cancer prevention Aspirin Cancer Cancer prevention	1.0
707	tagmee.topn3.replace	Aspirin Cancer Cancer prevention	1.0
707	termluster.topn5.3.qld	aspirin cancer prevention cancer colon effect aspirin colon effect studi screen risk	1.0
707	thesaurus.topn3	aspirin cancer prevention	1.0
707	thesaurus.topn3.replace	aspirin cancer prevention	1.0
707	wordnet.topn3	aspirin cancer prevention Bayer St Joseph malignant neoplastic disease bar	1.0
707	wordnet.topn3.replace	acetylsalicylic acid St Joseph genus Cancer Cancer the Crab bar	1.0
708	-1	Decorative slate sources	1.0
708	bertqe.topn10.qld	research replac histor roof materi	1.0
708	docluster.topn10.3.qld	decorative slate sources	1.0
708	relevancefeedback.topn10.qld	decorative slate sources stone roof	1.0
708	rm3.topn10.10.0.5.bm25	decorative slate sources roof	1.0
