qid	order	query	bm25.map
301	-1	International Organized Crime	0.0096
301	bt_nllb_arabic	International organized crime	0.0096
301	bt_nllb_chinese_yue	International organized crime	0.0096
301	bt_nllb_french	International organized crime	0.0096
301	bt_nllb_korean	International organized crime	0.0096
301	bt_nllb_persian	International organized crime	0.0096
301	bt_nllb_russian	International organized crime	0.0096
301	bt_nllb_tamil	International organized crime	0.0096
302	-1	Poliomyelitis and Post-Polio	0.5026
303	-1	Hubble Telescope Achievements	0.1663
303	bt_nllb_swahili	The results of the Hubble Telescope	0.2221
303	bt_nllb_arabic	The achievements of the Hubble Telescope	0.1663
303	bt_nllb_french	The achievements of the Hubble Telescope	0.1663
303	bt_nllb_german	Achievements of the Hubble Telescope	0.1663
303	bt_nllb_malay	The achievements of the Hubble Telescope	0.1663
303	bt_nllb_persian	The achievements of the Hubble Telescope	0.1663
303	bt_nllb_russian	The achievements of the Hubble Telescope	0.1663
304	-1	Endangered Species (Mammals)	0.0591
304	bt_nllb_swahili	Endangered Species Animals	0.0698
304	bt_nllb_korean	Endangered species	0.0624
304	bt_nllb_persian	Endangered species clover	0.06
304	bt_nllb_arabic	Endangered species mammals	0.0591
304	bt_nllb_french	Endangered species mammal	0.0591
304	bt_nllb_german	Endangered species mammal	0.0591
304	bt_nllb_malay	Endangered species mammal	0.0591
305	-1	Most Dangerous Vehicles	0.0013
305	bt_nllb_french	The most dangerous vehicles	0.0013
305	bt_nllb_german	Most dangerous vehicles	0.0013
305	bt_nllb_korean	The most dangerous vehicle	0.0013
305	bt_nllb_malay	The Most Dangerous Vehicle	0.0013
305	bt_nllb_persian	The most dangerous vehicles	0.0013
305	bt_nllb_russian	The most dangerous vehicles	0.0013
305	bt_nllb_tamil	The most dangerous vehicles	0.0013
306	-1	African Civilian Deaths	0.0486
306	bt_nllb_french	The deaths of African civilians	0.0486
306	bt_nllb_german	African civilian deaths	0.0486
307	-1	New Hydroelectric Projects	0.1656
307	bt_nllb_chinese_yue	New hydroelectric projects	0.1656
307	bt_nllb_french	New hydroelectric projects	0.1656
307	bt_nllb_malay	New Hydroelectric Project	0.1656
307	bt_nllb_persian	New projects for hydroelectricity	0.1656
307	bt_nllb_russian	New hydroelectric projects	0.1656
307	bt_nllb_tamil	New hydroelectric projects	0.1656
308	-1	Implant Dentistry	0.2833
308	bt_nllb_german	Implant teeth	0.4167
308	bt_nllb_malay	Dental Implantation	0.4167
308	bt_nllb_persian	Dental implant	0.4167
308	bt_nllb_chinese_yue	Dentistry of implants	0.2833
308	bt_nllb_french	Dentistry by implant	0.2833
308	bt_nllb_russian	Dentistry of implants	0.2833
309	-1	Rap and Crime	0.0
310	-1	Radio Waves and Brain Cancer	0.1455
310	bt_nllb_chinese_yue	Radiation and brain cancer	0.1576
310	bt_nllb_korean	Radiation and Brain Cancer	0.1576
310	bt_nllb_arabic	Radio waves and brain cancer	0.1455
310	bt_nllb_french	Radio waves and brain cancer	0.1455
310	bt_nllb_german	Radio waves and brain cancer	0.1455
310	bt_nllb_malay	Radio waves and brain cancer	0.1455
310	bt_nllb_persian	Radio waves and brain cancer	0.1455
310	bt_nllb_russian	Radio waves and brain cancer	0.1455
310	bt_nllb_swahili	Radio Waves and Brain Cancer	0.1455
310	bt_nllb_tamil	Radio waves and brain cancer	0.1455
311	-1	Industrial Espionage	0.2708
311	bt_nllb_arabic	Industrial espionage	0.2708
311	bt_nllb_french	Industrial espionage	0.2708
311	bt_nllb_russian	Industrial espionage	0.2708
312	-1	Hydroponics	0.8553
312	bt_nllb_arabic	The hydroponics	0.8553
312	bt_nllb_french	Hydroponics	0.8553
312	bt_nllb_malay	Hydroponics	0.8553
312	bt_nllb_persian	Hydroponics	0.8553
312	bt_nllb_russian	Hydroponics	0.8553
312	bt_nllb_swahili	Hydroponics	0.8553
313	-1	Magnetic Levitation-Maglev	0.7034
313	bt_nllb_chinese_yue	The magnetic Levitation Maglev	0.7034
313	bt_nllb_german	Magnetic levitation maglev	0.7034
313	bt_nllb_malay	Magnetic levitation of the Maglev	0.7034
313	bt_nllb_russian	Magnetic levitation of the Maglev	0.7034
313	bt_nllb_swahili	Magnetic Levitation Maglev	0.7034
314	-1	Marine Vegetation	0.0007
314	bt_nllb_persian	Seaweed	0.2075
314	bt_nllb_swahili	Seaweed	0.2075
314	bt_nllb_russian	Sea vegetation	0.0251
314	bt_nllb_arabic	Marine plants	0.0133
314	bt_nllb_german	Protection of the seas	0.0114
314	bt_nllb_chinese_yue	Sea plants	0.0016
314	bt_nllb_korean	Sea plants	0.0016
314	bt_nllb_malay	Sea plants	0.0016
314	bt_nllb_tamil	Sea plants	0.0016
314	bt_nllb_french	marine vegetation	0.0007
315	-1	Unexplained Highway Accidents	0.0136
315	bt_nllb_chinese_yue	The cause of the accident is unknown	0.0419
315	bt_nllb_korean	An unexplained highway accident	0.0136
315	bt_nllb_persian	Unexplained highway accidents	0.0136
316	-1	Polygamy Polyandry Polygyny	0.5935
316	bt_nllb_chinese_yue	Polygamy polygamy polygamy and polygamy	0.6448
316	bt_nllb_french	Polygamy and polygamy	0.6448
316	bt_nllb_german	Polygamy and polygamy	0.6448
316	bt_nllb_malay	Polygamy Polygamy	0.6448
317	-1	Unsolicited Faxes	0.525
318	-1	Best Retirement Country	0.0016
318	bt_nllb_arabic	The best retirement country	0.0016
318	bt_nllb_chinese_yue	The best retired countries	0.0016
318	bt_nllb_french	The best country for retirement	0.0016
318	bt_nllb_german	Best retirement country	0.0016
318	bt_nllb_korean	The best retirement country	0.0016
318	bt_nllb_malay	The Best Retirement Countries	0.0016
318	bt_nllb_persian	The best country is retired	0.0016
318	bt_nllb_russian	The best country to retire	0.0016
319	-1	New Fuel Sources	0.037
319	bt_nllb_arabic	New fuel sources	0.037
319	bt_nllb_chinese_yue	The new fuel source	0.037
319	bt_nllb_french	New sources of fuel	0.037
319	bt_nllb_korean	A new fuel source	0.037
319	bt_nllb_malay	New Fuel Sources	0.037
319	bt_nllb_persian	New fuel sources	0.037
319	bt_nllb_russian	New Fuel Sources	0.037
319	bt_nllb_tamil	New sources of fuel	0.037
320	-1	Undersea Fiber Optic Cable	0.0301
320	bt_nllb_french	Submarine fibre optic cable	0.1055
320	bt_nllb_arabic	The fiber optic cable is underwater	0.0357
320	bt_nllb_malay	Underwater fiber optic cables	0.0357
320	bt_nllb_german	Subsea fibre optic cables	0.0324
320	bt_nllb_korean	Undersea fiber optic cable	0.0301
321	-1	Women in Parliaments	0.1742
321	bt_nllb_arabic	Women in parliaments	0.1742
321	bt_nllb_chinese_yue	Women in the Parliament	0.1742
321	bt_nllb_french	Women in Parliament	0.1742
321	bt_nllb_german	Women in Parliament	0.1742
321	bt_nllb_malay	Women in Parliament	0.1742
321	bt_nllb_persian	Women in Parliament	0.1742
321	bt_nllb_russian	Women in parliaments	0.1742
321	bt_nllb_swahili	Women in Parliament	0.1742
321	bt_nllb_tamil	Women in parliaments	0.1742
322	-1	International Art Crime	0.0004
322	bt_nllb_french	International crime against art	0.0007
322	bt_nllb_arabic	The crime of international art	0.0004
322	bt_nllb_chinese_yue	International art crime	0.0004
322	bt_nllb_german	International art crime	0.0004
322	bt_nllb_korean	International art crime	0.0004
322	bt_nllb_malay	International Art Crimes	0.0004
322	bt_nllb_persian	International crime of art	0.0004
322	bt_nllb_russian	International crime in the field of art	0.0004
322	bt_nllb_tamil	International art crime	0.0004
323	-1	Literary/Journalistic Plagiarism	0.217
323	bt_nllb_malay	Literary plagiarism	0.277
323	bt_nllb_french	Literary and journalistic plagiarism	0.217
