qid	order	query	bm25.map
301	-1	International Organized Crime	0.0096
302	-1	Poliomyelitis and Post-Polio	0.5026
303	-1	Hubble Telescope Achievements	0.1663
304	-1	Endangered Species (Mammals)	0.0591
305	-1	Most Dangerous Vehicles	0.0013
306	-1	African Civilian Deaths	0.0486
307	-1	New Hydroelectric Projects	0.1656
308	-1	Implant Dentistry	0.2833
309	-1	Rap and Crime	0.0
310	-1	Radio Waves and Brain Cancer	0.1455
311	-1	Industrial Espionage	0.2708
312	-1	Hydroponics	0.8553
313	-1	Magnetic Levitation-Maglev	0.7034
314	-1	Marine Vegetation	0.0007
315	-1	Unexplained Highway Accidents	0.0136
316	-1	Polygamy Polyandry Polygyny	0.5935
317	-1	Unsolicited Faxes	0.525
318	-1	Best Retirement Country	0.0016
319	-1	New Fuel Sources	0.037
320	-1	Undersea Fiber Optic Cable	0.0301
321	-1	Women in Parliaments	0.1742
322	-1	International Art Crime	0.0004
323	-1	Literary/Journalistic Plagiarism	0.217
324	-1	Argentine/British Relations	0.3428
325	-1	Cult Lifestyles	0.0495
326	-1	Ferry Sinkings	0.5265
327	-1	Modern Slavery	0.1376
328	-1	Pope Beatifications	0.6158
329	-1	Mexican Air Pollution	0.2746
330	-1	Iran-Iraq Cooperation	0.0267
331	-1	World Bank Criticism	0.1867
332	-1	Income Tax Evasion	0.0348
333	-1	Antibiotics Bacteria Disease	0.2255
334	-1	Export Controls Cryptography	0.1111
335	-1	Adoptive Biological Parents	0.2591
336	-1	Black Bear Attacks	0.033
337	-1	Viral Hepatitis	0.1614
338	-1	Risk of Aspirin	0.375
339	-1	Alzheimer's Drug Treatment	0.2031
340	-1	Land Mine Ban	0.0848
341	-1	Airport Security	0.1908
342	-1	Diplomatic Expulsion	0.0897
343	-1	Police Deaths	0.0007
344	-1	Abuses of E-Mail	0.1473
345	-1	Overseas Tobacco Sales	0.0707
346	-1	Educational Standards	0.043
347	-1	Wildlife Extinction	0.0339
348	-1	Agoraphobia	0.81
349	-1	Metabolism	0.1629
350	-1	Health and Computer Terminals	0.062
351	-1	Falkland petroleum exploration	0.3606
352	-1	British Chunnel impact	0.036
353	-1	Antarctica exploration	0.1812
354	-1	journalist risks	0.0088
355	-1	ocean remote sensing	0.1059
356	-1	postmenopausal estrogen Britain	0.0066
357	-1	territorial waters dispute	0.1566
358	-1	blood-alcohol fatalities	0.1967
359	-1	mutual fund predictors	0.0104
360	-1	drug legalization benefits	0.0445
361	-1	clothing sweatshops	0.2788
362	-1	human smuggling	0.0532
363	-1	transportation tunnel disasters	0.0159
364	-1	rabies	0.5187
365	-1	El Nino	0.5743
366	-1	commercial cyanide uses	0.3351
367	-1	piracy	0.0174
368	-1	in vitro fertilization	0.3464
369	-1	anorexia nervosa bulimia	0.2574
370	-1	food/drug laws	0.0024
371	-1	health insurance holistic	0.0
372	-1	Native American casino	0.1062
373	-1	encryption equipment export	0.1161
374	-1	Nobel prize winners	0.0628
375	-1	hydrogen energy	0.1679
376	-1	World Court	0.0166
377	-1	cigar smoking	0.253
378	-1	euro opposition	0.0003
379	-1	mainstreaming	0.0664
380	-1	obesity medical treatment	0.2101
381	-1	alternative medicine	0.0459
382	-1	hydrogen fuel automobiles	0.5061
383	-1	mental illness drugs	0.0132
384	-1	space station moon	0.1
385	-1	hybrid fuel cars	0.2788
386	-1	teaching disabled children	0.0231
387	-1	radioactive waste	0.0554
388	-1	organic soil enhancement	0.0173
389	-1	illegal technology transfer	0.0173
390	-1	orphan drugs	0.0736
391	-1	R&D drug prices	0.2009
392	-1	robotics	0.2847
393	-1	mercy killing	0.0541
394	-1	home schooling	0.0105
395	-1	tourism	0.0297
396	-1	sick building syndrome	0.1426
397	-1	automobile recalls	0.0098
398	-1	dismantling Europe's arsenal	0.0117
399	-1	oceanographic vessels	0.134
400	-1	Amazon rain forest	0.2689
401	-1	foreign minorities, Germany	0.0123
402	-1	behavioral genetics	0.0691
403	-1	osteoporosis	0.4025
404	-1	Ireland, peace talks	0.0356
405	-1	cosmic events	0.0518
406	-1	Parkinson's disease	0.3631
407	-1	poaching, wildlife preserves	0.2195
408	-1	tropical storms	0.0781
409	-1	legal, Pan Am, 103	0.0828
410	-1	Schengen agreement	0.8534
411	-1	salvaging, shipwreck, treasure	0.2011
412	-1	airport security	0.2482
413	-1	steel production	0.0168
414	-1	Cuba, sugar, exports	0.1955
415	-1	drugs, Golden Triangle	0.2287
416	-1	Three Gorges Project	0.2767
417	-1	creativity	0.2011
418	-1	quilts, income	0.2019
419	-1	recycle, automobile tires	0.0302
420	-1	carbon monoxide poisoning	0.4265
421	-1	industrial waste disposal	0.0112
422	-1	art, stolen, forged	0.2235
423	-1	Milosevic, Mirjana Markovic	0.5703
424	-1	suicides	0.0361
425	-1	counterfeiting money	0.2808
426	-1	law enforcement, dogs	0.0394
427	-1	UV damage, eyes	0.1436
428	-1	declining birth rates	0.1222
429	-1	Legionnaires' disease	0.4558
430	-1	killer bee attacks	0.6236
431	-1	robotic technology	0.3453
432	-1	profiling, motorists, police	0.0004
433	-1	Greek, philosophy, stoicism	0.0358
434	-1	Estonia, economy	0.1938
435	-1	curbing population growth	0.0054
436	-1	railway accidents	0.0612
437	-1	deregulation, gas, electric	0.0104
438	-1	tourism, increase	0.1236
439	-1	inventions, scientific discoveries	0.0085
440	-1	child labor	0.1364
441	-1	Lyme disease	0.3844
442	-1	heroic acts	0.0021
443	-1	U.S., investment, Africa	0.0031
444	-1	supercritical fluids	0.3808
445	-1	women clergy	0.1566
446	-1	tourists, violence	0.1312
447	-1	Stirling engine	0.0439
448	-1	ship losses	0.0104
449	-1	antibiotics ineffectiveness	0.0432
450	-1	King Hussein, peace	0.1715
601	-1	Turkey Iraq water	0.5533
602	-1	Czech, Slovak sovereignty	0.1748
603	-1	Tobacco cigarette lawsuit	0.26
604	-1	Lyme disease arthritis	0.7057
