qid	order	query	bm25.map
301	-1	International Organized Crime	0.0096
301	wiki.topn3	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
301	wiki.topn3.replace	constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0391
301	anchor.topn3	international organized crime confédérat föderat kanusport anti corruption anti econom drug	0.0261
301	glove.topn3	international organized crime global which organised criminal	0.0202
301	word2vec.topn3	international organized crime national global domestic organised criminality	0.0155
302	-1	Poliomyelitis and Post-Polio	0.5026
302	relevancefeedback.topn10.qld	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
302	relevancefeedback.topn10.bm25	poliomyelitis and post polio case polio i health vaccin china aid	0.545
302	wordnet.topn3	poliomyelitis post polio polio acute anterior poliomyelitis	0.525
302	glove.topn3	poliomyelitis post polio polio measles mangxamba http www kasparovchess com	0.5101
302	tagmee.topn3	poliomyelitis post polio Poliomyelitis Post polio syndrome	0.5031
303	-1	Hubble Telescope Achievements	0.1663
303	wiki.topn3	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
303	wiki.topn3.replace	great observatories program hubble space telescope standard candles hubble space telescope	0.288
303	bt_nllb_swahili	The results of the Hubble Telescope	0.2221
303	conceptnet.topn3	hubble telescope achievements Edwin Powell Hubble scotland heap	0.1855
303	wordnet.topn3	hubble telescope achievements Edwin Hubble Edwin Powell Hubble scope accomplishment	0.1731
303	conceptnet.topn3.replace	Edwin Powell Hubble scotland heap telescope achievements	0.1704
303	word2vec.topn3	hubble telescope achievements kepler milkyway moon observatory accomplishments successes	0.1678
304	-1	Endangered Species (Mammals)	0.0591
304	bt_nllb_swahili	Endangered Species Animals	0.0698
304	conceptluster.topn5.3.bm25	endangered species mammals endangered species	0.0674
304	conceptluster.topn5.3.qld	endangered species mammals endangered species	0.0674
304	bt_nllb_korean	Endangered species	0.0624
304	stem.lovins	endanger speci mam	0.0624
304	stem.paicehusk	endang specy mam	0.0624
304	bt_nllb_persian	Endangered species clover	0.06
305	-1	Most Dangerous Vehicles	0.0013
305	tagmee.topn3.replace	Risk Vehicle	0.0071
305	wordnet.topn3	dangerous vehicles life threatening unsafe fomite	0.0052
305	glove.topn3	dangerous vehicles potentially difficult cars	0.0048
305	wiki.topn3.replace	risk assessment optimism bias risk management risk truck semi trailer motor vehicle vehicle	0.0048
305	wiki.topn3	dangerous vehicles risk assessment optimism bias risk management risk truck semi trailer motor vehicle vehicle	0.004
305	glove.topn3.replace	potentially difficult cars	0.0036
305	conceptnet.topn3	dangerous vehicles Explosives driving Some people	0.0025
305	conceptluster.topn5.3.bm25	dangerous vehicles risk	0.0022
305	conceptluster.topn5.3.qld	dangerous vehicles risk	0.0022
305	tagmee.topn3	dangerous vehicles Risk Vehicle	0.0022
305	sensedisambiguation	Most Dangerous Vehicles vehicle	0.0021
305	termluster.topn5.3.bm25	dangerous vehicles	0.0015
305	termluster.topn5.3.qld	dangerous vehicles	0.0015
305	thesaurus.topn3	dangerous vehicles	0.0015
