qid	order	query	qld.map
INEX_LD-2009022	-1	Szechwan dish food cuisine	0.1299
INEX_LD-2009022	wordnet.topn3.replace	Sichuan Szechuan Szechwan province sweetheart dish out solid food food for thought culinary art	0.2832
INEX_LD-2009022	wordnet.topn3	szechwan dish food cuisine Szechuan Sichuan smasher beauty food for thought solid food nutrient culinary art	0.217
INEX_LD-2009022	conceptluster.topn5.3.bm25	szechwan dish food cuisine food cuisine sichuan dish food	0.1997
INEX_LD-2009022	conceptluster.topn5.3.qld	szechwan dish food cuisine sichuan cuisine food dish food	0.1997
INEX_LD-2009022	tagmee.topn3	szechwan dish food cuisine Sichuan Dish food Food Cuisine	0.1997
INEX_LD-2009022	conceptnet.topn3	szechwan dish food cuisine Szechuan China plate cake rice rechauffe	0.1855
INEX_LD-2009022	anchor.topn3	szechwan dish food cuisine setzuan sechuan szechuan rasslin m tofu oth neophobia food foods cross solfar	0.1803
INEX_LD-2009022	tagmee.topn3.replace	Sichuan Dish food Food Cuisine	0.1553
INEX_LD-2009022	anchor.topn3.replace	setzuan sechuan szechuan rasslin m tofu oth neophobia food foods cross solfar cuisine	0.1433
INEX_LD-2009022	sensedisambiguation.replace	szechwan serve food cuisine	0.1373
INEX_LD-2009039	-1	roman architecture	0.2
INEX_LD-2009039	conceptluster.topn5.3.bm25	roman architecture ancient roman architecture	0.2995
INEX_LD-2009039	conceptluster.topn5.3.qld	roman architecture ancient roman architecture	0.2995
INEX_LD-2009039	tagmee.topn3	roman architecture Ancient Roman architecture	0.2995
INEX_LD-2009039	tagmee.topn3.replace	Ancient Roman architecture	0.2481
INEX_LD-2009053	-1	finland car industry manufacturer saab sisu	0.3034
INEX_LD-2009053	stem.lovins	finland car industr manufacturer saab sisu	0.4122
INEX_LD-2009061	-1	france second world war normandy	0.1967
INEX_LD-2009061	relevancefeedback.topn10.qld	france second world war normandy commando beach bridg cemeteri divis caen battl	0.2742
INEX_LD-2009061	sensedisambiguation	france second world worldly concern war normandy normandie	0.2104
INEX_LD-2009062	-1	social network group selection	0.1094
INEX_LD-2009063	-1	D-Day normandy invasion	0.1245
INEX_LD-2009063	sensedisambiguation	D Day normandy normandie invasion	0.1532
INEX_LD-2009063	wiki.topn3	d day normandy invasion invasion normandy operation overlord battle caen normandy landings operation neptune normandy landings invasion normandy operation overlord omaha beach normandy landings utah beach invasion normandy	0.1519
INEX_LD-2009063	wiki.topn3.replace	invasion normandy operation overlord battle caen normandy landings operation neptune normandy landings invasion normandy operation overlord omaha beach normandy landings utah beach invasion normandy	0.1457
INEX_LD-2009063	conceptluster.topn5.3.bm25	d day normandy invasion invasion normandy normandy landings operation overlord	0.1418
INEX_LD-2009063	conceptluster.topn5.3.qld	d day normandy invasion invasion normandy normandy landings operation overlord	0.1418
INEX_LD-2009063	tagmee.topn3	d day normandy invasion Normandy landings Operation Overlord Invasion of Normandy	0.1418
INEX_LD-2009063	relevancefeedback.topn10.bm25	d day normandy invasion airborn oper normandi utah bridg book ddai gold	0.1388
INEX_LD-2009063	relevancefeedback.topn10.qld	d day normandy invasion normandi invas book ddai oper airborn bridg utah	0.1364
INEX_LD-2009063	tagmee.topn3.replace	Normandy landings Operation Overlord Invasion of Normandy	0.1313
INEX_LD-2009074	-1	web ranking scoring algorithm	0.2542
INEX_LD-2009074	bt_nllb_french	web ranking algorithm	0.2919
INEX_LD-2009074	bt_nllb_korean	Web ranking algorithm	0.2919
INEX_LD-2009074	bt_nllb_malay	algorithm for ranking the web	0.2919
INEX_LD-2009074	bt_nllb_chinese_yue	The ranking algorithm for websites	0.2651
INEX_LD-2009096	-1	Eiffel	0.3177
INEX_LD-2009111	-1	europe solar power facility	0.1228
INEX_LD-2009111	bt_nllb_korean	European solar power plants	0.2417
INEX_LD-2009111	bt_nllb_persian	European solar power plants	0.2417
INEX_LD-2009111	bt_nllb_russian	European solar power plant	0.2417
INEX_LD-2009111	word2vec.topn3.replace	germany european europe photovoltaic non solar power authority facilty	0.2345
INEX_LD-2009111	sensedisambiguation.replace	european union solar world power facility	0.2341
INEX_LD-2009111	word2vec.topn3	europe solar power facility germany european europe photovoltaic non solar power authority facilty	0.2238
INEX_LD-2009111	sensedisambiguation	europe european union solar power world power facility	0.2179
INEX_LD-2009111	conceptluster.topn5.3.bm25	europe solar power facility solar power europe	0.1662
INEX_LD-2009111	conceptluster.topn5.3.qld	europe solar power facility solar power europe	0.1662
INEX_LD-2009111	tagmee.topn3	europe solar power facility Europe Solar power	0.1662
INEX_LD-2009111	wiki.topn3	europe solar power facility cultural concepts peninsulas asia europe europe solar energy solar power alternative energy solar power	0.1662
INEX_LD-2009111	bt_nllb_malay	European solar power facilities	0.1631
INEX_LD-2009111	wiki.topn3.replace	cultural concepts peninsulas asia europe europe solar energy solar power alternative energy solar power	0.1556
INEX_LD-2009111	bt_nllb_chinese_yue	Solar powered plants in Europe	0.1527
INEX_LD-2009111	bt_nllb_german	Europe solar power plant	0.1527
INEX_LD-2009111	relevancefeedback.topn10.bm25	europe solar power facility radar univers energi centrosolar advanc	0.1511
INEX_LD-2009111	bt_nllb_tamil	Europe solar powered	0.1449
INEX_LD-2009111	tagmee.topn3.replace	Europe Solar power	0.1449
INEX_LD-2009111	glove.topn3	europe solar power facility european asia photovoltaic geothermal control addition	0.1365
INEX_LD-2009111	conceptnet.topn3	europe solar power facility a kingdom continent a castle sun energy arboretum artifact menagerie	0.1249
INEX_LD-2009115	-1	virtual museums	0.4025
INEX_LD-2010004	-1	Indian food	0.2021
INEX_LD-2010014	-1	composer museum	0.0472
INEX_LD-2010019	-1	gallo roman architecture in paris	0.0045
INEX_LD-2010019	wiki.topn3	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestablishments companions liberation paris	0.1697
INEX_LD-2010019	wiki.topn3.replace	amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestablishments companions liberation paris	0.1327
INEX_LD-2010019	conceptluster.topn5.3.bm25	gallo roman architecture paris paris ancient roman architecture gallo roman culture	0.0595
INEX_LD-2010019	conceptluster.topn5.3.qld	gallo roman architecture paris gallo roman culture ancient roman architecture paris	0.0595
INEX_LD-2010019	tagmee.topn3	gallo roman architecture paris Gallo Roman culture Ancient Roman architecture Paris	0.0595
INEX_LD-2010019	tagmee.topn3.replace	Gallo Roman culture Ancient Roman architecture Paris	0.0483
INEX_LD-2010019	bt_nllb_chinese_yue	Ancient Roman architecture in Paris	0.0476
INEX_LD-2010019	conceptnet.topn3.replace	gallo roman gaulish roman column the Eiffel tower France a cafe	0.0303
INEX_LD-2010019	conceptnet.topn3	gallo roman architecture paris gallo roman gaulish column the Eiffel tower France a cafe	0.0235
INEX_LD-2010019	wordnet.topn3	gallo roman architecture paris roman print papistical roman letters computer architecture capital of France French capital genus Paris	0.0116
INEX_LD-2010019	anchor.topn3	gallo roman architecture paris filogamo astepho anganuzzi romanization mongolian nuko wąbrzeźno parise turner hal sirabella	0.0054
INEX_LD-2010020	-1	electricity source in France	0.0364
INEX_LD-2010020	bt_nllb_tamil	Electricity in France	0.2091
INEX_LD-2010020	glove.topn3	electricity source france generators utilities according french paris	0.082
INEX_LD-2010020	wordnet.topn3	electricity source france electrical energy rootage germ generator Jacques Anatole Francois Thibault French Republic	0.0727
INEX_LD-2010037	-1	social network API	0.2202
INEX_LD-2010037	conceptluster.topn5.3.bm25	social network api social network application programming interface	0.2892
INEX_LD-2010037	conceptluster.topn5.3.qld	social network api application programming interface social network	0.2892
INEX_LD-2010037	tagmee.topn3	social network api Social network Application programming interface	0.2892
INEX_LD-2010037	tagmee.topn3.replace	Social network Application programming interface	0.2611
INEX_LD-2010037	bt_nllb_arabic	Social networking	0.2324
INEX_LD-2010037	wordnet.topn3	social network api societal sociable meshwork electronic network	0.2245
INEX_LD-2010043	-1	List of films from the surrealist category	0.2303
INEX_LD-2010043	bt_nllb_persian	List of Surrealist films	0.2529
INEX_LD-2010043	bt_nllb_tamil	List of Surrealist films	0.2529
INEX_LD-2010043	bt_nllb_arabic	List of films of the Surrealist category	0.2408
INEX_LD-2010043	bt_nllb_french	List of films in the Surrealist category	0.2408
INEX_LD-2010043	bt_nllb_german	List of films in the Surrealist category	0.2408
INEX_LD-2010043	bt_nllb_korean	List of films in the surrealist category	0.2408
INEX_LD-2010043	termluster.topn5.3.bm25	list films surrealist category	0.2408
INEX_LD-2010043	termluster.topn5.3.qld	list films surrealist category	0.2408
INEX_LD-2010043	thesaurus.topn3	list films surrealist category	0.2408
INEX_LD-2010043	thesaurus.topn3.replace	list films surrealist category	0.2408
INEX_LD-2010043	conceptluster.topn5.3.bm25	list films surrealist category film surrealist cinema	0.2321
INEX_LD-2010043	conceptluster.topn5.3.qld	list films surrealist category film surrealist cinema	0.2321
INEX_LD-2010043	tagmee.topn3	list films surrealist category Film Surrealist cinema	0.2321
INEX_LD-2010057	-1	Einstein Relativity theory	0.3512
INEX_LD-2010057	conceptluster.topn5.3.bm25	einstein relativity theory theory relativity albert einstein	0.3628
INEX_LD-2010057	conceptluster.topn5.3.qld	einstein relativity theory albert einstein theory relativity	0.3628
INEX_LD-2010057	tagmee.topn3	einstein relativity theory Albert Einstein Theory of relativity	0.3628
INEX_LD-2010069	-1	summer flowers	0.0149
INEX_LD-2010069	sensedisambiguation	summer flowers flower	0.0158
INEX_LD-2010100	-1	house concrete wood	0.1371
INEX_LD-2010100	conceptnet.topn3	house concrete wood home room tree material paper	0.2389
INEX_LD-2010100	conceptnet.topn3.replace	home room concrete tree material paper	0.2222
INEX_LD-2010100	stem.paicehusk	hous concret wood	0.1525
INEX_LD-2010100	stem.porter	hous concret wood	0.1525
INEX_LD-2010100	stem.porter2	hous concret wood	0.1525
