qid	order	query	qld.map
INEX_LD-2009022	-1	Szechwan dish food cuisine	0.1299
INEX_LD-2009039	-1	roman architecture	0.2
INEX_LD-2009053	-1	finland car industry manufacturer saab sisu	0.3034
INEX_LD-2009061	-1	france second world war normandy	0.1967
INEX_LD-2009062	-1	social network group selection	0.1094
INEX_LD-2009063	-1	D-Day normandy invasion	0.1245
INEX_LD-2009074	-1	web ranking scoring algorithm	0.2542
INEX_LD-2009074	bt_nllb_french	web ranking algorithm	0.2919
INEX_LD-2009074	bt_nllb_korean	Web ranking algorithm	0.2919
INEX_LD-2009074	bt_nllb_malay	algorithm for ranking the web	0.2919
INEX_LD-2009074	bt_nllb_chinese_yue	The ranking algorithm for websites	0.2651
INEX_LD-2009096	-1	Eiffel	0.3177
INEX_LD-2009111	-1	europe solar power facility	0.1228
INEX_LD-2009111	bt_nllb_korean	European solar power plants	0.2417
INEX_LD-2009111	bt_nllb_persian	European solar power plants	0.2417
INEX_LD-2009111	bt_nllb_russian	European solar power plant	0.2417
INEX_LD-2009111	bt_nllb_malay	European solar power facilities	0.1631
INEX_LD-2009111	bt_nllb_chinese_yue	Solar powered plants in Europe	0.1527
INEX_LD-2009111	bt_nllb_german	Europe solar power plant	0.1527
INEX_LD-2009111	bt_nllb_tamil	Europe solar powered	0.1449
INEX_LD-2009115	-1	virtual museums	0.4025
INEX_LD-2010004	-1	Indian food	0.2021
INEX_LD-2010014	-1	composer museum	0.0472
INEX_LD-2010019	-1	gallo roman architecture in paris	0.0045
INEX_LD-2010019	bt_nllb_chinese_yue	Ancient Roman architecture in Paris	0.0476
INEX_LD-2010020	-1	electricity source in France	0.0364
INEX_LD-2010020	bt_nllb_tamil	Electricity in France	0.2091
INEX_LD-2010037	-1	social network API	0.2202
INEX_LD-2010037	bt_nllb_arabic	Social networking	0.2324
INEX_LD-2010043	-1	List of films from the surrealist category	0.2303
INEX_LD-2010043	bt_nllb_persian	List of Surrealist films	0.2529
INEX_LD-2010043	bt_nllb_tamil	List of Surrealist films	0.2529
INEX_LD-2010043	bt_nllb_arabic	List of films of the Surrealist category	0.2408
INEX_LD-2010043	bt_nllb_french	List of films in the Surrealist category	0.2408
INEX_LD-2010043	bt_nllb_german	List of films in the Surrealist category	0.2408
INEX_LD-2010043	bt_nllb_korean	List of films in the surrealist category	0.2408
INEX_LD-2010057	-1	Einstein Relativity theory	0.3512
INEX_LD-2010069	-1	summer flowers	0.0149
INEX_LD-2010100	-1	house concrete wood	0.1371
INEX_LD-2010106	-1	organic food advantages disadvantages	0.0
INEX_LD-2010106	bt_nllb_persian	The benefits of organic food	0.0135
INEX_LD-2010106	bt_nllb_swahili	benefits of organic food loss	0.0054
INEX_LD-2010106	bt_nllb_french	Benefits of organic food disadvantages	0.0009
INEX_LD-2010106	bt_nllb_german	Benefits of organic food Disadvantages	0.0009
INEX_LD-2010106	bt_nllb_malay	The excess of organic food weakness	0.0009
INEX_LD-2010106	bt_nllb_tamil	The benefits of organic food disadvantages	0.0009
INEX_LD-20120111	-1	vietnam war movie	0.3114
INEX_LD-20120112	-1	vietnam war facts	0.1152
INEX_LD-20120121	-1	vietnam food recipes	0.1341
INEX_LD-20120121	bt_nllb_chinese_yue	The Vietnamese food recipe	0.1593
INEX_LD-20120121	bt_nllb_french	Vietnamese food recipes	0.1593
INEX_LD-20120121	bt_nllb_malay	Vietnamese food recipes	0.1593
INEX_LD-20120121	bt_nllb_persian	Vietnamese food recipes	0.1593
INEX_LD-20120121	bt_nllb_swahili	Vietnamese food recipes	0.1593
INEX_LD-20120122	-1	vietnamese food blog	0.0646
INEX_LD-20120131	-1	vietnam travel national park	0.1168
INEX_LD-20120132	-1	vietnam travel airports	0.4514
INEX_LD-20120132	bt_nllb_persian	Airports in Vietnam	0.8095
INEX_LD-20120132	bt_nllb_russian	Airports of Vietnam	0.8095
INEX_LD-20120132	bt_nllb_swahili	Airports in Vietnam	0.8095
INEX_LD-20120132	bt_nllb_tamil	Airports in Vietnam	0.8095
INEX_LD-20120211	-1	guitar chord tuning	0.5169
INEX_LD-20120212	-1	guitar chord minor	0.2699
INEX_LD-20120221	-1	guitar classical flamenco	0.4129
INEX_LD-20120222	-1	guitar classical bach	0.3691
INEX_LD-20120231	-1	guitar origin Russia	0.0434
INEX_LD-20120231	bt_nllb_arabic	The origin of the guitar is Russian	0.2225
INEX_LD-20120231	bt_nllb_malay	Russian guitar origin	0.2225
INEX_LD-20120231	bt_nllb_persian	The origins of the Russian guitar	0.2225
INEX_LD-20120231	bt_nllb_swahili	the origin of the Russian guitar	0.2225
INEX_LD-20120231	bt_nllb_chinese_yue	Guitar is from Russia	0.1173
INEX_LD-20120232	-1	guitar origin blues	0.1444
INEX_LD-20120311	-1	tango culture movies	0.1046
INEX_LD-20120311	bt_nllb_arabic	The tango culture films	0.4981
INEX_LD-20120311	bt_nllb_chinese_yue	The tango culture film	0.4981
INEX_LD-20120311	bt_nllb_french	films of tango culture	0.4981
INEX_LD-20120311	bt_nllb_korean	The Tango culture film	0.4981
INEX_LD-20120311	bt_nllb_malay	tango culture film	0.4981
INEX_LD-20120311	bt_nllb_russian	The film of tango culture	0.4981
INEX_LD-20120311	bt_nllb_tamil	The film is about the culture of the Tangos	0.3729
INEX_LD-20120311	bt_nllb_german	Other films of tango	0.1943
INEX_LD-20120312	-1	tango culture countries	0.3056
INEX_LD-20120321	-1	tango music  composers	0.3866
INEX_LD-20120321	bt_nllb_french	composers of tango	0.467
INEX_LD-20120321	bt_nllb_german	Tango composers	0.467
INEX_LD-20120321	bt_nllb_persian	Tangos are composers	0.467
INEX_LD-20120321	bt_nllb_russian	The composers of the tango	0.467
INEX_LD-20120322	-1	tango music instruments	0.3282
INEX_LD-20120331	-1	tango dance styles	0.61
INEX_LD-20120331	bt_nllb_french	dance of tango	0.7206
INEX_LD-20120332	-1	tango dance history	0.3404
INEX_LD-20120411	-1	bicycle sport races	0.2133
INEX_LD-20120412	-1	bicycle sport disciplines	0.1806
INEX_LD-20120421	-1	bicycle holiday towns	0.0296
INEX_LD-20120421	bt_nllb_swahili	bicycle holiday villages	0.0309
INEX_LD-20120422	-1	bicycle holiday nature	0.0366
INEX_LD-20120422	bt_nllb_arabic	The nature of the bike holiday	0.0756
INEX_LD-20120422	bt_nllb_persian	The nature of the bike holiday	0.0756
INEX_LD-20120422	bt_nllb_tamil	Cycling holiday nature	0.0544
INEX_LD-20120431	-1	bicycle benefits health	0.0556
INEX_LD-20120432	-1	bicycle benefits environment	0.2891
