,qid,order,query,bm25.ndcg
0,INEX_LD-2009022,-1,Szechwan dish food cuisine,0.1838
1,INEX_LD-2009022,bt_bing_french,Sichuan Dish Cuisine,0.6952
2,INEX_LD-2009022,bt_bing_chinese_simplified,Sichuan cuisine,0.6772
3,INEX_LD-2009022,bt_bing_russian,Sichuan Dish Food Cuisine,0.5639
4,INEX_LD-2009022,bt_bing_korean,Sichuan cuisine food cooking,0.4823
5,INEX_LD-2009022,wordnet.topn3.replace,Sichuan Szechuan Szechwan province sweetheart dish out solid food food for thought culinary art,0.4455
6,INEX_LD-2009022,conceptluster.topn5.3.bm25,szechwan dish food cuisine food cuisine sichuan dish food,0.3792
7,INEX_LD-2009022,conceptluster.topn5.3.qld,szechwan dish food cuisine sichuan cuisine food dish food,0.3792
8,INEX_LD-2009022,tagmee.topn3,szechwan dish food cuisine Sichuan Dish food Food Cuisine,0.3792
9,INEX_LD-2009022,wordnet.topn3,szechwan dish food cuisine Szechuan Sichuan smasher beauty food for thought solid food nutrient culinary art,0.3762
10,INEX_LD-2009022,bt_bing_german,Szechuan Dish Kitchen,0.3565
11,INEX_LD-2009022,tagmee.topn3.replace,Sichuan Dish food Food Cuisine,0.3325
12,INEX_LD-2009022,anchor.topn3,szechwan dish food cuisine setzuan sechuan szechuan rasslin m tofu oth neophobia food foods cross solfar,0.3131
13,INEX_LD-2009022,anchor.topn3.replace,setzuan sechuan szechuan rasslin m tofu oth neophobia food foods cross solfar cuisine,0.3106
14,INEX_LD-2009022,conceptnet.topn3,szechwan dish food cuisine Szechuan China plate cake rice rechauffe,0.2903
15,INEX_LD-2009022,wiki.topn3,szechwan dish food cuisine sichuan shaanxi hunan sichuan list legumdishes past food batter cooking dish food foods cuisine meat food brunch veal veal cuisine,0.2888
16,INEX_LD-2009022,bt_bing_persian,Sichuan Food,0.2856
17,INEX_LD-2009022,relevancefeedback.topn10.bm25,szechwan dish food cuisine cuisin chines veget rice pepper banitsa tabl pot pölsa octopu,0.2502
18,INEX_LD-2009022,wiki.topn3.replace,sichuan shaanxi hunan sichuan list legumdishes past food batter cooking dish food foods cuisine meat food brunch veal veal cuisine,0.2124
19,INEX_LD-2009022,conceptnet.topn3.replace,Szechuan China plate cake rice rechauffe,0.2052
20,INEX_LD-2009022,bt_nllb_french,Cooking of Szechwan dishes,0.1911
21,INEX_LD-2009022,sensedisambiguation.replace,szechwan serve food cuisine,0.1869
22,INEX_LD-2009022,bt_bing_swahili,Diet cuisine of Szechwan,0.1849
23,INEX_LD-2009022,bt_bing_malay,Szechwan dish food cuisine,0.1838
24,INEX_LD-2009022,docluster.topn10.3.bm25,szechwan dish food cuisine,0.1838
25,INEX_LD-2009022,docluster.topn10.3.qld,szechwan dish food cuisine,0.1838
26,INEX_LD-2009022,original,Szechwan dish food cuisine,0.1838
27,INEX_LD-2009022,rm3.topn10.10.0.5.bm25,Szechwan dish food cuisine,0.1838
28,INEX_LD-2009022,rm3.topn10.10.0.5.qld,Szechwan dish food cuisine,0.1838
29,INEX_LD-2009022,stem.krovetz,szechwan dish food cuisine,0.1838
30,INEX_LD-2009022,stem.porter,szechwan dish food cuisin,0.1838
31,INEX_LD-2009022,stem.porter2,szechwan dish food cuisin,0.1838
32,INEX_LD-2009022,stem.sstemmer,szechwan dish food cuisine,0.1838
33,INEX_LD-2009022,termluster.topn5.3.bm25,szechwan dish food cuisine,0.1838
34,INEX_LD-2009022,termluster.topn5.3.qld,szechwan dish food cuisine,0.1838
35,INEX_LD-2009022,thesaurus.topn3,szechwan dish food cuisine,0.1838
36,INEX_LD-2009022,thesaurus.topn3.replace,szechwan dish food cuisine,0.1838
37,INEX_LD-2009039,-1,roman architecture,0.2534
38,INEX_LD-2009039,conceptluster.topn5.3.bm25,roman architecture ancient roman architecture,0.3713
39,INEX_LD-2009039,conceptluster.topn5.3.qld,roman architecture ancient roman architecture,0.3713
40,INEX_LD-2009039,tagmee.topn3,roman architecture Ancient Roman architecture,0.3713
41,INEX_LD-2009039,tagmee.topn3.replace,Ancient Roman architecture,0.3561
42,INEX_LD-2009039,bt_bing_arabic,Roman architecture,0.2534
43,INEX_LD-2009039,bt_bing_chinese_simplified,Roman architecture,0.2534
44,INEX_LD-2009039,bt_bing_french,Roman Architecture,0.2534
45,INEX_LD-2009039,bt_bing_german,Roman Architecture,0.2534
46,INEX_LD-2009039,bt_bing_korean,Roman architecture,0.2534
47,INEX_LD-2009039,bt_bing_malay,Roman architecture,0.2534
48,INEX_LD-2009039,bt_bing_persian,Roman architecture,0.2534
49,INEX_LD-2009039,bt_bing_russian,Roman architecture,0.2534
50,INEX_LD-2009039,bt_bing_swahili,Roman architecture,0.2534
