qid	order	query	qld.ndcg
INEX_LD-2009022	-1	Szechwan dish food cuisine	0.2251
INEX_LD-2009039	-1	roman architecture	0.3549
INEX_LD-2009053	-1	finland car industry manufacturer saab sisu	0.5735
INEX_LD-2009061	-1	france second world war normandy	0.4079
INEX_LD-2009062	-1	social network group selection	0.3438
INEX_LD-2009063	-1	D-Day normandy invasion	0.327
INEX_LD-2009074	-1	web ranking scoring algorithm	0.5827
INEX_LD-2009096	-1	Eiffel	0.6355
INEX_LD-2009111	-1	europe solar power facility	0.2883
INEX_LD-2009115	-1	virtual museums	0.6456
INEX_LD-2010004	-1	Indian food	0.3536
INEX_LD-2010014	-1	composer museum	0.2239
INEX_LD-2010019	-1	gallo roman architecture in paris	0.0536
INEX_LD-2010020	-1	electricity source in France	0.1984
INEX_LD-2010037	-1	social network API	0.5758
INEX_LD-2010043	-1	List of films from the surrealist category	0.4581
INEX_LD-2010057	-1	Einstein Relativity theory	0.6154
INEX_LD-2010069	-1	summer flowers	0.0852
INEX_LD-2010100	-1	house concrete wood	0.2998
INEX_LD-2010106	-1	organic food advantages disadvantages	0.0
INEX_LD-20120111	-1	vietnam war movie	0.5383
INEX_LD-20120112	-1	vietnam war facts	0.3156
INEX_LD-20120121	-1	vietnam food recipes	0.2655
INEX_LD-20120122	-1	vietnamese food blog	0.2796
INEX_LD-20120131	-1	vietnam travel national park	0.2734
INEX_LD-20120132	-1	vietnam travel airports	0.6812
INEX_LD-20120211	-1	guitar chord tuning	0.6585
INEX_LD-20120212	-1	guitar chord minor	0.5358
INEX_LD-20120221	-1	guitar classical flamenco	0.6115
INEX_LD-20120222	-1	guitar classical bach	0.6441
INEX_LD-20120231	-1	guitar origin Russia	0.216
INEX_LD-20120232	-1	guitar origin blues	0.398
INEX_LD-20120311	-1	tango culture movies	0.3664
INEX_LD-20120312	-1	tango culture countries	0.5576
INEX_LD-20120321	-1	tango music  composers	0.5574
INEX_LD-20120322	-1	tango music instruments	0.6516
INEX_LD-20120331	-1	tango dance styles	0.7199
INEX_LD-20120332	-1	tango dance history	0.6823
INEX_LD-20120411	-1	bicycle sport races	0.3798
INEX_LD-20120412	-1	bicycle sport disciplines	0.3957
INEX_LD-20120421	-1	bicycle holiday towns	0.1501
INEX_LD-20120422	-1	bicycle holiday nature	0.154
INEX_LD-20120431	-1	bicycle benefits health	0.1846
INEX_LD-20120432	-1	bicycle benefits environment	0.4977
INEX_LD-20120511	-1	female rock singers	0.3961
INEX_LD-20120512	-1	south korean girl groups	0.713
INEX_LD-20120521	-1	electronic music genres	0.4225
INEX_LD-20120522	-1	digital music notation formats	0.6069
INEX_LD-20120531	-1	music conferences	0.7807
INEX_LD-20120532	-1	intellectual property rights lobby	0.3885
INEX_LD-2012301	-1	Niagara falls origin lake	0.6809
INEX_LD-2012303	-1	 Valley fever fungal infection San Joaquin	0.507
INEX_LD-2012305	-1	North Dakota's lowest river of another colour	0.1175
INEX_LD-2012307	-1	 July, 1850  president died Millard Fillmore sworn following day	0.3837
INEX_LD-2012309	-1	residents small island city-state  Malay Peninsula Chinese	0.2907
INEX_LD-2012311	-1	John Lennon Yoko Ono album Starting Over	0.7828
INEX_LD-2012313	-1	John Turturro 1991 Coen Brothers film	0.8796
INEX_LD-2012315	-1	Baguio Quezon City  Manila official independence 1945	0.0854
INEX_LD-2012317	-1	daggeroso inclined to use a dagger novel Sons and Lovers	0.3961
INEX_LD-2012318	-1	Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space	0.4516
INEX_LD-2012319	-1	 1994 short story collection Alice Munro is Open	0.8655
INEX_LD-2012321	-1	Asian port state-city Sir Stamford Raffles	0.5658
INEX_LD-2012323	-1	Large glaciers island nation Langjokull Hofsjokull Vatnajokull	0.608
INEX_LD-2012325	-1	successor James G. Blaine studied law	0.858
INEX_LD-2012327	-1	Beloved author African-American Nobel Prize Literature	0.3551
INEX_LD-2012329	-1	Sweden Iceland currency	0.5492
INEX_LD-2012331	-1	Seoul Korea river name ethnic group China	0.1731
INEX_LD-2012333	-1	Prime minister Canada nicknamed Silver-Tongued Laurier longest unbroken term	0.6594
INEX_LD-2012335	-1	U.S. president authorise nuclear weapons against Japan	0.5896
INEX_LD-2012336	-1	1906 territory Papua island Australian	0.4696
INEX_LD-2012337	-1	Texas city Baylor University tornado 1953	0.2139
INEX_LD-2012339	-1	Nelson Mandela John Dube	0.5023
INEX_LD-2012341	-1	1997  Houston airport president	0.7531
INEX_LD-2012343	-1	The Heart of a Woman poet's autobiography	0.8055
INEX_LD-2012345	-1	Kennedy assassination governor of Texas seriously injured	0.5945
INEX_LD-2012347	-1	seat Florida country Dade	0.8319
INEX_LD-2012349	-1	Alexander Nevsky Cathedral Bulgarian city liberation Turks	0.6532
INEX_LD-2012351	-1	Indian Cuisine dish rice dhal vegetables roti papad	0.7085
INEX_LD-2012353	-1	country German language	0.5706
INEX_LD-2012354	-1	greatest guitarist	0.487
INEX_LD-2012355	-1	England football player highest paid	0.3397
INEX_LD-2012357	-1	 prima ballerina Bolshoi Theatre 1960	0.2925
INEX_LD-2012359	-1	 Bob Ricker Executive Director the latest front group for the anti-gun movement	1.0
INEX_LD-2012361	-1	most famous award winning actor singer	0.3164
INEX_LD-2012363	-1	American twins famous  American professional tennis double players	0.8254
INEX_LD-2012365	-1	mathematician computer scientist MIT's six inaugural MacVicar Faculty Fellows	0.3306
INEX_LD-2012367	-1	invented telescope	0.5226
INEX_LD-2012369	-1	most famous civic-military airports	0.1357
INEX_LD-2012371	-1	most beautiful railway stations world cities located	0.2916
INEX_LD-2012372	-1	famous historical battlefields opponents fought	0.4596
INEX_LD-2012373	-1	birds cannot fly	0.6013
INEX_LD-2012375	-1	animals lay eggs mammals	0.5251
INEX_LD-2012377	-1	allegedly caused World War I	0.357
INEX_LD-2012381	-1	movie directors directed a block buster	0.2125
INEX_LD-2012383	-1	famous computer scientists disappeared at sea	1.0
INEX_LD-2012385	-1	famous politicians vegetarians	0.3273
INEX_LD-2012387	-1	famous river confluence dam constructed	0.4552
INEX_LD-2012389	-1	frequently visited sharks gulf Indian Ocean	0.4062
INEX_LD-2012390	-1	baseball player most homeruns national league	0.25
INEX_XER-100	-1	Operating systems to which Steve Jobs related	0.4009
INEX_XER-106	-1	Noble english person from the Hundred Years' War	0.3824
INEX_XER-108	-1	State capitals of the United States of America	0.0477
INEX_XER-109	-1	National capitals situated on islands	0.0808
INEX_XER-110	-1	Nobel Prize in Literature winners who were also poets	0.3396
INEX_XER-113	-1	Formula 1 drivers that won the Monaco Grand Prix	0.2733
INEX_XER-114	-1	Formula one races in Europe	0.4931
INEX_XER-115	-1	Formula One World Constructors' Champions	0.5792
INEX_XER-116	-1	Italian nobel prize winners	0.4498
INEX_XER-117	-1	Musicians who appeared in the Blues Brothers movies	0.2811
INEX_XER-118	-1	French car models in 1960's	0.0383
INEX_XER-119	-1	Swiss cantons where they speak German	0.324
INEX_XER-121	-1	US presidents since 1960	0.1067
INEX_XER-122	-1	Movies with eight or more Academy Awards	0.1379
INEX_XER-123	-1	FIFA world cup national team winners since 1974	0.2017
INEX_XER-124	-1	Novels that won the Booker Prize	0.6076
