ndcg                  	INEX_LD-2009022	0.1838
ndcg                  	INEX_LD-2009039	0.2349
ndcg                  	INEX_LD-2009053	0.5709
ndcg                  	INEX_LD-2009061	0.3874
ndcg                  	INEX_LD-2009062	0.0424
ndcg                  	INEX_LD-2009063	0.2907
ndcg                  	INEX_LD-2009074	0.4032
ndcg                  	INEX_LD-2009096	0.5578
ndcg                  	INEX_LD-2009111	0.1792
ndcg                  	INEX_LD-2009115	0.8029
ndcg                  	INEX_LD-2010004	0.3178
ndcg                  	INEX_LD-2010014	0.1856
ndcg                  	INEX_LD-2010019	0.0000
ndcg                  	INEX_LD-2010020	0.1658
ndcg                  	INEX_LD-2010037	0.4347
ndcg                  	INEX_LD-2010043	0.2715
ndcg                  	INEX_LD-2010057	0.5716
ndcg                  	INEX_LD-2010069	0.0893
ndcg                  	INEX_LD-2010100	0.1814
ndcg                  	INEX_LD-2010106	0.0000
ndcg                  	INEX_LD-20120111	0.4729
ndcg                  	INEX_LD-20120112	0.1296
ndcg                  	INEX_LD-20120121	0.0622
ndcg                  	INEX_LD-20120122	0.2857
ndcg                  	INEX_LD-20120131	0.0182
ndcg                  	INEX_LD-20120132	0.3869
ndcg                  	INEX_LD-20120211	0.6403
ndcg                  	INEX_LD-20120212	0.3671
ndcg                  	INEX_LD-20120221	0.5825
ndcg                  	INEX_LD-20120222	0.5151
ndcg                  	INEX_LD-20120231	0.1129
ndcg                  	INEX_LD-20120232	0.3044
ndcg                  	INEX_LD-20120311	0.3342
ndcg                  	INEX_LD-20120312	0.3045
ndcg                  	INEX_LD-20120321	0.4364
ndcg                  	INEX_LD-20120322	0.4158
ndcg                  	INEX_LD-20120331	0.6199
ndcg                  	INEX_LD-20120332	0.6104
ndcg                  	INEX_LD-20120411	0.3041
ndcg                  	INEX_LD-20120412	0.3257
ndcg                  	INEX_LD-20120421	0.0818
ndcg                  	INEX_LD-20120422	0.0861
ndcg                  	INEX_LD-20120431	0.1846
ndcg                  	INEX_LD-20120432	0.4680
ndcg                  	INEX_LD-20120511	0.3435
ndcg                  	INEX_LD-20120512	0.6451
ndcg                  	INEX_LD-20120521	0.2782
ndcg                  	INEX_LD-20120522	0.5499
ndcg                  	INEX_LD-20120531	0.7866
ndcg                  	INEX_LD-20120532	0.2515
ndcg                  	INEX_LD-2012301	0.4303
ndcg                  	INEX_LD-2012303	0.4557
ndcg                  	INEX_LD-2012305	0.0000
ndcg                  	INEX_LD-2012307	0.3300
ndcg                  	INEX_LD-2012309	0.1738
ndcg                  	INEX_LD-2012311	0.7653
ndcg                  	INEX_LD-2012313	0.8788
ndcg                  	INEX_LD-2012315	0.1548
ndcg                  	INEX_LD-2012317	0.2932
ndcg                  	INEX_LD-2012318	0.4516
ndcg                  	INEX_LD-2012319	0.8272
ndcg                  	INEX_LD-2012321	0.3980
ndcg                  	INEX_LD-2012323	0.0709
ndcg                  	INEX_LD-2012325	0.5826
ndcg                  	INEX_LD-2012327	0.3385
ndcg                  	INEX_LD-2012329	0.4485
ndcg                  	INEX_LD-2012331	0.0000
ndcg                  	INEX_LD-2012333	0.5212
ndcg                  	INEX_LD-2012335	0.3902
ndcg                  	INEX_LD-2012336	0.2725
ndcg                  	INEX_LD-2012337	0.3345
ndcg                  	INEX_LD-2012339	0.4601
ndcg                  	INEX_LD-2012341	0.3402
ndcg                  	INEX_LD-2012343	0.8053
ndcg                  	INEX_LD-2012345	0.5569
ndcg                  	INEX_LD-2012347	0.6245
ndcg                  	INEX_LD-2012349	0.3672
