,qid,order,query,bm25.ndcg
0,1,-1,obama family tree,0.4473
1,1,tagmee.topn3,obama family tree Family of Barack Obama,0.5538
2,1,wiki.topn3,obama family tree stanley armour dunham madelyn dunham barack obama sr family barack obama,0.4702
3,1,conceptluster.topn5.3.qld,obama family tree family barack obama git object,0.4675
4,1,wiki.topn3.replace,stanley armour dunham madelyn dunham barack obama sr family barack obama,0.4674
5,1,bt_bing_russian,Obama s Family Tree,0.465
6,1,bt_bing_arabic,Obama Family Tree,0.4473
7,1,bt_bing_chinese_simplified,Obama Family Tree,0.4473
8,1,bt_bing_french,Obama Family Tree,0.4473
9,1,bt_bing_german,Obama Family Tree,0.4473
10,1,bt_bing_korean,Obama Family Tree,0.4473
11,1,bt_bing_malay,Obama Family Tree,0.4473
12,1,bt_bing_persian,The Obama Family Tree,0.4473
13,1,bt_bing_swahili,Obama Family Tree,0.4473
14,1,bt_bing_tamil,Obama Family Tree,0.4473
15,1,bt_nllb_arabic,The Obama family tree,0.4473
16,1,bt_nllb_chinese_yue,The Obama family tree,0.4473
17,1,bt_nllb_french,Obama family tree,0.4473
18,1,bt_nllb_german,Obama family tree,0.4473
19,1,bt_nllb_korean,The Obama family tree,0.4473
20,1,bt_nllb_malay,Obama family tree,0.4473
21,1,bt_nllb_persian,The Obama family tree,0.4473
22,1,bt_nllb_swahili,Obama family tree,0.4473
23,1,bt_nllb_tamil,The Obama Family Tree,0.4473
24,1,original,obama family tree,0.4473
25,1,rm3.topn10.10.0.5.bm25,obama family tree,0.4473
26,1,rm3.topn10.10.0.5.qld,obama family tree,0.4473
27,1,stem.krovetz,obama family tree,0.4473
28,1,stem.porter,obama famili tree,0.4473
29,1,stem.porter2,obama famili tree,0.4473
30,1,stem.sstemmer,obama family tree,0.4473
31,1,thesaurus.topn3,obama family tree,0.4473
32,1,thesaurus.topn3.replace,obama family tree,0.4473
33,1,tagmee.topn3.replace,Family of Barack Obama,0.4386
34,1,conceptnet.topn3,obama family tree Barack Hussein Obama obamaton obamacrat home group branch squirrel wood,0.4317
35,1,anchor.topn3,obama family tree barack obama strichnocera mekubetzet tree stern s diatomic sequ ssm a,0.4306
36,1,word2vec.topn3,obama family tree bama barack relatives tree,0.4168
37,1,anchor.topn3.replace,barack obama strichnocera family mekubetzet tree stern s diatomic sequ ssm a,0.2957
38,1,glove.topn3,obama family tree barack mccain father pine,0.2175
39,1,conceptnet.topn3.replace,Barack Hussein Obama obamaton obamacrat home group branch squirrel wood,0.1884
40,1,conceptluster.topn5.3.bm25,obama family tree family barack obama death cellulos carbon restringido video,0.0267
41,1,word2vec.topn3.replace,bama barack relatives tree,0.013
42,1,sensedisambiguation,obama family syndicate tree,0.005
43,1,bertqe.topn10.bm25,automobil accid tree messag board,0.0
44,1,bertqe.topn10.qld,master trivia master trivia profil,0.0
45,1,bt_nllb_russian,The Tree of Joy,0.0
46,1,docluster.topn10.3.bm25,obama family tree death cellulos carbon restringido video life trivia organ,0.0
47,1,docluster.topn10.3.qld,obama family tree git object trivia,0.0
48,1,glove.topn3.replace,barack mccain father pine,0.0
49,1,relevancefeedback.topn10.bm25,obama family tree death cellulos carbon restringido video life trivia organ,0.0
50,1,relevancefeedback.topn10.qld,obama family tree git object trivia,0.0
51,1,sensedisambiguation.replace,obama syndicate tree,0.0
52,1,stem.lovins,obam fam tre,0.0
53,1,stem.paicehusk,obam famy tre,0.0
54,1,stem.trunc4,obam fami tree,0.0
55,1,stem.trunc5,obama famil tree,0.0
56,1,termluster.topn5.3.bm25,obama family tree death cellulos carbon restringido video,0.0
57,1,termluster.topn5.3.qld,obama family tree git object,0.0
58,1,wordnet.topn3,obama family tree sept crime syndicate kinsperson corner,0.0
59,1,wordnet.topn3.replace,obama sept crime syndicate kinsperson corner,0.0
60,10,-1,cheap internet,0.1326
61,10,word2vec.topn3,cheap internet inexpensive low cost online intenet,0.2015
62,10,word2vec.topn3.replace,inexpensive low cost online intenet,0.1711
63,10,bt_bing_arabic,Cheap internet,0.1326
64,10,bt_bing_chinese_simplified,Cheap internet,0.1326
65,10,bt_bing_french,Cheap Internet,0.1326
66,10,bt_bing_german,Cheap internet,0.1326
67,10,bt_bing_korean,Cheap Internet,0.1326
68,10,bt_bing_malay,Cheap Internet,0.1326
69,10,bt_bing_persian,Cheap Internet,0.1326
70,10,bt_bing_russian,Cheap internet,0.1326
71,10,bt_bing_swahili,Cheap Internet,0.1326
72,10,bt_bing_tamil,Cheap internet,0.1326
73,10,bt_nllb_arabic,The internet is cheap,0.1326
74,10,bt_nllb_chinese_yue,Cheap Internet,0.1326
75,10,bt_nllb_french,The Internet is Cheap,0.1326
76,10,bt_nllb_german,cheap internet,0.1326
77,10,bt_nllb_korean,Cheap Internet,0.1326
78,10,bt_nllb_malay,cheap internet,0.1326
79,10,bt_nllb_persian,The Internet is cheap,0.1326
80,10,bt_nllb_russian,cheap internet,0.1326
81,10,bt_nllb_swahili,cheap internet,0.1326
82,10,bt_nllb_tamil,Cheap Internet,0.1326
83,10,original,cheap internet,0.1326
84,10,rm3.topn10.10.0.5.bm25,cheap internet,0.1326
85,10,rm3.topn10.10.0.5.qld,cheap internet,0.1326
86,10,sensedisambiguation,cheap internet,0.1326
87,10,sensedisambiguation.replace,cheap internet,0.1326
88,10,stem.krovetz,cheap internet,0.1326
89,10,stem.lovins,cheap internet,0.1326
