,qid,order,query,bm25.map
0,1,-1,obama family tree,0.2416
1,1,tagmee.topn3,obama family tree Family of Barack Obama,0.3706
2,1,bt_bing_russian,Obama s Family Tree,0.2764
3,1,wiki.topn3,obama family tree stanley armour dunham madelyn dunham barack obama sr family barack obama,0.2735
4,1,wiki.topn3.replace,stanley armour dunham madelyn dunham barack obama sr family barack obama,0.2694
5,1,conceptluster.topn5.3.qld,obama family tree family barack obama git object,0.2647
6,1,bt_bing_arabic,Obama Family Tree,0.2416
7,1,bt_bing_chinese_simplified,Obama Family Tree,0.2416
8,1,bt_bing_french,Obama Family Tree,0.2416
9,1,bt_bing_german,Obama Family Tree,0.2416
10,1,bt_bing_korean,Obama Family Tree,0.2416
11,1,bt_bing_malay,Obama Family Tree,0.2416
12,1,bt_bing_persian,The Obama Family Tree,0.2416
13,1,bt_bing_swahili,Obama Family Tree,0.2416
14,1,bt_bing_tamil,Obama Family Tree,0.2416
15,1,bt_nllb_arabic,The Obama family tree,0.2416
16,1,bt_nllb_chinese_yue,The Obama family tree,0.2416
17,1,bt_nllb_french,Obama family tree,0.2416
18,1,bt_nllb_german,Obama family tree,0.2416
19,1,bt_nllb_korean,The Obama family tree,0.2416
20,1,bt_nllb_malay,Obama family tree,0.2416
21,1,bt_nllb_persian,The Obama family tree,0.2416
22,1,bt_nllb_swahili,Obama family tree,0.2416
23,1,bt_nllb_tamil,The Obama Family Tree,0.2416
24,1,original,obama family tree,0.2416
25,1,rm3.topn10.10.0.5.bm25,obama family tree,0.2416
26,1,rm3.topn10.10.0.5.qld,obama family tree,0.2416
27,1,stem.krovetz,obama family tree,0.2416
28,1,stem.porter,obama famili tree,0.2416
29,1,stem.porter2,obama famili tree,0.2416
30,1,stem.sstemmer,obama family tree,0.2416
31,1,thesaurus.topn3,obama family tree,0.2416
32,1,thesaurus.topn3.replace,obama family tree,0.2416
33,10,-1,cheap internet,0.0185
34,10,word2vec.topn3,cheap internet inexpensive low cost online intenet,0.0817
35,10,word2vec.topn3.replace,inexpensive low cost online intenet,0.0652
36,10,bt_bing_arabic,Cheap internet,0.0185
37,10,bt_bing_chinese_simplified,Cheap internet,0.0185
38,10,bt_bing_french,Cheap Internet,0.0185
39,10,bt_bing_german,Cheap internet,0.0185
40,10,bt_bing_korean,Cheap Internet,0.0185
41,10,bt_bing_malay,Cheap Internet,0.0185
42,10,bt_bing_persian,Cheap Internet,0.0185
43,10,bt_bing_russian,Cheap internet,0.0185
44,10,bt_bing_swahili,Cheap Internet,0.0185
45,10,bt_bing_tamil,Cheap internet,0.0185
46,10,bt_nllb_arabic,The internet is cheap,0.0185
47,10,bt_nllb_chinese_yue,Cheap Internet,0.0185
48,10,bt_nllb_french,The Internet is Cheap,0.0185
49,10,bt_nllb_german,cheap internet,0.0185
50,10,bt_nllb_korean,Cheap Internet,0.0185
51,10,bt_nllb_malay,cheap internet,0.0185
52,10,bt_nllb_persian,The Internet is cheap,0.0185
53,10,bt_nllb_russian,cheap internet,0.0185
54,10,bt_nllb_swahili,cheap internet,0.0185
55,10,bt_nllb_tamil,Cheap Internet,0.0185
56,10,original,cheap internet,0.0185
57,10,rm3.topn10.10.0.5.bm25,cheap internet,0.0185
