,qid,order,query,qld.map
0,1,-1,obama family tree,0.0
1,1,wiki.topn3,obama family tree stanley armour dunham madelyn dunham barack obama sr family barack obama,0.404
2,1,anchor.topn3,obama family tree barack obama strichnocera mekubetzet tree stern s diatomic sequ ssm a,0.3333
3,1,tagmee.topn3,obama family tree Family of Barack Obama,0.3136
4,1,conceptluster.topn5.3.qld,obama family tree family barack obama git object,0.3076
5,1,conceptluster.topn5.3.bm25,obama family tree family barack obama death cellulos carbon restringido video,0.3068
6,1,wiki.topn3.replace,stanley armour dunham madelyn dunham barack obama sr family barack obama,0.284
7,1,word2vec.topn3,obama family tree bama barack relatives tree,0.2495
8,1,anchor.topn3.replace,barack obama strichnocera family mekubetzet tree stern s diatomic sequ ssm a,0.2412
9,1,glove.topn3,obama family tree barack mccain father pine,0.2319
10,1,conceptnet.topn3,obama family tree Barack Hussein Obama obamaton obamacrat home group branch squirrel wood,0.2112
11,1,tagmee.topn3.replace,Family of Barack Obama,0.1891
12,1,sensedisambiguation.replace,obama syndicate tree,0.0001
13,1,word2vec.topn3.replace,bama barack relatives tree,0.0001
14,10,-1,cheap internet,0.0075
15,10,word2vec.topn3,cheap internet inexpensive low cost online intenet,0.0782
16,10,word2vec.topn3.replace,inexpensive low cost online intenet,0.0757
17,10,bt_bing_arabic,Cheap internet,0.0075
18,10,bt_bing_chinese_simplified,Cheap internet,0.0075
19,10,bt_bing_french,Cheap Internet,0.0075
20,10,bt_bing_german,Cheap internet,0.0075
21,10,bt_bing_korean,Cheap Internet,0.0075
22,10,bt_bing_malay,Cheap Internet,0.0075
23,10,bt_bing_persian,Cheap Internet,0.0075
24,10,bt_bing_russian,Cheap internet,0.0075
25,10,bt_bing_swahili,Cheap Internet,0.0075
26,10,bt_bing_tamil,Cheap internet,0.0075
27,10,bt_nllb_arabic,The internet is cheap,0.0075
28,10,bt_nllb_chinese_yue,Cheap Internet,0.0075
29,10,bt_nllb_french,The Internet is Cheap,0.0075
30,10,bt_nllb_german,cheap internet,0.0075
31,10,bt_nllb_korean,Cheap Internet,0.0075
32,10,bt_nllb_malay,cheap internet,0.0075
33,10,bt_nllb_persian,The Internet is cheap,0.0075
34,10,bt_nllb_russian,cheap internet,0.0075
35,10,bt_nllb_swahili,cheap internet,0.0075
36,10,bt_nllb_tamil,Cheap Internet,0.0075
37,10,original,cheap internet,0.0075
38,10,rm3.topn10.10.0.5.bm25,cheap internet,0.0075
39,10,rm3.topn10.10.0.5.qld,cheap internet,0.0075
40,10,sensedisambiguation,cheap internet,0.0075
41,10,sensedisambiguation.replace,cheap internet,0.0075
42,10,stem.krovetz,cheap internet,0.0075
43,10,stem.lovins,cheap internet,0.0075
44,10,stem.paicehusk,cheap internet,0.0075
45,10,stem.porter,cheap internet,0.0075
46,10,stem.porter2,cheap internet,0.0075
47,10,stem.sstemmer,cheap internet,0.0075
48,10,thesaurus.topn3,cheap internet,0.0075
49,10,thesaurus.topn3.replace,cheap internet,0.0075
50,11,-1,gmat prep classes,0.1851
51,11,termluster.topn5.3.qld,gmat prep classes git object,0.2032
52,11,bt_bing_arabic,GMAT Prep Classes,0.1851
53,11,bt_bing_chinese_simplified,GMAT Prep Class,0.1851
54,11,bt_bing_korean,GMAT Prep Classes,0.1851
55,11,bt_bing_swahili,GMAT Prep Classes,0.1851
56,11,bt_nllb_korean,Gmat prep class,0.1851
57,11,original,gmat prep classes,0.1851
58,11,relevancefeedback.topn10.bm25,gmat prep classes,0.1851
59,11,relevancefeedback.topn10.qld,gmat prep classes,0.1851
60,11,rm3.topn10.10.0.5.bm25,gmat prep classes,0.1851
61,11,rm3.topn10.10.0.5.qld,gmat prep classes,0.1851
62,11,stem.krovetz,gmat prep class,0.1851
63,11,stem.paicehusk,gmat prep class,0.1851
64,11,stem.porter,gmat prep class,0.1851
65,11,stem.porter2,gmat prep class,0.1851
66,11,stem.sstemmer,gmat prep classe,0.1851
67,11,stem.trunc5,gmat prep class,0.1851
68,11,thesaurus.topn3,gmat prep classes,0.1851
69,11,thesaurus.topn3.replace,gmat prep classes,0.1851
70,12,-1,djs,0.0226
71,12,anchor.topn3,djs,0.0226
72,12,anchor.topn3.replace,djs,0.0226
73,12,bt_bing_arabic,Djs,0.0226
74,12,bt_bing_french,Djs,0.0226
75,12,bt_bing_german,Djs,0.0226
76,12,bt_bing_korean,DJ,0.0226
77,12,bt_bing_malay,DJS,0.0226
78,12,bt_bing_persian,Dj,0.0226
79,12,bt_bing_russian,Djs,0.0226
80,12,bt_bing_swahili,DJs,0.0226
81,12,bt_bing_tamil,DJS,0.0226
82,12,bt_nllb_french,DJs,0.0226
83,12,bt_nllb_german,DJs,0.0226
84,12,original,djs,0.0226
85,12,rm3.topn10.10.0.5.bm25,djs,0.0226
86,12,rm3.topn10.10.0.5.qld,djs,0.0226
87,12,stem.krovetz,djs,0.0226
88,12,stem.lovins,dj,0.0226
89,12,stem.paicehusk,djs,0.0226
90,12,stem.porter,dj,0.0226
91,12,stem.porter2,djs,0.0226
92,12,stem.sstemmer,djs,0.0226
93,12,stem.trunc4,djs,0.0226
94,12,stem.trunc5,djs,0.0226
95,12,tagmee.topn3,djs,0.0226
96,12,thesaurus.topn3,djs,0.0226
97,12,thesaurus.topn3.replace,djs,0.0226
98,12,wiki.topn3,djs,0.0226
99,13,-1,map,0.0504
100,13,bt_bing_arabic,map,0.0504
101,13,bt_bing_chinese_simplified,map,0.0504
102,13,bt_bing_french,map,0.0504
103,13,bt_bing_german,Map,0.0504
104,13,bt_bing_korean,map,0.0504
105,13,bt_bing_malay,Map,0.0504
106,13,bt_bing_persian,Map,0.0504
107,13,bt_bing_russian,map,0.0504
108,13,bt_bing_swahili,Map,0.0504
109,13,bt_bing_tamil,map,0.0504
110,13,bt_nllb_arabic,A map,0.0504
111,13,bt_nllb_chinese_yue,Map,0.0504
112,13,bt_nllb_french,map,0.0504
113,13,bt_nllb_german,Map,0.0504
114,13,bt_nllb_malay,map,0.0504
115,13,bt_nllb_swahili,map,0.0504
116,13,bt_nllb_tamil,map,0.0504
117,13,conceptnet.topn3,map,0.0504
118,13,conceptnet.topn3.replace,map,0.0504
119,13,glove.topn3,map,0.0504
120,13,glove.topn3.replace,map,0.0504
121,13,original,map,0.0504
122,13,rm3.topn10.10.0.5.bm25,map,0.0504
123,13,rm3.topn10.10.0.5.qld,map,0.0504
124,13,sensedisambiguation,map,0.0504
125,13,sensedisambiguation.replace,map,0.0504
126,13,stem.krovetz,map,0.0504
127,13,stem.lovins,map,0.0504
128,13,stem.paicehusk,map,0.0504
129,13,stem.porter,map,0.0504
130,13,stem.porter2,map,0.0504
131,13,stem.sstemmer,map,0.0504
132,13,stem.trunc4,map,0.0504
133,13,stem.trunc5,map,0.0504
134,13,tagmee.topn3,map,0.0504
135,13,thesaurus.topn3,map,0.0504
136,13,thesaurus.topn3.replace,map,0.0504
137,13,wiki.topn3,map,0.0504
138,13,word2vec.topn3,map,0.0504
139,13,word2vec.topn3.replace,map,0.0504
140,14,-1,dinosaurs,0.0098
141,14,glove.topn3,dinosaurs reptiles,0.0176
142,14,conceptnet.topn3,dinosaurs ancient reptiles,0.0119
143,14,anchor.topn3,dinosaurs,0.0098
144,14,anchor.topn3.replace,dinosaurs,0.0098
145,14,bt_bing_arabic,Dinosaurs,0.0098
146,14,bt_bing_chinese_simplified,dinosaur,0.0098
147,14,bt_bing_french,Dinosaurs,0.0098
148,14,bt_bing_german,dinosaur,0.0098
149,14,bt_bing_korean,dinosaur,0.0098
150,14,bt_bing_malay,Dinosaurs,0.0098
151,14,bt_bing_persian,Dinosaurs,0.0098
152,14,bt_bing_russian,Dinosaurs,0.0098
153,14,bt_bing_swahili,Dinosaurs,0.0098
154,14,bt_bing_tamil,Dinosaurs,0.0098
155,14,bt_nllb_arabic,The dinosaurs,0.0098
156,14,bt_nllb_chinese_yue,The dinosaurs,0.0098
157,14,bt_nllb_french,the dinosaurs,0.0098
158,14,bt_nllb_korean,The dinosaurs,0.0098
159,14,bt_nllb_malay,The dinosaurs,0.0098
160,14,bt_nllb_persian,The dinosaurs,0.0098
161,14,bt_nllb_russian,The dinosaurs,0.0098
162,14,bt_nllb_swahili,dinosaurs,0.0098
163,14,bt_nllb_tamil,The Dinosaurs,0.0098
164,14,original,dinosaurs,0.0098
165,14,rm3.topn10.10.0.5.bm25,dinosaurs,0.0098
166,14,rm3.topn10.10.0.5.qld,dinosaurs,0.0098
167,14,sensedisambiguation,dinosaurs dinosaur,0.0098
168,14,sensedisambiguation.replace,dinosaur,0.0098
169,14,stem.krovetz,dinosaur,0.0098
170,14,stem.lovins,dinosaur,0.0098
171,14,stem.porter,dinosaur,0.0098
172,14,stem.porter2,dinosaur,0.0098
173,14,stem.sstemmer,dinosaur,0.0098
