,qid,order,query,qld.recip_rank
0,1,-1,obama family tree,0.0
1,10,-1,cheap internet,0.25
2,10,glove.topn3,cheap internet inexpensive cheaper web online,0.0435
3,10,anchor.topn3,cheap internet gar restrictions ot nowiki ot installshield theory censorship,0.0
4,10,anchor.topn3.replace,gar restrictions ot nowiki ot installshield theory censorship,0.0
5,10,bertqe.topn10.bm25,dom tutori dom home dom,0.0
6,10,bertqe.topn10.qld,format rfc txt rfc txt pdf,0.0
7,10,conceptluster.topn5.3.bm25,cheap internet generic top level domain internet death cellulos carbon restringido video,0.0
8,10,conceptluster.topn5.3.qld,cheap internet generic top level domain internet git object,0.0
9,10,conceptnet.topn3,cheap internet sale dirt cheap,0.0
10,10,conceptnet.topn3.replace,sale dirt cheap internet,0.0
11,10,docluster.topn10.3.bm25,cheap internet death cellulos carbon restringido video life trivia obama organ,0.0
12,10,docluster.topn10.3.qld,cheap internet git object trivia,0.0
13,10,glove.topn3.replace,inexpensive cheaper web online,0.0
14,10,relevancefeedback.topn10.bm25,cheap internet furnitur you onlin dom tip,0.0
15,10,relevancefeedback.topn10.qld,cheap internet string furnitur object,0.0
16,10,stem.trunc4,chea inte,0.0
17,10,stem.trunc5,cheap inter,0.0
18,10,tagmee.topn3,cheap internet Generic top level domain Internet,0.0
19,10,tagmee.topn3.replace,Generic top level domain Internet,0.0
20,10,termluster.topn5.3.bm25,cheap internet death cellulos carbon restringido video,0.0
21,10,termluster.topn5.3.qld,cheap internet git object,0.0
22,10,wiki.topn3,cheap internet sponsored top level domain info sunrisperiod generic top level domain internet introductions virtual reality internet,0.0
23,10,wiki.topn3.replace,sponsored top level domain info sunrisperiod generic top level domain internet introductions virtual reality internet,0.0
24,10,wordnet.topn3,cheap internet gaudy loud brassy net cyberspace,0.0
25,10,wordnet.topn3.replace,gaudy loud brassy net cyberspace,0.0
26,11,-1,gmat prep classes,0.5
27,11,bt_bing_french,GMAT Prep Courses,0.3333
28,11,bt_nllb_german,Preparation hours for the Gmat study,0.3333
29,11,glove.topn3,gmat prep classes s a t gre bdb k students,0.3333
30,11,stem.lovins,gmat prep clas,0.3333
31,11,stem.trunc4,gmat prep clas,0.3333
32,11,word2vec.topn3.replace,gmat prep courses,0.3333
33,11,bt_bing_german,GMAT Preparation Courses,0.25
34,11,sensedisambiguation.replace,gmat homework course,0.25
35,11,bt_nllb_tamil,Gmat ready classes,0.1667
36,11,conceptnet.topn3,gmat prep classes graduate school entrance test homework prepper a gymnasium school a classroom,0.1
37,11,wordnet.topn3.replace,gmat homework preparation form assort separate,0.0526
38,11,anchor.topn3.replace,al mojzel baico crosswat preparatori prep oahu classes,0.013
39,11,bt_nllb_arabic,Teacher preparation classes,0.0
40,11,bt_nllb_chinese_yue,Pre K through grade,0.0
41,11,bt_nllb_french,Preparatory courses for secondary education,0.0
42,11,bt_nllb_persian,Preparatory classes,0.0
43,11,bt_nllb_russian,Classes on preparation for gymnasium,0.0
44,11,conceptnet.topn3.replace,graduate school entrance test homework prepper a gymnasium school a classroom,0.0
45,11,glove.topn3.replace,s a t gre bdb k students,0.0
46,11,tagmee.topn3.replace,Graduate Management Admission Test Preschool Social class,0.0
47,11,wiki.topn3,gmat prep classes graduatrecord examinations sat subject tests master sciencin information technology graduate management admission test early childhood education fifth grade sixth grade preschool social status working class individualism social class,0.0
48,11,wiki.topn3.replace,graduatrecord examinations sat subject tests master sciencin information technology graduate management admission test early childhood education fifth grade sixth grade preschool social status working class individualism social class,0.0
49,12,-1,djs,0.25
50,12,relevancefeedback.topn10.bm25,djs ag dj,0.1667
51,12,relevancefeedback.topn10.qld,djs dj comment,0.0769
52,12,conceptnet.topn3.replace,deejays,0.0588
53,12,glove.topn3.replace,deejays,0.0588
54,12,word2vec.topn3.replace,deejays,0.0588
55,12,docluster.topn10.3.qld,djs git object trivia,0.0175
56,12,bertqe.topn10.bm25,financial d unternehmensnew such newslett abonnieren,0.0
57,12,bertqe.topn10.qld,beat rhythm blue after hour,0.0
58,12,bt_nllb_arabic,The DGS,0.0
59,12,bt_nllb_chinese_yue,Other things,0.0
60,12,bt_nllb_korean,I m not a DJ,0.0
61,12,bt_nllb_malay,The D J S,0.0
62,12,bt_nllb_persian,J J,0.0
63,12,bt_nllb_russian,I m not a jazz player,0.0
64,12,bt_nllb_swahili,The D J S,0.0
65,12,bt_nllb_tamil,The Bible is a book of scriptures,0.0
66,12,conceptluster.topn5.3.bm25,djs death cellulos carbon restringido video,0.0
67,12,conceptluster.topn5.3.qld,djs git object,0.0
68,12,docluster.topn10.3.bm25,djs death cellulos carbon restringido video life trivia obama organ,0.0
69,12,tagmee.topn3.replace,,0.0
70,12,termluster.topn5.3.bm25,djs death cellulos carbon restringido video,0.0
71,12,termluster.topn5.3.qld,djs git object,0.0
72,12,wiki.topn3.replace,,0.0
73,13,-1,map,0.5
74,13,bt_nllb_russian,Map of the city,0.0133
75,13,anchor.topn3,map zubački w red blu,0.0
76,13,anchor.topn3.replace,zubački w red blu,0.0
77,13,bertqe.topn10.bm25,object draft cork citi develop,0.0
78,13,bertqe.topn10.qld,high visibl version page style,0.0
79,13,bt_nllb_korean,Map of the world,0.0
80,13,bt_nllb_persian,The plan,0.0
81,13,conceptluster.topn5.3.bm25,map death cellulos carbon restringido video,0.0
82,13,conceptluster.topn5.3.qld,map git object,0.0
83,13,docluster.topn10.3.bm25,map death cellulos carbon restringido video life trivia obama organ,0.0
84,13,docluster.topn10.3.qld,map git object trivia,0.0
85,13,relevancefeedback.topn10.bm25,map chapter object system game credit,0.0
86,13,relevancefeedback.topn10.qld,map object,0.0
87,13,tagmee.topn3.replace,,0.0
88,13,termluster.topn5.3.bm25,map death cellulos carbon restringido video,0.0
89,13,termluster.topn5.3.qld,map git object,0.0
90,13,wiki.topn3.replace,,0.0
91,13,wordnet.topn3,map mathematical function represent,0.0
92,13,wordnet.topn3.replace,mathematical function represent,0.0
93,14,-1,dinosaurs,0.0303
94,14,relevancefeedback.topn10.qld,dinosaurs x dinosaur pleo fossil letter,0.0152
95,14,word2vec.topn3,dinosaurs dinos,0.0145
96,14,bertqe.topn10.bm25,pleo dinosaur christma expect gigant,0.0
97,14,bertqe.topn10.qld,pleo dinosaur pleo dinosaur set,0.0
