qid	order	query	bm25.recip_rank
701	-1	U.S. oil industry history	0.125
702	-1	Pearl farming	1.0
702	bt_nllb_arabic	The pearl planting	0.0769
702	bt_bing_arabic	Pearl cultivation	0.0588
702	bt_nllb_french	Cultivation of pearls	0.0588
702	bt_bing_persian	Pearl Agriculture	0.0104
702	bt_nllb_persian	The Pearl of the Caribbean	0.0
704	-1	Green party political views	1.0
704	bt_bing_persian	The Green Party s Political Views	0.25
704	bt_nllb_chinese_yue	The Green Party s political views	0.25
705	-1	Iraq foreign debt reduction	1.0
705	bt_bing_korean	Reduction of Iraq s foreign debt	0.3333
705	bt_bing_malay	Reduction of Iraq s foreign debt	0.3333
705	bt_nllb_korean	Iraq s foreign debt reduction	0.3333
705	bt_nllb_tamil	Iraq s foreign debt reduction	0.3333
705	bt_bing_swahili	Reducing Iraq s foreign debt	0.25
705	bt_nllb_persian	Reducing Iraq s foreign debt	0.25
705	bt_nllb_swahili	Reducing Iraq s foreign debt	0.25
705	bt_nllb_arabic	Cut the foreign debt in Iraq	0.0769
706	-1	Controlling type II diabetes	0.1667
707	-1	Aspirin cancer prevention	1.0
707	bt_nllb_swahili	How to fight cancer with aspirin	0.0625
707	bt_nllb_arabic	Prevention of cancer	0.0152
707	bt_nllb_persian	Spraying for cancer prevention	0.0118
708	-1	Decorative slate sources	1.0
708	bt_nllb_swahili	The origins of the decorative slate	0.25
708	bt_bing_french	Decorative slate springs	0.2
708	bt_bing_german	Decorative slate springs	0.2
708	bt_bing_russian	Sources of Ornamental Slate	0.0417
708	bt_bing_korean	Slate sauce for garnish	0.0
708	bt_bing_persian	Decorative Boulder Sources	0.0
708	bt_bing_swahili	Sources of jewelry	0.0
708	bt_nllb_arabic	Sources for the decorative pages	0.0
708	bt_nllb_chinese_yue	Sources of the decoration of the stone tablets	0.0
708	bt_nllb_french	Sources of decorative clay	0.0
708	bt_nllb_german	Other articles of heading	0.0
708	bt_nllb_malay	Sources of decorative plates	0.0
708	bt_nllb_persian	Sources of fertility	0.0
708	bt_nllb_russian	The sources of decorative leaves	0.0
708	bt_nllb_tamil	The decorative silk pieces	0.0
709	-1	Horse racing jockey weight	1.0
709	bt_bing_arabic	Weight Knight Horse Racing	0.1667
709	bt_nllb_persian	A joke weight in a horse race	0.1667
709	bt_nllb_chinese_yue	The weight of the race car	0.0
710	-1	Prostate cancer treatments	1.0
711	-1	Train station security measures	0.25
711	bt_bing_french	Security measures at stations	0.0435
711	bt_bing_german	Security measures at the station	0.0435
711	bt_bing_malay	Train station safety measures	0.0286
711	bt_bing_swahili	Train station safety measures	0.0286
711	bt_nllb_swahili	Safety measures at the train station	0.0286
712	-1	Pyramid scheme	1.0
712	bt_bing_persian	Pyramid Plan	0.5
712	bt_bing_russian	Pyramid	0.25
712	bt_nllb_arabic	The pyramid system	0.25
712	bt_nllb_swahili	The pyramidal system	0.25
712	bt_nllb_tamil	The Pyramid Project	0.2
712	bt_bing_arabic	Pyramid diagram	0.0
712	bt_bing_chinese_simplified	MLM	0.0
712	bt_nllb_german	The following is the list of the categories of products	0.0
713	-1	Chesapeake Bay Maryland clean	1.0
713	bt_bing_korean	Chesapeake Bay MD Clean	0.25
713	bt_nllb_tamil	Chesapeake Bay is Maryland s cleanest	0.2
713	bt_nllb_persian	Chesapeake Bay Maryland is clear	0.1
713	bt_bing_swahili	Cherry Blossom Bay Clean	0.0
714	-1	License restrictions older drivers	1.0
714	bt_nllb_tamil	Driving license restrictions	0.5
714	bt_bing_chinese_simplified	Driver s license restrictions for older drivers	0.25
714	bt_bing_french	Driver s License Restrictions for Older Drivers	0.25
714	bt_nllb_malay	Restrictions on older driver s licenses	0.25
714	bt_nllb_swahili	Restrictions on older driver s licenses	0.25
714	bt_bing_swahili	Former drivers license restrictions	0.1111
714	bt_nllb_chinese_yue	The driver is a restricted driver	0.1111
714	bt_bing_german	Driving licence restrictions older drivers	0.0909
714	bt_nllb_french	Restrictions on driving licences for older drivers	0.0909
714	bt_nllb_german	Licence restrictions for older drivers	0.0435
714	bt_bing_korean	License Restriction Elderly Drivers	0.0294
714	bt_bing_malay	Restrictions on old driver s licenses	0.0
714	bt_nllb_korean	Restrictions on old driver s licenses	0.0
715	-1	Schizophrenia drugs	0.5
715	bt_bing_arabic	Schizophrenia medications	0.25
715	bt_bing_chinese_simplified	Schizophrenia medications	0.25
715	bt_bing_french	Medications for schizophrenia	0.25
715	bt_bing_german	Medication for schizophrenia	0.25
715	bt_bing_korean	Schizophrenia Medications	0.25
715	bt_bing_russian	Medications for Schizophrenia	0.25
715	bt_bing_swahili	Schizophrenia medication	0.25
715	bt_bing_tamil	Schizophrenia Medications	0.25
715	bt_nllb_tamil	The following table shows the results of the study	0.0625
715	bt_nllb_korean	The cure for psychosis	0.0119
715	bt_nllb_arabic	The cramping medication	0.0
715	bt_nllb_swahili	Medications for mental illness	0.0
716	-1	Spammer arrest sue	0.3333
716	bt_nllb_french	Spammer stopped the prosecution	0.0476
716	bt_nllb_persian	Spammers got him	0.0303
716	bt_nllb_malay	Spammer caught the claim	0.0196
716	bt_nllb_arabic	The race arrest case	0.0
716	bt_nllb_russian	Families of detainees	0.0
717	-1	Gifted talented student programs	1.0
717	bt_bing_arabic	Gifted Student Programs	0.5
717	bt_bing_chinese_simplified	Gifted Student Program	0.5
717	bt_bing_korean	Gifted Student Program	0.5
717	bt_nllb_swahili	Programs for gifted students	0.5
717	bt_nllb_chinese_yue	A great student project	0.0286
718	-1	Controlling acid rain	1.0
718	bt_nllb_korean	How to Control the Waves	0.0
718	bt_nllb_tamil	The water is not so hot	0.0
719	-1	Cruise ship damage sea life	0.1429
719	bt_nllb_arabic	Damage to freighter ships	0.0127
