qid	order	query	bm25.recip_rank
301	-1	International Organized Crime	0.5
301	bt_nllb_arabic	International organized crime	0.5
301	bt_nllb_chinese_yue	International organized crime	0.5
301	bt_nllb_french	International organized crime	0.5
301	bt_nllb_korean	International organized crime	0.5
301	bt_nllb_persian	International organized crime	0.5
301	bt_nllb_russian	International organized crime	0.5
301	bt_nllb_tamil	International organized crime	0.5
302	-1	Poliomyelitis and Post-Polio	1.0
302	bt_nllb_arabic	Polio and polio	1.0
302	bt_nllb_chinese_yue	After polio and polio	1.0
302	bt_nllb_german	Polio and postpolio	1.0
302	bt_nllb_malay	Polio and after polio	1.0
302	bt_nllb_russian	Polio and postpolio	1.0
302	bt_nllb_swahili	Polio and Afterpolio	1.0
302	bt_nllb_tamil	After polio and polio	1.0
303	-1	Hubble Telescope Achievements	0.5
303	bt_nllb_arabic	The achievements of the Hubble Telescope	0.5
303	bt_nllb_chinese_yue	The Hubble Telescope has achieved this	0.5
303	bt_nllb_french	The achievements of the Hubble Telescope	0.5
303	bt_nllb_german	Achievements of the Hubble Telescope	0.5
303	bt_nllb_malay	The achievements of the Hubble Telescope	0.5
303	bt_nllb_persian	The achievements of the Hubble Telescope	0.5
303	bt_nllb_russian	The achievements of the Hubble Telescope	0.5
303	bt_nllb_swahili	The results of the Hubble Telescope	0.5
303	bt_nllb_tamil	Hubble s telescope achievements	0.5
304	-1	Endangered Species (Mammals)	1.0
304	bt_nllb_arabic	Endangered species mammals	1.0
304	bt_nllb_french	Endangered species mammal	1.0
304	bt_nllb_german	Endangered species mammal	1.0
304	bt_nllb_malay	Endangered species mammal	1.0
305	-1	Most Dangerous Vehicles	0.0154
305	bt_nllb_arabic	The most dangerous cars	0.04
305	bt_nllb_chinese_yue	The most dangerous car	0.04
305	bt_nllb_swahili	The Most Dangerous Cars	0.04
305	bt_nllb_french	The most dangerous vehicles	0.0154
305	bt_nllb_german	Most dangerous vehicles	0.0154
305	bt_nllb_korean	The most dangerous vehicle	0.0154
305	bt_nllb_malay	The Most Dangerous Vehicle	0.0154
305	bt_nllb_persian	The most dangerous vehicles	0.0154
305	bt_nllb_russian	The most dangerous vehicles	0.0154
305	bt_nllb_tamil	The most dangerous vehicles	0.0154
306	-1	African Civilian Deaths	1.0
306	bt_nllb_french	The deaths of African civilians	1.0
306	bt_nllb_german	African civilian deaths	1.0
307	-1	New Hydroelectric Projects	1.0
307	bt_nllb_arabic	New hydropower projects	1.0
307	bt_nllb_chinese_yue	New hydroelectric projects	1.0
307	bt_nllb_french	New hydroelectric projects	1.0
307	bt_nllb_korean	A new hydropower project	1.0
307	bt_nllb_malay	New Hydroelectric Project	1.0
307	bt_nllb_persian	New projects for hydroelectricity	1.0
307	bt_nllb_russian	New hydroelectric projects	1.0
307	bt_nllb_tamil	New hydroelectric projects	1.0
308	-1	Implant Dentistry	1.0
308	bt_nllb_chinese_yue	Dentistry of implants	1.0
308	bt_nllb_french	Dentistry by implant	1.0
308	bt_nllb_german	Implant teeth	1.0
308	bt_nllb_malay	Dental Implantation	1.0
308	bt_nllb_persian	Dental implant	1.0
308	bt_nllb_russian	Dentistry of implants	1.0
309	-1	Rap and Crime	0.0
310	-1	Radio Waves and Brain Cancer	1.0
310	bt_nllb_arabic	Radio waves and brain cancer	1.0
310	bt_nllb_chinese_yue	Radiation and brain cancer	1.0
310	bt_nllb_french	Radio waves and brain cancer	1.0
310	bt_nllb_german	Radio waves and brain cancer	1.0
310	bt_nllb_korean	Radiation and Brain Cancer	1.0
310	bt_nllb_malay	Radio waves and brain cancer	1.0
310	bt_nllb_persian	Radio waves and brain cancer	1.0
310	bt_nllb_russian	Radio waves and brain cancer	1.0
