qid	order	query	bm25.ndcg
701	-1	U.S. oil industry history	0.0338
701	bt_nllb_german	The history of the US oil industry	0.1973
701	bt_nllb_arabic	The history of the American oil industry	0.1071
701	bt_nllb_french	The history of the American oil industry	0.1071
701	bt_nllb_chinese_yue	The history of the U S oil industry	0.0338
701	bt_nllb_korean	The history of the U S oil industry	0.0338
701	bt_nllb_malay	History of the U S oil industry	0.0338
701	bt_nllb_persian	The history of the U S oil industry	0.0338
701	bt_nllb_russian	The history of the U S oil industry	0.0338
701	bt_nllb_swahili	The history of the U S oil industry	0.0338
701	bt_nllb_tamil	The history of the U S oil industry	0.0338
702	-1	Pearl farming	0.1361
702	bt_nllb_chinese_yue	Pearl farming	0.1361
702	bt_nllb_german	Pearl farming	0.1361
702	bt_nllb_korean	Pearl farming	0.1361
702	bt_nllb_malay	Pearl farming	0.1361
702	bt_nllb_russian	Pearl farming	0.1361
702	bt_nllb_swahili	The pearl farm	0.1361
702	bt_nllb_tamil	pearl farming	0.1361
704	-1	Green party political views	0.1912
704	bt_nllb_arabic	The political views of the Green Party	0.1912
704	bt_nllb_french	The political views of the Green Party	0.1912
704	bt_nllb_korean	The political views of the Green Party	0.1912
704	bt_nllb_malay	Green Party political views	0.1912
704	bt_nllb_persian	The political views of the Green Party	0.1912
704	bt_nllb_russian	Political views of the Green Party	0.1912
704	bt_nllb_swahili	The political views of the Green Party	0.1912
704	bt_nllb_tamil	Green Party political views	0.1912
705	-1	Iraq foreign debt reduction	0.2949
705	bt_nllb_malay	Reduction of external debt to Iraq	0.4394
705	bt_nllb_french	Reduction of Iraq s external debt	0.3772
705	bt_nllb_russian	Reducing Iraq s external debt	0.3242
705	bt_nllb_chinese_yue	Iraq s foreign debt is falling	0.2959
705	bt_nllb_german	Reduction of foreign debt in Iraq	0.2949
706	-1	Controlling type II diabetes	0.1037
706	bt_nllb_arabic	Control of type diabetes	0.1387
706	bt_nllb_chinese_yue	Control of type diabetes	0.1387
706	bt_nllb_korean	Control of type diabetes	0.1387
706	bt_nllb_persian	Control of type diabetes	0.1387
706	bt_nllb_french	Control of type II diabetes	0.1037
706	bt_nllb_german	Control of type II diabetes	0.1037
706	bt_nllb_russian	Control of type II diabetes	0.1037
706	bt_nllb_swahili	Control of type II diabetes	0.1037
706	bt_nllb_tamil	Control of type II diabetes	0.1037
707	-1	Aspirin cancer prevention	0.4535
707	bt_nllb_french	Prevention of cancer by aspirin	0.4535
707	bt_nllb_german	Aspirin for the Prevention of Cancer	0.4535
707	bt_nllb_malay	Aspirin to prevent cancer	0.4535
