qid	order	query	bm25.ndcg
701	-1	U.S. oil industry history	0.0338
701	termluster.topn5.3.qld	u s oil industry history industri field oil field state social region	0.1557
701	relevancefeedback.topn10.qld	u s oil industry history industri counti ga	0.1247
701	docluster.topn10.3.qld	u s oil industry history industri counti	0.1239
701	conceptluster.topn5.3.qld	u s oil industry history petroleum	0.0527
701	tagmee.topn3	u s oil industry history Petroleum	0.0527
701	wordnet.topn3	u s oil industry history USA United States United States government rock oil petroleum oil color manufacture diligence account chronicle	0.0466
701	stem.krovetz	u s oil industry history	0.0338
701	stem.porter	u s oil industri histori	0.0338
701	stem.porter2	u s oil industri histori	0.0338
701	stem.sstemmer	u s oil industry history	0.0338
701	thesaurus.topn3	u s oil industry history	0.0338
701	thesaurus.topn3.replace	u s oil industry history	0.0338
702	-1	Pearl farming	0.1361
702	termluster.topn5.3.qld	pearl farming product fish	0.2593
702	wiki.topn3	pearl farming pearls jewellery components gemstone pearl	0.1863
702	tagmee.topn3	pearl farming Pearl	0.1564
702	rm3.topn10.10.0.5.qld	pearl farming farm japan jerri product	0.153
702	rm3.topn10.10.0.5.bm25	pearl farming coliform cumberland option japan our jerri ocean	0.141
702	wiki.topn3.replace	pearls jewellery components gemstone pearl	0.1383
702	conceptluster.topn5.3.qld	pearl farming	0.1361
702	sensedisambiguation	Pearl farming	0.1361
702	sensedisambiguation.replace	pearl farming	0.1361
702	stem.krovetz	pearl farming	0.1361
702	stem.lovins	pearl farm	0.1361
702	stem.paicehusk	pearl farm	0.1361
702	stem.porter	pearl farm	0.1361
702	stem.porter2	pearl farm	0.1361
702	stem.sstemmer	pearl farming	0.1361
702	thesaurus.topn3	pearl farming	0.1361
702	thesaurus.topn3.replace	pearl farming	0.1361
704	-1	Green party political views	0.1912
704	docluster.topn10.3.qld	green party political views parti	0.2482
704	relevancefeedback.topn10.qld	green party political views parti	0.2482
704	rm3.topn10.10.0.5.qld	green party political views parti	0.2482
704	termluster.topn5.3.qld	green party political views libertarian parti polit state polit nation state parti nation	0.239
704	sensedisambiguation.replace	green party political view	0.1912
704	stem.krovetz	green party politics view	0.1912
704	stem.paicehusk	green party polit view	0.1912
704	stem.porter	green parti polit view	0.1912
704	stem.porter2	green parti polit view	0.1912
704	stem.sstemmer	green party political view	0.1912
704	stem.trunc5	green party polit views	0.1912
704	thesaurus.topn3	green party political views	0.1912
704	thesaurus.topn3.replace	green party political views	0.1912
705	-1	Iraq foreign debt reduction	0.2949
705	tagmee.topn3	iraq foreign debt reduction Iraq External debt Debt	0.4538
705	tagmee.topn3.replace	Iraq External debt Debt	0.4002
705	stem.trunc5	iraq forei debt reduc	0.3806
705	rm3.topn10.10.0.5.bm25	iraq foreign debt reduction develop we	0.3339
705	termluster.topn5.3.qld	iraq foreign debt reduction debt depart state depart iraq state unit state servic	0.3182
705	stem.trunc4	iraq fore debt redu	0.3169
705	conceptluster.topn5.3.qld	iraq foreign debt reduction debt external debt	0.3117
705	docluster.topn10.3.qld	iraq foreign debt reduction	0.2949
705	sensedisambiguation	Iraq foreign debt reduction	0.2949
705	sensedisambiguation.replace	iraq foreign debt reduction	0.2949
705	stem.krovetz	iraq foreign debt reduction	0.2949
705	stem.porter	iraq foreign debt reduct	0.2949
705	stem.porter2	iraq foreign debt reduct	0.2949
705	stem.sstemmer	iraq foreign debt reduction	0.2949
705	thesaurus.topn3	iraq foreign debt reduction	0.2949
705	thesaurus.topn3.replace	iraq foreign debt reduction	0.2949
706	-1	Controlling type II diabetes	0.1037
706	sensedisambiguation.replace	see type two diabetes	0.1488
706	docluster.topn10.3.qld	controlling type ii diabetes diabet	0.116
706	rm3.topn10.10.0.5.bm25	controlling type ii diabetes diabet	0.116
706	sensedisambiguation	Controlling see type II two diabetes	0.1132
706	stem.krovetz	control type ii diabetes	0.1037
706	stem.porter	control type ii diabet	0.1037
706	stem.porter2	control type ii diabet	0.1037
706	stem.sstemmer	controlling type ii diabete	0.1037
706	thesaurus.topn3	controlling type ii diabetes	0.1037
706	thesaurus.topn3.replace	controlling type ii diabetes	0.1037
707	-1	Aspirin cancer prevention	0.4535
707	termluster.topn5.3.qld	aspirin cancer prevention cancer colon effect aspirin colon effect studi screen risk	0.5718
707	conceptluster.topn5.3.qld	aspirin cancer prevention cancer cancer prevention	0.5151
707	tagmee.topn3.replace	Aspirin Cancer Cancer prevention	0.4659
707	tagmee.topn3	aspirin cancer prevention Aspirin Cancer Cancer prevention	0.4589
707	docluster.topn10.3.qld	aspirin cancer prevention	0.4535
707	rm3.topn10.10.0.5.qld	aspirin cancer prevention	0.4535
