,qid,order,query,bm25.ndcg
0,100653,-1,how do I go about getting copies of letters of commendation prsented to me from city of san diego?,0.6356
1,1015624,-1,What's the Definition of a bloody mary?,0.735
2,1015624,bertqe.topn10.qld,she known bloodi mari drink,0.8406
3,1015624,tagmee.topn3,s definition bloody mary Papal infallibility Mary I of England,0.7953
4,1015624,relevancefeedback.topn10.qld,what s the definition of a bloody mary mari bloodi england,0.7886
5,1015624,conceptluster.topn5.3.bm25,s definition bloody mary papal infallibility mary england,0.7613
6,1015624,conceptluster.topn5.3.qld,s definition bloody mary papal infallibility mary england,0.7613
7,1015624,termluster.topn5.3.bm25,s definition bloody mary,0.7497
8,1015624,termluster.topn5.3.qld,s definition bloody mary,0.7497
9,1015624,thesaurus.topn3,s definition bloody mary,0.7497
10,1015624,thesaurus.topn3.replace,s definition bloody mary,0.7497
11,1015624,bt_bing_arabic,What is the definition of Bloody Mary,0.7408
12,1015624,bt_bing_chinese_simplified,What is the definition of a Bloody Mary,0.7408
13,1015624,bt_bing_french,What is the definition of a bloody mary,0.7408
14,1015624,bt_bing_german,What is the definition of a Bloody Mary,0.7408
15,1015624,bt_bing_korean,What is the definition of a Bloody Mary,0.7408
16,1015624,bt_bing_malay,What is the definition of bloody mary,0.7408
17,1015624,bt_bing_persian,What is the definition of the Bloody Mary,0.7408
18,1015624,bt_bing_russian,What is the definition of a Bloody Mary,0.7408
19,1015624,bt_bing_tamil,What is the definition of Bloody Mary,0.7408
20,1015624,bt_nllb_arabic,What is the definition of Bloody Mary,0.7408
21,1015624,bt_nllb_korean,What is the definition of a bloody Mary,0.7408
22,1015624,bt_nllb_persian,What is the definition of bloody Mary,0.7408
23,1015624,bt_nllb_swahili,What is the definition of bloody Mary,0.7408
24,1015624,bt_nllb_tamil,What is the definition of a bloody Mary,0.7408
25,1015624,rm3.topn10.10.0.5.bm25,Whats the Definition of a bloody mary?,0.7408
26,1015624,rm3.topn10.10.0.5.qld,Whats the Definition of a bloody mary?,0.7408
27,1017690,-1,what is the history of indian music?,0.6874
28,1017690,conceptluster.topn5.3.bm25,history indian music,0.729
29,1017690,conceptluster.topn5.3.qld,history indian music,0.729
30,1017690,tagmee.topn3,history indian music,0.729
31,1017690,termluster.topn5.3.bm25,history indian music,0.729
32,1017690,termluster.topn5.3.qld,history indian music,0.729
33,1017690,thesaurus.topn3,history indian music,0.729
34,1017690,thesaurus.topn3.replace,history indian music,0.729
35,1017690,wiki.topn3,history indian music,0.729
36,1035857,-1,Why are liberals so quick to defend Saddam?,0.544
37,1035857,termluster.topn5.3.bm25,liberals quick defend saddam,0.6313
38,1035857,termluster.topn5.3.qld,liberals quick defend saddam,0.6313
39,1035857,thesaurus.topn3,liberals quick defend saddam,0.6313
40,1035857,thesaurus.topn3.replace,liberals quick defend saddam,0.6313
41,1035857,stem.porter2,whi are liber so quick to defend saddam,0.5695
42,1035857,bt_bing_chinese_simplified,Why were liberals so quick to defend Saddam,0.5463
43,103830,-1,Why do man Arabs hate the west ?,0.6497
44,103830,termluster.topn5.3.bm25,man arabs hate west,0.7359
45,103830,termluster.topn5.3.qld,man arabs hate west,0.7359
46,103830,thesaurus.topn3,man arabs hate west,0.7359
47,103830,thesaurus.topn3.replace,man arabs hate west,0.7359
48,103830,stem.porter2,whi do man arab hate the west,0.6976
49,103830,bt_bing_arabic,Why do Arabs hate the West,0.6519
50,103830,bt_bing_chinese_simplified,Why do Arabs hate the West,0.6519
51,103830,bt_bing_french,Why do Arabs hate the West,0.6519
52,103830,bt_bing_german,Why do Arabs hate the West,0.6519
53,103830,bt_bing_korean,Why do Arabs hate the West,0.6519
54,103830,bt_bing_malay,Why do Arabs hate the west,0.6519
55,103830,bt_bing_persian,Why do Arabs hate the West,0.6519
56,103830,bt_bing_russian,Why do Arabs hate the West,0.6519
57,103830,bt_bing_swahili,Why do Arabs hate the West,0.6519
58,103830,bt_nllb_chinese_yue,Why do Arabs hate the West,0.6519
59,103830,bt_nllb_french,Why do the Arabs hate the West,0.6519
60,103830,bt_nllb_german,Why do the Arabs hate the West,0.6519
61,103830,bt_nllb_korean,Why do Arabs hate the West,0.6519
62,103830,bt_nllb_malay,Why do Arabs hate the West,0.6519
63,103830,bt_nllb_persian,Why do Arabs hate the West,0.6519
64,103830,bt_nllb_russian,Why do the Arabs hate the West,0.6519
65,103830,bt_nllb_swahili,Why do the Arabs hate the West,0.6519
66,103830,bt_nllb_tamil,Why do the Arabs hate the West,0.6519
67,1063812,-1,How do I grow taller?,0.5694
68,1063812,bt_nllb_korean,How can you grow taller,0.6378
69,1063812,bt_bing_russian,How do you grow taller,0.6115
70,1063812,relevancefeedback.topn10.qld,how do i grow taller bright you my taller u,0.5703
71,1077370,-1,Why do only Humans have Finger prints?,0.6868
72,1077370,termluster.topn5.3.bm25,humans finger prints,0.7206
73,1077370,termluster.topn5.3.qld,humans finger prints,0.7206
74,1077370,thesaurus.topn3,humans finger prints,0.7206
75,1077370,thesaurus.topn3.replace,humans finger prints,0.7206
76,1077370,sensedisambiguation,Why do only Humans homo have Finger prints print,0.6965
77,1082595,-1,what is meant by mobile technology?,0.5763
78,1082595,bt_bing_arabic,What is mobile technology,0.6975
79,1082595,bt_bing_french,What is mobile technology,0.6975
80,1082595,bt_bing_german,What is mobile technology,0.6975
81,1082595,bt_bing_tamil,What is mobile technology,0.6975
82,1082595,bt_nllb_korean,What is mobile technology,0.6975
83,1082595,bt_nllb_swahili,what is mobile technology,0.6975
84,1082595,bt_nllb_tamil,What is mobile technology,0.6975
85,1082595,conceptnet.topn3,meant mobile technology ploughland meaned cell Mobile River automotive technology,0.6975
86,1082595,sensedisambiguation.replace,what is think of by mobile technology,0.6926
87,1082595,conceptnet.topn3.replace,ploughland meaned cell Mobile River automotive technology,0.6834
88,1082595,conceptluster.topn5.3.bm25,meant mobile technology,0.6683
89,1082595,conceptluster.topn5.3.qld,meant mobile technology,0.6683
90,1082595,tagmee.topn3,meant mobile technology,0.6683
91,1082595,termluster.topn5.3.bm25,meant mobile technology,0.6683
92,1082595,termluster.topn5.3.qld,meant mobile technology,0.6683
