,qid,order,query,bm25.recip_rank
0,100653,-1,how do I go about getting copies of letters of commendation prsented to me from city of san diego?,1.0
1,1015624,-1,What's the Definition of a bloody mary?,1.0
2,1017690,-1,what is the history of indian music?,1.0
3,1035857,-1,Why are liberals so quick to defend Saddam?,1.0
4,103830,-1,Why do man Arabs hate the west ?,1.0
5,1063812,-1,How do I grow taller?,1.0
6,1077370,-1,Why do only Humans have Finger prints?,1.0
7,1082595,-1,what is meant by mobile technology?,0.5
8,1082595,bertqe.topn10.qld,differ techlog than t mobil,1.0
9,1082595,bt_bing_arabic,What is mobile technology,1.0
10,1082595,bt_bing_chinese_simplified,What does mobile technology mean,1.0
11,1082595,bt_bing_french,What is mobile technology,1.0
12,1082595,bt_bing_german,What is mobile technology,1.0
13,1082595,bt_bing_korean,What do you mean by mobile technology,1.0
14,1082595,bt_bing_malay,What does mobile technology mean,1.0
15,1082595,bt_bing_persian,What does mobile technology mean,1.0
16,1082595,bt_bing_swahili,What is the point of mobile technology,1.0
17,1082595,bt_bing_tamil,What is mobile technology,1.0
18,1082595,bt_nllb_arabic,What does mobile technology mean,1.0
19,1082595,bt_nllb_chinese_yue,What does mobile technology mean,1.0
20,1082595,bt_nllb_french,What does mobile technology mean,1.0
21,1082595,bt_nllb_german,What does mobile technology mean,1.0
22,1082595,bt_nllb_korean,What is mobile technology,1.0
23,1082595,bt_nllb_malay,What does mobile technology mean,1.0
24,1082595,bt_nllb_persian,What does mobile technology mean,1.0
25,1082595,bt_nllb_russian,What does mobile technology mean,1.0
26,1082595,bt_nllb_swahili,what is mobile technology,1.0
27,1082595,bt_nllb_tamil,What is mobile technology,1.0
28,1082595,conceptnet.topn3.replace,ploughland meaned cell Mobile River automotive technology,1.0
29,1082595,glove.topn3,meant mobile technology intended merely phones phone tech,1.0
30,1082595,relevancefeedback.topn10.bm25,what is meant by mobile technology develop mobil cellular can gsm cingular phone i featur,1.0
31,1082595,relevancefeedback.topn10.qld,what is meant by mobile technology develop commerc bluetooth phone can gsm oil data cingular,1.0
32,1082595,sensedisambiguation.replace,what is think of by mobile technology,1.0
33,1119420,-1,"Well the black light is UV light.So if it is ""black"" how can it be ""light"" ?",1.0
34,1152934,-1,Why don't fat people have to pay more for air travel?,1.0
35,1167882,-1,What are the different types of sins and how are they caused?,1.0
36,1199639,-1,"How to ""LOSE""all body fat ?",1.0
37,1254390,-1,how do i deap fry chicken?,0.5
38,1254390,anchor.topn3,deap fry chicken nirgal shalbatana reull santandereana masala hồ,1.0
39,1254390,bertqe.topn10.bm25,you need deap fryer lol,1.0
40,1254390,bertqe.topn10.qld,i fry chicken without coat,1.0
41,1254390,bt_bing_arabic,How can I fry chicken,1.0
42,1254390,bt_bing_french,How do you fry chicken,1.0
43,1254390,bt_bing_german,How can I defish fried chicken,1.0
44,1254390,bt_bing_korean,How do you harvest fried chicken,1.0
