,qid,order,query,bm25.ndcg
0,100653,-1,how do I go about getting copies of letters of commendation prsented to me from city of san diego?,0.6356
1,100653,stem.trunc5,how do i go about getti copie of lette of comme prsen to me from city of san diego,0.6262
2,100653,stem.porter,how do i go about gett copi of letter of commend prsent to me from citi of san diego,0.6252
3,100653,bt_bing_russian,How do I get copies of thank you letters from the City of San Diego,0.6203
4,100653,termluster.topn5.3.bm25,go getting copies letters commendation prsented city san diego,0.5878
5,100653,termluster.topn5.3.qld,go getting copies letters commendation prsented city san diego,0.5878
6,100653,thesaurus.topn3,go getting copies letters commendation prsented city san diego,0.5878
7,100653,thesaurus.topn3.replace,go getting copies letters commendation prsented city san diego,0.5878
8,100653,stem.paicehusk,how do i go about get cop of let of commend prsent to me from city of san diego,0.5761
9,100653,bt_bing_tamil,How do I get copies of appreciation letters sent to me from the city of San Diego,0.5736
10,100653,bt_nllb_arabic,How do I get copies of the letters of encouragement I sent her from the city of San Diego,0.5492
11,100653,bt_nllb_french,How do I get copies of congratulatory letters sent by the city of San Diego,0.5407
12,100653,relevancefeedback.topn10.bm25,how do i go about getting copies of letters of commendation prsented to me from city of san diego you alwai diego court,0.5315
13,100653,bt_bing_korean,How do I get a copy of a letter of commendation from the City of San Diego to me,0.5178
14,100653,bt_bing_swahili,How do i get copies of congratulatory letters given to me from the city of san diego,0.5168
15,100653,bt_bing_german,How do I get copies of letters of recommendation provided to me by the City of San Diego,0.5084
16,100653,bt_bing_malay,How can I get a copy of the letter of praise given to me from the city of San Diego,0.5001
17,100653,sensedisambiguation.replace,how do I travel about experience transcript of letter of citation prsented to me from city of san diego,0.4991
18,100653,bt_nllb_russian,How can I get copies of the complimentary letters sent to me from the city of San Diego,0.4917
19,100653,bt_bing_arabic,How can I get copies of letters of praise sent to me from the City of San Diego,0.4914
20,100653,bt_bing_chinese_simplified,How do I get a copy of the letter of commendation that the City of San Diego sent me,0.4902
21,100653,relevancefeedback.topn10.qld,how do i go about getting copies of letters of commendation prsented to me from city of san diego http gum immigr diego court you gold,0.4896
22,100653,bt_nllb_korean,How do we get compliments from the city of San Diego,0.4889
23,100653,bt_bing_french,How do I get copies of the letters of recommendation sent to me by the City of San Diego,0.4846
24,100653,conceptluster.topn5.3.bm25,go getting copies letters commendation prsented city san diego ignatius antioch san diego go film commendation ceremony getting,0.4838
25,100653,conceptluster.topn5.3.qld,go getting copies letters commendation prsented city san diego go film commendation ceremony san diego getting ignatius antioch,0.4838
26,100653,anchor.topn3,go getting copies letters commendation prsented city san diego c yalag noise a go teeley pyszczynski hnatiw royal san baghdatí srisamart vahinetua,0.4737
27,100653,bt_nllb_persian,How do I get the mail from San Diego City that s been sent to me,0.4736
28,100653,tagmee.topn3,go getting copies letters commendation prsented city san diego Go film Getting In Ignatius of Antioch Commendation ceremony San Diego San Diego,0.4615
