,qid,order,query,bm25.map
0,100653,-1,how do I go about getting copies of letters of commendation prsented to me from city of san diego?,0.491
1,100653,termluster.topn5.3.bm25,go getting copies letters commendation prsented city san diego,0.5367
2,100653,termluster.topn5.3.qld,go getting copies letters commendation prsented city san diego,0.5367
3,100653,thesaurus.topn3,go getting copies letters commendation prsented city san diego,0.5367
4,100653,thesaurus.topn3.replace,go getting copies letters commendation prsented city san diego,0.5367
5,100653,bt_bing_german,How do I get copies of letters of recommendation provided to me by the City of San Diego,0.5223
6,100653,bt_bing_russian,How do I get copies of thank you letters from the City of San Diego,0.5217
7,100653,bt_nllb_french,How do I get copies of congratulatory letters sent by the city of San Diego,0.5194
8,100653,bt_bing_korean,How do I get a copy of a letter of commendation from the City of San Diego to me,0.5056
9,100653,bt_bing_swahili,How do i get copies of congratulatory letters given to me from the city of san diego,0.5017
10,100653,bt_nllb_korean,How do we get compliments from the city of San Diego,0.4978
11,100653,bt_bing_french,How do I get copies of the letters of recommendation sent to me by the City of San Diego,0.4955
12,100653,stem.trunc5,how do i go about getti copie of lette of comme prsen to me from city of san diego,0.4916
13,1015624,-1,What's the Definition of a bloody mary?,0.7116
14,1015624,bt_bing_arabic,What is the definition of Bloody Mary,0.7319
15,1015624,bt_bing_chinese_simplified,What is the definition of a Bloody Mary,0.7319
16,1015624,bt_bing_french,What is the definition of a bloody mary,0.7319
17,1015624,bt_bing_german,What is the definition of a Bloody Mary,0.7319
18,1015624,bt_bing_korean,What is the definition of a Bloody Mary,0.7319
19,1015624,bt_bing_malay,What is the definition of bloody mary,0.7319
20,1015624,bt_bing_persian,What is the definition of the Bloody Mary,0.7319
21,1015624,bt_bing_russian,What is the definition of a Bloody Mary,0.7319
22,1015624,bt_bing_tamil,What is the definition of Bloody Mary,0.7319
23,1015624,bt_nllb_arabic,What is the definition of Bloody Mary,0.7319
24,1015624,bt_nllb_korean,What is the definition of a bloody Mary,0.7319
25,1015624,bt_nllb_persian,What is the definition of bloody Mary,0.7319
26,1015624,bt_nllb_swahili,What is the definition of bloody Mary,0.7319
27,1015624,bt_nllb_tamil,What is the definition of a bloody Mary,0.7319
28,1015624,rm3.topn10.10.0.5.bm25,Whats the Definition of a bloody mary?,0.7319
29,1015624,rm3.topn10.10.0.5.qld,Whats the Definition of a bloody mary?,0.7319
30,1017690,-1,what is the history of indian music?,0.5752
31,1017690,conceptluster.topn5.3.bm25,history indian music,0.6199
32,1017690,conceptluster.topn5.3.qld,history indian music,0.6199
33,1017690,tagmee.topn3,history indian music,0.6199
34,1017690,termluster.topn5.3.bm25,history indian music,0.6199
35,1017690,termluster.topn5.3.qld,history indian music,0.6199
36,1017690,thesaurus.topn3,history indian music,0.6199
37,1017690,thesaurus.topn3.replace,history indian music,0.6199
38,1017690,wiki.topn3,history indian music,0.6199
39,1035857,-1,Why are liberals so quick to defend Saddam?,0.3804
40,1035857,termluster.topn5.3.bm25,liberals quick defend saddam,0.4898
41,1035857,termluster.topn5.3.qld,liberals quick defend saddam,0.4898
42,1035857,thesaurus.topn3,liberals quick defend saddam,0.4898
43,1035857,thesaurus.topn3.replace,liberals quick defend saddam,0.4898
44,1035857,stem.porter2,whi are liber so quick to defend saddam,0.3897
45,103830,-1,Why do man Arabs hate the west ?,0.496
46,103830,termluster.topn5.3.bm25,man arabs hate west,0.674
47,103830,termluster.topn5.3.qld,man arabs hate west,0.674
48,103830,thesaurus.topn3,man arabs hate west,0.674
49,103830,thesaurus.topn3.replace,man arabs hate west,0.674
50,103830,stem.porter2,whi do man arab hate the west,0.5678
51,1063812,-1,How do I grow taller?,0.4152
52,1063812,bt_bing_russian,How do you grow taller,0.461
53,1063812,bt_nllb_korean,How can you grow taller,0.4528
54,1063812,conceptluster.topn5.3.bm25,grow taller,0.436
55,1063812,conceptluster.topn5.3.qld,grow taller,0.436
56,1063812,tagmee.topn3,grow taller,0.436
57,1063812,termluster.topn5.3.bm25,grow taller,0.436
58,1063812,termluster.topn5.3.qld,grow taller,0.436
59,1063812,thesaurus.topn3,grow taller,0.436
60,1063812,thesaurus.topn3.replace,grow taller,0.436
61,1063812,wiki.topn3,grow taller,0.436
62,1063812,relevancefeedback.topn10.qld,how do i grow taller bright you my taller u,0.4191
63,1063812,anchor.topn3,grow taller critically gross herbland escalada remedio serigrafia,0.4179
64,1077370,-1,Why do only Humans have Finger prints?,0.5316
65,1077370,termluster.topn5.3.bm25,humans finger prints,0.6935
66,1077370,termluster.topn5.3.qld,humans finger prints,0.6935
67,1077370,thesaurus.topn3,humans finger prints,0.6935
68,1077370,thesaurus.topn3.replace,humans finger prints,0.6935
69,1077370,sensedisambiguation,Why do only Humans homo have Finger prints print,0.5919
70,1077370,anchor.topn3,humans finger prints nightbug zfi death small,0.5437
71,1082595,-1,what is meant by mobile technology?,0.4871
72,1082595,conceptnet.topn3,meant mobile technology ploughland meaned cell Mobile River automotive technology,0.5889
73,1082595,conceptluster.topn5.3.bm25,meant mobile technology,0.5779
74,1082595,conceptluster.topn5.3.qld,meant mobile technology,0.5779
75,1082595,tagmee.topn3,meant mobile technology,0.5779
76,1082595,termluster.topn5.3.bm25,meant mobile technology,0.5779
77,1082595,termluster.topn5.3.qld,meant mobile technology,0.5779
78,1082595,thesaurus.topn3,meant mobile technology,0.5779
79,1082595,thesaurus.topn3.replace,meant mobile technology,0.5779
80,1082595,wiki.topn3,meant mobile technology,0.5779
81,1082595,bt_bing_arabic,What is mobile technology,0.5777
82,1082595,bt_bing_french,What is mobile technology,0.5777
83,1082595,bt_bing_german,What is mobile technology,0.5777
84,1082595,bt_bing_tamil,What is mobile technology,0.5777
85,1082595,bt_nllb_korean,What is mobile technology,0.5777
86,1082595,bt_nllb_swahili,what is mobile technology,0.5777
87,1082595,bt_nllb_tamil,What is mobile technology,0.5777
88,1082595,sensedisambiguation.replace,what is think of by mobile technology,0.5635
89,1082595,bt_bing_swahili,What is the point of mobile technology,0.5406
90,1082595,bt_bing_chinese_simplified,What does mobile technology mean,0.5297
91,1082595,bt_bing_malay,What does mobile technology mean,0.5297
92,1082595,bt_bing_persian,What does mobile technology mean,0.5297
93,1082595,bt_nllb_arabic,What does mobile technology mean,0.5297
94,1082595,bt_nllb_chinese_yue,What does mobile technology mean,0.5297
95,1082595,bt_nllb_french,What does mobile technology mean,0.5297
96,1082595,bt_nllb_german,What does mobile technology mean,0.5297
97,1082595,bt_nllb_malay,What does mobile technology mean,0.5297
98,1082595,bt_nllb_persian,What does mobile technology mean,0.5297
99,1082595,bt_nllb_russian,What does mobile technology mean,0.5297
100,1119420,-1,"Well the black light is UV light.So if it is ""black"" how can it be ""light"" ?",0.5912
101,1119420,termluster.topn5.3.bm25,well black light uv light so black light,0.629
102,1119420,termluster.topn5.3.qld,well black light uv light so black light,0.629
103,1119420,thesaurus.topn3,well black light uv light so black light,0.629
104,1119420,thesaurus.topn3.replace,well black light uv light so black light,0.629
105,1152934,-1,Why don't fat people have to pay more for air travel?,0.2979
106,1152934,bt_nllb_german,Why don t fat people pay for air travel anymore,0.3925
107,1152934,bt_nllb_malay,Why don t fat people pay more for air travel,0.3668
108,1152934,bt_nllb_russian,Why don t fat people pay more for air travel,0.3668
109,1152934,bt_bing_swahili,Why don t oil people pay more for air travel,0.3265
110,1152934,stem.lovins,why don t fat peopl hav to pay mor for air travel,0.3243
111,1152934,stem.paicehusk,why don t fat peopl hav to pay mor for air travel,0.3243
112,1152934,stem.trunc5,why don t fat peopl have to pay more for air trave,0.3151
113,1152934,stem.porter2,whi don t fat peopl have to pay more for air travel,0.3071
114,1167882,-1,What are the different types of sins and how are they caused?,0.1912
115,1167882,termluster.topn5.3.bm25,different types sins caused,0.5376
116,1167882,termluster.topn5.3.qld,different types sins caused,0.5376
117,1167882,thesaurus.topn3,different types sins caused,0.5376
118,1167882,thesaurus.topn3.replace,different types sins caused,0.5376
119,1167882,conceptluster.topn5.3.bm25,different types sins caused typology theology sin,0.291
120,1167882,conceptluster.topn5.3.qld,different types sins caused typology theology sin,0.291
121,1167882,tagmee.topn3,different types sins caused Typology theology Sin,0.291
122,1199639,-1,"How to ""LOSE""all body fat ?",0.4968
123,1199639,conceptluster.topn5.3.bm25,lose body fat,0.5451
124,1199639,conceptluster.topn5.3.qld,lose body fat,0.5451
125,1199639,tagmee.topn3,lose body fat,0.5451
126,1199639,termluster.topn5.3.bm25,lose body fat,0.5451
127,1199639,termluster.topn5.3.qld,lose body fat,0.5451
