qid	order	query	qld.ndcg
701	-1	U.S. oil industry history	0.0615
702	-1	Pearl farming	0.1479
702	bt_nllb_french	Cultivation of pearls	0.1469
702	bt_nllb_arabic	The pearl planting	0.0438
702	bt_nllb_persian	The Pearl of the Caribbean	0.0
704	-1	Green party political views	0.1567
704	bt_nllb_chinese_yue	The Green Party s political views	0.1182
704	bt_nllb_german	Political views of the Greens	0.0303
705	-1	Iraq foreign debt reduction	0.2549
705	bt_nllb_persian	Reducing Iraq s foreign debt	0.2154
705	bt_nllb_swahili	Reducing Iraq s foreign debt	0.2154
705	bt_nllb_korean	Iraq s foreign debt reduction	0.1882
705	bt_nllb_tamil	Iraq s foreign debt reduction	0.1882
705	bt_nllb_arabic	Cut the foreign debt in Iraq	0.134
706	-1	Controlling type II diabetes	0.1284
706	bt_nllb_malay	Managing type diabetes	0.1097
706	bt_nllb_arabic	Control of type diabetes	0.1035
706	bt_nllb_chinese_yue	Control of type diabetes	0.1035
706	bt_nllb_korean	Control of type diabetes	0.1035
706	bt_nllb_persian	Control of type diabetes	0.1035
707	-1	Aspirin cancer prevention	0.5656
707	bt_nllb_tamil	Aspirin is used to prevent cancer	0.5353
707	bt_nllb_chinese_yue	The anti cancer aspirin	0.5329
707	bt_nllb_korean	Aspirin is a cancer prevention drug	0.4318
707	bt_nllb_swahili	How to fight cancer with aspirin	0.3345
707	bt_nllb_arabic	Prevention of cancer	0.0388
707	bt_nllb_persian	Spraying for cancer prevention	0.0216
708	-1	Decorative slate sources	0.3663
708	bt_nllb_swahili	The origins of the decorative slate	0.1973
708	bt_nllb_chinese_yue	Sources of the decoration of the stone tablets	0.0563
708	bt_nllb_french	Sources of decorative clay	0.0043
708	bt_nllb_arabic	Sources for the decorative pages	0.0
708	bt_nllb_german	Other articles of heading	0.0
708	bt_nllb_malay	Sources of decorative plates	0.0
708	bt_nllb_persian	Sources of fertility	0.0
708	bt_nllb_russian	The sources of decorative leaves	0.0
708	bt_nllb_tamil	The decorative silk pieces	0.0
709	-1	Horse racing jockey weight	0.677
709	bt_nllb_german	Weight of horse racing	0.6175
709	bt_nllb_russian	Weight of the horse race	0.6175
709	bt_nllb_tamil	The weight of the horse racing team	0.5801
709	bt_nllb_persian	A joke weight in a horse race	0.5751
709	bt_nllb_malay	Heavy jockey horse racing	0.5533
709	bt_nllb_arabic	Weight of the front runners in horse racing	0.3652
709	bt_nllb_chinese_yue	The weight of the race car	0.0073
710	-1	Prostate cancer treatments	0.3479
711	-1	Train station security measures	0.2085
711	bt_nllb_chinese_yue	Security measures at the railway station	0.1905
711	bt_nllb_malay	Railway station security measures	0.1905
711	bt_nllb_tamil	Railway station security measures	0.1905
711	bt_nllb_french	Safety measures at railway stations	0.0602
711	bt_nllb_german	Safety measures for railway stations	0.0602
711	bt_nllb_russian	Safety measures at railway stations	0.0602
711	bt_nllb_swahili	Safety measures at the train station	0.0
712	-1	Pyramid scheme	0.3531
712	bt_nllb_arabic	The pyramid system	0.0889
712	bt_nllb_swahili	The pyramidal system	0.0889
712	bt_nllb_tamil	The Pyramid Project	0.0707
712	bt_nllb_german	The following is the list of the categories of products	0.0
713	-1	Chesapeake Bay Maryland clean	0.2295
713	bt_nllb_tamil	Chesapeake Bay is Maryland s cleanest	0.0826
713	bt_nllb_persian	Chesapeake Bay Maryland is clear	0.0552
714	-1	License restrictions older drivers	0.3261
714	bt_nllb_malay	Restrictions on older driver s licenses	0.2858
714	bt_nllb_swahili	Restrictions on older driver s licenses	0.2858
714	bt_nllb_russian	Limitations on driving rights for older drivers	0.1675
714	bt_nllb_french	Restrictions on driving licences for older drivers	0.1605
714	bt_nllb_tamil	Driving license restrictions	0.1446
714	bt_nllb_german	Licence restrictions for older drivers	0.1317
714	bt_nllb_chinese_yue	The driver is a restricted driver	0.1127
714	bt_nllb_korean	Restrictions on old driver s licenses	0.0297
715	-1	Schizophrenia drugs	0.2424
