qid	order	query	bm25.recip_rank
8293	-1	why do men fantasized about raping women?	1.0
8293	pred.base.1	<extra_id_0> do men fantasize about raping women?	1.0
8293	pred.base.10	<extra_id_0> do so many philosophers fantasize about raping women — and why?	1.0
8293	pred.base.2	<extra_id_0> do men fantasize about raping women ?	1.0
8293	pred.base.3	<extra_id_0> why do men speculated about raping women?	1.0
8293	pred.base.4	<extra_id_0> do men fantasize around raping women?	1.0
8293	pred.base.5	<extra_id_0> women gossip <extra_id_1>, after all, if women fantasized, then why are they?	1.0
8293	pred.base.6	<extra_id_0> men hifframe girls about raping women so thin?	1.0
8293	pred.base.7	<extra_id_0> men fantasized so often about raping women?	1.0
8293	pred.base.8	<extra_id_0> women fantasized about raping women?	1.0
8293	pred.base.9	<extra_id_0> do hapless men fantasize so much about raping women? Canada and Australian women do not believe women should be raped?	1.0
23464	-1	why girls are beautiful?	1.0
23464	pred.base.1	<extra_id_0> girls are beautiful?	1.0
23464	pred.base.10	<extra_id_0> I <extra_id_1> beautiful girls?  <extra_id_2> why girls are beautiful?	1.0
23464	pred.base.2	<extra_id_0> why girls are beautiful?	1.0
23464	pred.base.4	<extra_id_0> Why girls are beautiful?	1.0
23464	pred.base.5	<extra_id_0>... why girls are beautiful?	1.0
23464	pred.base.6	<extra_id_0> why girls are beautiful?	1.0
23464	pred.base.7	<extra_id_0> Why Are Girls Beautiful?	1.0
34041	-1	what are the symptoms of strep throat?	1.0
34041	pred.base.1	<extra_id_0> strep throat?	1.0
34041	pred.base.10	<extra_id_0>. If you take medication for it, <extra_id_1> strep throat and <extra_id_2>? <extra_id_3> throat? <extra_id_4> throat?	1.0
34041	pred.base.2	<extra_id_0> on how are the symptoms of strep throat? four symptoms of strep throat ?	1.0
34041	pred.base.3	<extra_id_0> * <extra_id_1> what are the symptoms of strep throat?	1.0
34041	pred.base.4	<extra_id_0> strep throat symptoms? ? What are the symptoms of strep throat?	1.0
34041	pred.base.5	<extra_id_0> Why <extra_id_1> strep throat?	1.0
34041	pred.base.7	<extra_id_0> The symptoms are the same for both kinds of condition. when is women diagnosed with strep throat?	1.0
34041	pred.base.8	<extra_id_0>. what are the symptoms of strep throat?	1.0
34041	pred.base.9	<extra_id_0> These are some symptoms of the flu. What are the symptoms of strep throat?	1.0
78762	-1	why do i have pterofobia?	0.0
100653	-1	how do i go about getting copies of letters of commendation prsented to me from city of san diego?	1.0
100653	pred.base.1	<extra_id_0> my city of san diego says <extra_id_1> mayor san diego? <extra_id_2> city of san diego?	1.0
100653	pred.base.2	<extra_id_0> exactly, <extra_id_1> can i get my letter of recommendation presented <extra_id_2> myself wanting anything special from city of san diego? umither,misconfigured *mentions* and *************************** please..	1.0
100653	pred.base.3	<extra_id_0> in stiles? <extra_id_1>? where can i obtain my letters of commendation from city of san diego?	1.0
100653	pred.base.6	<extra_id_0> information aims be engaging to lads <extra_id_1> gov. <extra_id_2> about letter of recommendation/prime ? <extra_id_3> city of san diego? pasadena or yellow pages?	1.0
100653	pred.base.7	<extra_id_0> to have copies of bronze letter praised to me from city of san diego? also, can i order margaret giver credits to city of san diego?	1.0
103830	-1	why do man arabs hate the west ?	1.0
103830	pred.base.2	Warum die arabs der west ?	1.0
103830	pred.base.3	Why does man arabs hate the west ?	1.0
103830	pred.base.9	ATTENTIVELY do arabs hate the west ?	1.0
143833	-1	what is the difference between coolant and anti-freeze?	1.0
143833	pred.base.1	<extra_id_0> Best of all, love coolant? NATO-U.S. Does anyone know why it is better than anti-freeze?	1.0
143833	pred.base.10	<extra_id_0> When can we buy coolant? There are two standards.	1.0
143833	pred.base.2	<extra_id_0> Measles? Can you tell the difference between liquid coolant and anti-freeze, can you help send one?	1.0
143833	pred.base.4	<extra_id_0> our list is filled with science according to what is the difference between coolant and anti-freeze?	1.0
143833	pred.base.5	<extra_id_0> What is located between coolant and anti-freeze? ?	1.0
143833	pred.base.6	<extra_id_0>. . – In what elevations/segments? – Why does it need to get a shortkühlend interval between coolant and anti-freeze?	1.0
143833	pred.base.7	<extra_id_0> Coolant news. so what is the difference between coolant and anti-freeze?	1.0
143833	pred.base.9	<extra_id_0> What is the difference between coolant and anti-freeze?	1.0
159716	-1	how do i find an inmate at southwest detention center 30755 auld rd., murrieta, ca 92563?	1.0
159716	pred.base.10	<extra_id_0> 2714611 near peabody ca. <extra_id_1>, ca 92563? how do i find an inmate at southwest detention center 30755 auld rd., murrieta ca 92563?	1.0
159716	pred.base.3	<extra_id_0> when should i surrender? <extra_id_1>, ohio 92563? <extra_id_2> where can i find an inmate at southwest detention center 30755 auld rd., murrieta, ca 92563?	1.0
159716	pred.base.4	<extra_id_0>, <extra_id_1> 24519. <extra_id_2>? <extra_id_3> detention center 30755 auld rd., murrieta, ca 92563? <extra_id_4> Indian cage <extra_id_5> please help <extra_id_6> ?	1.0
159716	pred.base.5	<extra_id_0> believes these justifications are inadequate. <extra_id_1> rd. <extra_id_2> 28770? how do i find an inmate at southwest detention center 30755 auld rd., murrieta, ca 92563?	1.0
159716	pred.base.6	<extra_id_0> completed levels 6 and 7? <extra_id_1> 92563? <extra_id_2> ca 92563? when is i supposed to find an inmate? how do i find an inmate at southwest detention center?	1.0
159716	pred.base.7	<extra_id_0> sentence of violator is 21 years! <extra_id_1>, ca 92562? <extra_id_2>, ca 92563? local law enforcement <extra_id_3> detention center 37755 <extra_id_4> ????? ?	1.0
159716	pred.base.9	<extra_id_0> 4,344 how do i find an inmate at southwest detention center? <extra_id_1>, ca 90064? Calling us <extra_id_2> ca? <extra_id_3> rd. <extra_id_4>, ca 92563 ?? ? <extra_id_5> ? <extra_id_6>  <extra_id_7> 92563? <extra_id_8>sco. <extra_id_9>  <extra_id_10> 925	1.0
172731	-1	how for is saturn from the sun?	1.0
172731	pred.base.1	<extra_id_0> is saturn from the sun?	1.0
172731	pred.base.10	<extra_id_0> it <extra_id_1> as zombies and how for is saturn from the sun?	1.0
172731	pred.base.2	<extra_id_0> saturn from the sun?	1.0
172731	pred.base.3	<extra_id_0> at the sun <extra_id_1> from the sun? Plural saturn from the sun?	1.0
172731	pred.base.4	<extra_id_0> is saturn from the sun? <extra_id_1> of the sun <extra_id_2> saturn from dark stars?	1.0
172731	pred.base.5	<extra_id_0> to offset saturn from the sun?.?	1.0
172731	pred.base.6	How to is saturn from the sun?	1.0
172731	pred.base.7	<extra_id_0> is saturn from the sun? <extra_id_1> from the sun ?ie for is saturn from the sun? What is saturn from the sun?	1.0
172731	pred.base.9	<extra_id_0> saturn from the sun? How for is saturn from the sun?	1.0
204633	-1	why do you have memories?	0.3333
204633	pred.base.2	<extra_id_0> you have memories?	1.0
204633	pred.base.8	<extra_id_0>? So, why are you having memories?	1.0
204633	pred.base.9	<extra_id_0>, <extra_id_1> were you always told to have memories?	1.0
204633	pred.base.1	<extra_id_0> Our history will think of you from childhood. How can you remember those memories?	0.3333
204963	-1	what does 5 by 5 mean?	1.0
204963	pred.base.4	<extra_id_0> What does 5 by 5 mean?	1.0
204963	pred.base.8	5 by 5 do you mean?	1.0
224109	-1	what is citriscidal?	0.0
225575	-1	what does 'wet behind the ears' mean?	1.0
225575	pred.base.1	wet behind the ears that sounds like dry behind the ears ?	1.0
225575	pred.base.3	wet behind the ears is the unfamiliar term for you in the rain. What does it mean to wet behind the ears?	1.0
225575	pred.base.4	<extra_id_0> What is wet behind the ears for?	1.0
225575	pred.base.5	<extra_id_0> Aifas new humour is wet behind the ears.	1.0
225575	pred.base.6	<extra_id_0> and <extra_id_1> is there any alternate theory? What is wet behind the ears and what does it mean?	1.0
225575	pred.base.7	<extra_id_0> while the wet behind the ears hearping rhyme?	1.0
225575	pred.base.8	<extra_id_0> wet behind the ears Wait...what does wet behind the ears mean?	1.0
225575	pred.base.9	<extra_id_0> What does wet behind the ears mean?	1.0
229303	-1	why  is  the   war continuing  in  afghanistan?	1.0
229303	pred.base.1	...und warum hält die afghanistan war hart!	1.0
229303	pred.base.10	<extra_id_0> you continue to say why is the war in afghanistan?	1.0
229303	pred.base.2	<extra_id_0> the afghanistan war is continuing, and why? Because afghanistan is devastated by war in iraq.	1.0
229303	pred.base.3	Warum is the war in afghanistan antagonising?	1.0
229303	pred.base.4	Warum ist die afghanistan war fighting?	1.0
229303	pred.base.5	<extra_id_0> is the afghanistan war continuing?	1.0
229303	pred.base.7	<extra_id_0> is the war dauerning in afghanistan?	1.0
229303	pred.base.8	<extra_id_0> is the war going on in afghanistan? And if so, why is the war going on in afghanistan?	1.0
229303	pred.base.9	Warum is the war going on in afghanistan?	1.0
312215	-1	how good is apple pie when it is cold?	1.0
312215	pred.base.1	<extra_id_0> can you make apple pie when it is cold?	1.0
312215	pred.base.10	<extra_id_0> good is apple pie with boiling water, when cold?	1.0
312215	pred.base.2	<extra_id_0> good is apple pie while it is cold?	1.0
312215	pred.base.3	<extra_id_0> cheap is apple pie when it is cold?	1.0
312215	pred.base.4	<extra_id_0> is apple pie when it is cold?	1.0
312215	pred.base.5	<extra_id_0> good is apple pie when its cold?	1.0
312215	pred.base.9	<extra_id_0> good is apple pie when it is cold?	1.0
354733	-1	what are the names of some famous photographers and why do their work stand up?	0.5
354733	pred.base.6	<extra_id_0> tell us about some famous photographers and why do their photographs stand up?	1.0
354733	pred.base.7	<extra_id_0> some famous photographers. .	1.0
354733	pred.base.1	<extra_id_0> :__ <extra_id_1> simple. // What are the names of some famous photographers and why do their work stand up?	0.5
354733	pred.base.8	<extra_id_0> hey, what are the names of a few famous photographers and why do their work stand up?	0.5
387874	-1	why does asparugus make your pee stink?	1.0
387874	pred.base.2	<extra_id_0> does asparugus stink?	1.0
387874	pred.base.7	<extra_id_0>? LED lighting. When it works, why does asparugus make your pee stink?	1.0
402514	-1	why do my baked potatos never taste near as good as when i get them in a nice restaurant?	1.0
402514	pred.base.1	<extra_id_0> are they in there? <extra_id_1>iferous limits on price? !! ! ! <extra_id_2> why do my baked potatoes never taste as great?	1.0
402514	pred.base.4	<extra_id_0> I took the work at 2X <extra_id_1> are there many ways to eat less? Well, <extra_id_2> my baked potatos always taste so good? Also why is that wrong?	1.0
402514	pred.base.5	<extra_id_0> i need baked potatoes and why i really love them? Also, can anyone explain to what my baked potatos taste like in a nice restaurant?	1.0
402514	pred.base.8	<extra_id_0>? <extra_id_1> why do my baked potatoes taste poor? In German, if i cook these well i get a fresh dairy treat.. and plus so, i get MNebabies..? My baked potatos taste better in other restaurants?	1.0
402514	pred.base.9	<extra_id_0>? <extra_id_1> i cant remember why?  <extra_id_2> what to cook? <extra_id_3> when i get them in a nice restaurant? <extra_id_9>????  <extra_id_10> where can i get the homemade potatoes from?	1.0
421753	-1	how to get rid of a skunk?	1.0
421753	pred.base.1	<extra_id_0> rid of skunks?	1.0
421753	pred.base.10	<extra_id_0> to get rid of a skunk? ??? ?	1.0
421753	pred.base.2	<extra_id_0> If so, clearly explain your problem. We can tell you if there are various ways to get rid of a skunk!	1.0
421753	pred.base.3	<extra_id_0> to get rid of a skunk?	1.0
421753	pred.base.4	<extra_id_0> skunk explain <extra_id_1>	1.0
421753	pred.base.6	<extra_id_0> ? <extra_id_1>Just check with an expert on <extra_id_2> how to get rid of a skunk? Want to learn how to get rid of a skunk?	1.0
421753	pred.base.7	<extra_id_0> rapid sloshing <extra_id_1> anybody know where to start? <extra_id_2> how to get rid of a skunk?	1.0
421753	pred.base.8	<extra_id_0> do you know <extra_id_1> so happy skunks can be got rid of?	1.0
421753	pred.base.9	<extra_id_0> to get rid of a skunk? It sounds scary. <extra_id_1> like this! And the answer is ...?	1.0
443848	-1	does anybody know where i could get a free guide on how to train a siberian husky?	1.0
443848	pred.base.1	<extra_id_0> does anyone know where i could get a free guide on how to train a sibernian husky? and do anyone know where i could get a free guide on how to train a siberian husky?	1.0
443848	pred.base.10	<extra_id_0> osage outgoing <extra_id_1> does anybody know how to train a siberian husky? or is anyone know where i could get a free guide on how to train a siberian husky?	1.0
443848	pred.base.2	<extra_id_0> is not invited to recommend <extra_id_1> siberian husky? <extra_id_2> ferocious man, does anybody know where i could get a free guide on how to train a siberian husky?	1.0
443848	pred.base.3	<extra_id_0> please <extra_id_1>ps deb if anybody knows where i could get a free guide on how to train a siberian husky? If no one knows where i could get a free guide on how to train a siberian husky?	1.0
443848	pred.base.4	<extra_id_0> anybody know where i could get a free guide on how to train a siberian husky!	1.0
443848	pred.base.5	<extra_id_0> how to train a siberian husky? <extra_id_1> currently im teaching a siberian husky/husky. Does anybody know where i could get a free guide on how to train a siberian husky?	1.0
443848	pred.base.6	<extra_id_0> does anybody know where i could get a free guide on how to train a siberian husky?	1.0
443848	pred.base.7	<extra_id_0> this is now in doubt? <extra_id_1> i’m waiting on the portal,.......project. Does anyone know where i could get a free guide on how to train a siberian husky?	1.0
443848	pred.base.9	<extra_id_0> anyone knows where i could get a free guide on how to train a siberian husky?	1.0
456214	-1	what is the importance of absolute zero temperature?	1.0
456214	pred.base.1	<extra_id_0> the result of absolute zero temperature?	1.0
456214	pred.base.10	<extra_id_0> is the importance of absolute zero temperature?	1.0
456214	pred.base.2	<extra_id_0> the importance of absolute zero temperature? If equal, absolute 0	1.0
456214	pred.base.3	<extra_id_0> is the importance of absolute zero temperature?	1.0
456214	pred.base.4	<extra_id_0> is its importance? Fisher should know, “at below zero temperature”. Does that mean absolute zero temperature was achieved at 120.001°C?	1.0
456214	pred.base.5	<extra_id_0> is the importance of absolute zero temperature?	1.0
456214	pred.base.6	<extra_id_0> is the importance of absolute zero temperature?	1.0
456214	pred.base.7	<extra_id_0> is the importance of absolute zero temperature?	1.0
456214	pred.base.8	<extra_id_0> is absolute zero temperature? • Finns issue solutions explaining the significance & relevance of absolute zero temperatures in german energy?	1.0
456214	pred.base.9	<extra_id_0> the value of absolute zero temperature? ?	1.0
474417	-1	what does the prefix "cyclo" mean in greek mythology?	1.0
474417	pred.base.1	<extra_id_0> means in astrology? <extra_id_1> represent the Dutch prefix cyclo?	1.0
474417	pred.base.10	<extra_id_0>cyclo means in greek mythology?	1.0
474417	pred.base.2	<extra_id_0>cyclo <extra_id_1> cyclo??-? <extra_id_2>what does the prefix cyclo mean in greek mythology?	1.0
474417	pred.base.3	cyclo means cyclo in greek mythology? ?	1.0
474417	pred.base.4	<extra_id_0>cyclo mean in greek mythology?	1.0
474417	pred.base.5	<extra_id_0>cyclo dont mean in greek mythology? and what does the cyclo mean in greek mythology?	1.0
474417	pred.base.6	<extra_id_0>act cyclo in greek mythology?	1.0
474417	pred.base.7	<extra_id_0>? Are they like cyclo?	1.0
474417	pred.base.8	<extra_id_0> <extra_id_1> in greek mythology what does the prefix cyclo mean?  in greek mythology? cyclo it means cyclo cyclo in greek mythology?	1.0
474417	pred.base.9	<extra_id_0>cyclo in greek Ideology? cyclo in greek mythology?	1.0
481173	-1	why live, when your in misery?	0.5
481173	pred.base.8	<extra_id_0> beauteous and miserable <extra_id_1> teach, but <extra_id_2> miserable? Why live, when your in misery?	1.0
481173	pred.base.9	<extra_id_0> dont you? Why live, when your in misery?	1.0
481173	pred.base.5	<extra_id_0>, when your in misery?	0.5
484496	-1	why a man float on water when he dies?	1.0
484496	pred.base.4	<extra_id_0> he thought float out of water. he asks <extra_id_1> why a man float on water when he dies?  <extra_id_24>- Why does a manfloat when he dies?	1.0
551239	-1	how do i find out if someone left me a life insurance policy?	1.0
551239	pred.base.1	<extra_id_0> i can see whether someone left me life insurance policy? ? <extra_id_1> are anyone have a life insurance policy? how do i know if someone left me ‘m’ on life policy?	1.0
551239	pred.base.10	<extra_id_0> i can build a life insurance policy <extra_id_1> iirit inuit#4 how do i find out if an unfortunate person left me a life insurance policy?	1.0
551239	pred.base.2	<extra_id_0> i lost my life insurance policy? <extra_id_1> as malala? <extra_id_2> how do i find out if someone left me a life insurance policy?	1.0
551239	pred.base.3	<extra_id_0> do i find out if someone left me a life insurance policy?	1.0
551239	pred.base.4	<extra_id_0> have you kind of timesing up your accounts? Why <extra_id_1> ? how do i find out if someone left me life insurance policy?	1.0
551239	pred.base.6	<extra_id_0> i discover if someone left a policy on my life insurance policy? 4 May 2011 <extra_id_1>! 4 May 2011 how do i know if someone left me a policy?	1.0
551239	pred.base.8	<extra_id_0> i pick up my life insurance policy next!? <extra_id_1> i need an insurance policy to get my life insurance? <extra_id_8>? <extra_id_9> policy?	1.0
551239	pred.base.9	<extra_id_0> i need life insurance coverage? <extra_id_1> living or dead? o how do i find out if someone left me a life insurance policy?	1.0
558570	-1	my city just put a ban on pit bulls, how do we reverse the decision?	1.0
558570	pred.base.1	<extra_id_0>. So when I told you growing up, <extra_id_1>. my city just placed a ban on pit bulls, how do we reverse the decision?	1.0
