qid	order	query	bm25.map
8293	-1	why do men fantasized about raping women?	0.5076
8293	pred.base.1	<extra_id_0> do men fantasize about raping women?	0.6366
8293	pred.base.2	<extra_id_0> do men fantasize about raping women ?	0.6366
8293	pred.base.4	<extra_id_0> do men fantasize around raping women?	0.624
8293	pred.base.7	<extra_id_0> men fantasized so often about raping women?	0.6209
8293	pred.base.9	<extra_id_0> do hapless men fantasize so much about raping women? Canada and Australian women do not believe women should be raped?	0.573
23464	-1	why girls are beautiful?	0.6181
23464	pred.base.10	<extra_id_0> I <extra_id_1> beautiful girls?  <extra_id_2> why girls are beautiful?	0.7049
23464	pred.base.1	<extra_id_0> girls are beautiful?	0.6684
23464	pred.base.2	<extra_id_0> why girls are beautiful?	0.6181
23464	pred.base.4	<extra_id_0> Why girls are beautiful?	0.6181
23464	pred.base.5	<extra_id_0>... why girls are beautiful?	0.6181
23464	pred.base.6	<extra_id_0> why girls are beautiful?	0.6181
23464	pred.base.7	<extra_id_0> Why Are Girls Beautiful?	0.6181
34041	-1	what are the symptoms of strep throat?	0.7152
34041	pred.base.4	<extra_id_0> strep throat symptoms? ? What are the symptoms of strep throat?	0.7153
34041	pred.base.3	<extra_id_0> * <extra_id_1> what are the symptoms of strep throat?	0.7152
34041	pred.base.8	<extra_id_0>. what are the symptoms of strep throat?	0.7152
78762	-1	why do i have pterofobia?	0.0
100653	-1	how do i go about getting copies of letters of commendation prsented to me from city of san diego?	0.491
100653	pred.base.7	<extra_id_0> to have copies of bronze letter praised to me from city of san diego? also, can i order margaret giver credits to city of san diego?	0.547
100653	pred.base.1	<extra_id_0> my city of san diego says <extra_id_1> mayor san diego? <extra_id_2> city of san diego?	0.511
103830	-1	why do man arabs hate the west ?	0.496
103830	pred.base.9	ATTENTIVELY do arabs hate the west ?	0.561
143833	-1	what is the difference between coolant and anti-freeze?	0.6399
143833	pred.base.5	<extra_id_0> What is located between coolant and anti-freeze? ?	0.6704
143833	pred.base.9	<extra_id_0> What is the difference between coolant and anti-freeze?	0.6399
159716	-1	how do i find an inmate at southwest detention center 30755 auld rd., murrieta, ca 92563?	0.3735
172731	-1	how for is saturn from the sun?	0.3674
172731	pred.base.1	<extra_id_0> is saturn from the sun?	0.3923
172731	pred.base.2	<extra_id_0> saturn from the sun?	0.3923
172731	pred.base.7	<extra_id_0> is saturn from the sun? <extra_id_1> from the sun ?ie for is saturn from the sun? What is saturn from the sun?	0.3912
172731	pred.base.9	<extra_id_0> saturn from the sun? How for is saturn from the sun?	0.3881
172731	pred.base.5	<extra_id_0> to offset saturn from the sun?.?	0.3775
172731	pred.base.6	How to is saturn from the sun?	0.3674
204633	-1	why do you have memories?	0.0636
204633	pred.base.2	<extra_id_0> you have memories?	0.2267
204633	pred.base.8	<extra_id_0>? So, why are you having memories?	0.204
204633	pred.base.9	<extra_id_0>, <extra_id_1> were you always told to have memories?	0.0744
204963	-1	what does 5 by 5 mean?	0.2952
204963	pred.base.8	5 by 5 do you mean?	0.3224
204963	pred.base.4	<extra_id_0> What does 5 by 5 mean?	0.2952
224109	-1	what is citriscidal?	0.0
225575	-1	what does 'wet behind the ears' mean?	0.5396
225575	pred.base.4	<extra_id_0> What is wet behind the ears for?	0.5551
225575	pred.base.7	<extra_id_0> while the wet behind the ears hearping rhyme?	0.554
225575	pred.base.8	<extra_id_0> wet behind the ears Wait...what does wet behind the ears mean?	0.5536
225575	pred.base.3	wet behind the ears is the unfamiliar term for you in the rain. What does it mean to wet behind the ears?	0.5498
225575	pred.base.9	<extra_id_0> What does wet behind the ears mean?	0.5396
229303	-1	why  is  the   war continuing  in  afghanistan?	0.5295
229303	pred.base.5	<extra_id_0> is the afghanistan war continuing?	0.5886
229303	pred.base.3	Warum is the war in afghanistan antagonising?	0.562
229303	pred.base.7	<extra_id_0> is the war dauerning in afghanistan?	0.562
229303	pred.base.9	Warum is the war going on in afghanistan?	0.5487
312215	-1	how good is apple pie when it is cold?	0.549
312215	pred.base.4	<extra_id_0> is apple pie when it is cold?	0.5584
312215	pred.base.3	<extra_id_0> cheap is apple pie when it is cold?	0.5547
312215	pred.base.5	<extra_id_0> good is apple pie when its cold?	0.5546
312215	pred.base.9	<extra_id_0> good is apple pie when it is cold?	0.5546
354733	-1	what are the names of some famous photographers and why do their work stand up?	0.1527
354733	pred.base.6	<extra_id_0> tell us about some famous photographers and why do their photographs stand up?	0.1544
387874	-1	why does asparugus make your pee stink?	0.5775
402514	-1	why do my baked potatos never taste near as good as when i get them in a nice restaurant?	0.4149
421753	-1	how to get rid of a skunk?	0.2016
421753	pred.base.1	<extra_id_0> rid of skunks?	0.4092
421753	pred.base.10	<extra_id_0> to get rid of a skunk? ??? ?	0.3538
421753	pred.base.3	<extra_id_0> to get rid of a skunk?	0.3538
421753	pred.base.4	<extra_id_0> skunk explain <extra_id_1>	0.3098
421753	pred.base.5	<extra_id_0> a skunk? <extra_id_1>? <extra_id_2> approaching a stinker?	0.2226
443848	-1	does anybody know where i could get a free guide on how to train a siberian husky?	0.6368
443848	pred.base.3	<extra_id_0> please <extra_id_1>ps deb if anybody knows where i could get a free guide on how to train a siberian husky? If no one knows where i could get a free guide on how to train a siberian husky?	0.6778
443848	pred.base.4	<extra_id_0> anybody know where i could get a free guide on how to train a siberian husky!	0.6578
443848	pred.base.9	<extra_id_0> anyone knows where i could get a free guide on how to train a siberian husky?	0.6399
443848	pred.base.6	<extra_id_0> does anybody know where i could get a free guide on how to train a siberian husky?	0.6368
456214	-1	what is the importance of absolute zero temperature?	0.8442
456214	pred.base.10	<extra_id_0> is the importance of absolute zero temperature?	0.8584
456214	pred.base.3	<extra_id_0> is the importance of absolute zero temperature?	0.8584
456214	pred.base.5	<extra_id_0> is the importance of absolute zero temperature?	0.8584
456214	pred.base.6	<extra_id_0> is the importance of absolute zero temperature?	0.8584
456214	pred.base.7	<extra_id_0> is the importance of absolute zero temperature?	0.8584
474417	-1	what does the prefix "cyclo" mean in greek mythology?	0.6423
481173	-1	why live, when your in misery?	0.3268
481173	pred.base.5	<extra_id_0>, when your in misery?	0.3629
484496	-1	why a man float on water when he dies?	0.2054
551239	-1	how do i find out if someone left me a life insurance policy?	0.6543
551239	pred.base.1	<extra_id_0> i can see whether someone left me life insurance policy? ? <extra_id_1> are anyone have a life insurance policy? how do i know if someone left me ‘m’ on life policy?	0.7166
551239	pred.base.10	<extra_id_0> i can build a life insurance policy <extra_id_1> iirit inuit#4 how do i find out if an unfortunate person left me a life insurance policy?	0.6912
551239	pred.base.2	<extra_id_0> i lost my life insurance policy? <extra_id_1> as malala? <extra_id_2> how do i find out if someone left me a life insurance policy?	0.6872
551239	pred.base.3	<extra_id_0> do i find out if someone left me a life insurance policy?	0.6728
558570	-1	my city just put a ban on pit bulls, how do we reverse the decision?	0.5217
558570	pred.base.4	<extra_id_0>please, <extra_id_1> why did my city put a ban on pit bulls?	0.5253
