,qid,order,query,bm25.recip_rank
0,301,-1,International Organized Crime,0.5
1,301,anchor.topn3,international organized crime confédérat föderat kanusport anti corruption anti econom drug,1.0
2,301,anchor.topn3.replace,confédérat föderat kanusport organized anti corruption anti econom drug,1.0
3,301,conceptluster.topn5.3.bm25,international organized crime international law organized crime,1.0
4,301,conceptluster.topn5.3.qld,international organized crime international law organized crime,1.0
5,301,glove.topn3,international organized crime global which organised criminal,1.0
6,301,glove.topn3.replace,global which organised criminal,1.0
7,301,stem.trunc5,inter organ crime,1.0
8,301,tagmee.topn3,international organized crime International law Organized crime,1.0
9,301,wiki.topn3,international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime,1.0
10,301,wiki.topn3.replace,constitutional law public international law criminal law international law extortion mafia money laundering organized crime,1.0
11,301,word2vec.topn3,international organized crime national global domestic organised criminality,1.0
12,301,bt_bing_arabic,International organized crime,0.5
13,301,bt_bing_chinese_simplified,International Organized Crime,0.5
14,301,bt_bing_french,International Organized Crime,0.5
15,301,bt_bing_german,International Organized Crime,0.5
16,301,bt_bing_korean,International Organized Crime,0.5
17,301,bt_bing_persian,International Organized Crime,0.5
18,301,bt_bing_russian,International organized crime,0.5
19,301,bt_bing_tamil,International organized crime,0.5
20,301,bt_nllb_arabic,International organized crime,0.5
21,301,bt_nllb_chinese_yue,International organized crime,0.5
22,301,bt_nllb_french,International organized crime,0.5
23,301,bt_nllb_korean,International organized crime,0.5
24,301,bt_nllb_persian,International organized crime,0.5
25,301,bt_nllb_russian,International organized crime,0.5
26,301,bt_nllb_tamil,International organized crime,0.5
27,301,docluster.topn10.3.bm25,international organized crime,0.5
28,301,docluster.topn10.3.qld,international organized crime,0.5
29,301,original,International Organized Crime,0.5
30,301,rm3.topn10.10.0.5.bm25,International Organized Crime,0.5
31,301,rm3.topn10.10.0.5.qld,International Organized Crime,0.5
32,301,stem.krovetz,international organized crime,0.5
33,301,stem.porter2,intern organ crime,0.5
34,301,stem.sstemmer,international organized crime,0.5
35,301,termluster.topn5.3.bm25,international organized crime,0.5
36,301,termluster.topn5.3.qld,international organized crime,0.5
37,301,thesaurus.topn3,international organized crime,0.5
38,301,thesaurus.topn3.replace,international organized crime,0.5
39,301,word2vec.topn3.replace,national global domestic organised criminality,0.5
40,302,-1,Poliomyelitis and Post-Polio,1.0
41,302,anchor.topn3,poliomyelitis post polio kentuckyon rwjbarnaba lcmc,1.0
42,302,anchor.topn3.replace,poliomyelitis kentuckyon rwjbarnaba lcmc,1.0
43,302,bt_bing_chinese_simplified,Poliomyelitis and post polio,1.0
44,302,bt_bing_french,Poliomyelitis and post poliomyelitis,1.0
45,302,bt_bing_german,Poliomyelitis and post polio,1.0
46,302,bt_bing_korean,Polio and its sequelae,1.0
47,302,bt_bing_malay,Polyomyelitis and Post Polio,1.0
48,302,bt_bing_russian,Poliomyelitis and post poliomyelitis,1.0
49,302,bt_bing_swahili,Poliomyelitis and post polio,1.0
50,302,bt_nllb_arabic,Polio and polio,1.0
51,302,bt_nllb_chinese_yue,After polio and polio,1.0
52,302,bt_nllb_german,Polio and postpolio,1.0
53,302,bt_nllb_malay,Polio and after polio,1.0
54,302,bt_nllb_russian,Polio and postpolio,1.0
55,302,bt_nllb_swahili,Polio and Afterpolio,1.0
56,302,bt_nllb_tamil,After polio and polio,1.0
57,302,conceptluster.topn5.3.bm25,poliomyelitis post polio post polio syndrome,1.0
58,302,conceptluster.topn5.3.qld,poliomyelitis post polio post polio syndrome,1.0
59,302,conceptnet.topn3,poliomyelitis post polio,1.0
60,302,conceptnet.topn3.replace,poliomyelitis post polio,1.0
61,302,docluster.topn10.3.bm25,poliomyelitis and post polio,1.0
62,302,docluster.topn10.3.qld,poliomyelitis and post polio,1.0
63,302,glove.topn3,poliomyelitis post polio polio measles mangxamba http www kasparovchess com,1.0
64,302,original,Poliomyelitis and Post Polio,1.0
65,302,relevancefeedback.topn10.bm25,poliomyelitis and post polio case polio i health vaccin china aid,1.0
66,302,relevancefeedback.topn10.qld,poliomyelitis and post polio case polio i health hi vaccin china percent,1.0
