,qid,order,query,bm25.map
0,301,-1,International Organized Crime,0.0096
1,301,wiki.topn3,international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime,0.0422
2,301,wiki.topn3.replace,constitutional law public international law criminal law international law extortion mafia money laundering organized crime,0.0391
3,301,anchor.topn3,international organized crime confédérat föderat kanusport anti corruption anti econom drug,0.0261
4,301,glove.topn3,international organized crime global which organised criminal,0.0202
5,301,word2vec.topn3,international organized crime national global domestic organised criminality,0.0155
6,301,bt_bing_arabic,International organized crime,0.0096
7,301,bt_bing_chinese_simplified,International Organized Crime,0.0096
8,301,bt_bing_french,International Organized Crime,0.0096
9,301,bt_bing_german,International Organized Crime,0.0096
10,301,bt_bing_korean,International Organized Crime,0.0096
11,301,bt_bing_persian,International Organized Crime,0.0096
12,301,bt_bing_russian,International organized crime,0.0096
13,301,bt_bing_tamil,International organized crime,0.0096
14,301,bt_nllb_arabic,International organized crime,0.0096
15,301,bt_nllb_chinese_yue,International organized crime,0.0096
16,301,bt_nllb_french,International organized crime,0.0096
17,301,bt_nllb_korean,International organized crime,0.0096
18,301,bt_nllb_persian,International organized crime,0.0096
19,301,bt_nllb_russian,International organized crime,0.0096
20,301,bt_nllb_tamil,International organized crime,0.0096
21,301,docluster.topn10.3.bm25,international organized crime,0.0096
22,301,docluster.topn10.3.qld,international organized crime,0.0096
23,301,original,International Organized Crime,0.0096
24,301,rm3.topn10.10.0.5.bm25,International Organized Crime,0.0096
25,301,rm3.topn10.10.0.5.qld,International Organized Crime,0.0096
26,301,stem.krovetz,international organized crime,0.0096
27,301,stem.porter2,intern organ crime,0.0096
28,301,stem.sstemmer,international organized crime,0.0096
29,301,termluster.topn5.3.bm25,international organized crime,0.0096
30,301,termluster.topn5.3.qld,international organized crime,0.0096
31,301,thesaurus.topn3,international organized crime,0.0096
32,301,thesaurus.topn3.replace,international organized crime,0.0096
33,302,-1,Poliomyelitis and Post-Polio,0.5026
34,302,relevancefeedback.topn10.qld,poliomyelitis and post polio case polio i health hi vaccin china percent,0.5532
35,302,relevancefeedback.topn10.bm25,poliomyelitis and post polio case polio i health vaccin china aid,0.545
36,302,wordnet.topn3,poliomyelitis post polio polio acute anterior poliomyelitis,0.525
37,302,glove.topn3,poliomyelitis post polio polio measles mangxamba http www kasparovchess com,0.5101
38,302,tagmee.topn3,poliomyelitis post polio Poliomyelitis Post polio syndrome,0.5031
39,302,anchor.topn3,poliomyelitis post polio kentuckyon rwjbarnaba lcmc,0.5026
40,302,bt_bing_chinese_simplified,Poliomyelitis and post polio,0.5026
41,302,bt_bing_german,Poliomyelitis and post polio,0.5026
42,302,bt_bing_swahili,Poliomyelitis and post polio,0.5026
43,302,conceptnet.topn3,poliomyelitis post polio,0.5026
44,302,conceptnet.topn3.replace,poliomyelitis post polio,0.5026
45,302,docluster.topn10.3.bm25,poliomyelitis and post polio,0.5026
46,302,docluster.topn10.3.qld,poliomyelitis and post polio,0.5026
47,302,original,Poliomyelitis and Post Polio,0.5026
48,302,rm3.topn10.10.0.5.bm25,Poliomyelitis and Post-Polio,0.5026
49,302,rm3.topn10.10.0.5.qld,Poliomyelitis and Post-Polio,0.5026
50,302,sensedisambiguation,Poliomyelitis and Post Polio,0.5026
51,302,sensedisambiguation.replace,poliomyelitis and Post Polio,0.5026
52,302,stem.krovetz,poliomyeliti and post polio,0.5026
53,302,stem.porter,poliomyel and post polio,0.5026
54,302,stem.porter2,poliomyel and post polio,0.5026
55,302,stem.sstemmer,poliomyeliti and post polio,0.5026
56,302,termluster.topn5.3.bm25,poliomyelitis post polio,0.5026
57,302,termluster.topn5.3.qld,poliomyelitis post polio,0.5026
58,302,thesaurus.topn3,poliomyelitis post polio,0.5026
59,302,thesaurus.topn3.replace,poliomyelitis post polio,0.5026
60,303,-1,Hubble Telescope Achievements,0.1663
61,303,wiki.topn3,hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope,0.2914
62,303,wiki.topn3.replace,great observatories program hubble space telescope standard candles hubble space telescope,0.288
63,303,bt_nllb_swahili,The results of the Hubble Telescope,0.2221
64,303,conceptnet.topn3,hubble telescope achievements Edwin Powell Hubble scotland heap,0.1855
65,303,wordnet.topn3,hubble telescope achievements Edwin Hubble Edwin Powell Hubble scope accomplishment,0.1731
66,303,conceptnet.topn3.replace,Edwin Powell Hubble scotland heap telescope achievements,0.1704
67,303,bt_bing_persian,Hubble Telescope,0.1686
68,303,word2vec.topn3,hubble telescope achievements kepler milkyway moon observatory accomplishments successes,0.1678
69,303,anchor.topn3,hubble telescope achievements,0.1663
70,303,anchor.topn3.replace,hubble telescope achievements,0.1663
71,303,bt_bing_arabic,Achievements of the Hubble Telescope,0.1663
72,303,bt_bing_chinese_simplified,Hubble Telescope Achievement,0.1663
73,303,bt_bing_french,Achievements of the Hubble Telescope,0.1663
74,303,bt_bing_german,Achievements of the Hubble Telescope,0.1663
75,303,bt_bing_korean,Hubble Telescope Achievements,0.1663
76,303,bt_bing_malay,Hubble Telescope Achievements,0.1663
77,303,bt_bing_russian,Achievements of the Hubble Telescope,0.1663
78,303,bt_bing_tamil,Achievements of the Hubble telescope,0.1663
79,303,bt_nllb_arabic,The achievements of the Hubble Telescope,0.1663
80,303,bt_nllb_french,The achievements of the Hubble Telescope,0.1663
81,303,bt_nllb_german,Achievements of the Hubble Telescope,0.1663
82,303,bt_nllb_malay,The achievements of the Hubble Telescope,0.1663
83,303,bt_nllb_persian,The achievements of the Hubble Telescope,0.1663
84,303,bt_nllb_russian,The achievements of the Hubble Telescope,0.1663
85,303,docluster.topn10.3.bm25,hubble telescope achievements,0.1663
86,303,docluster.topn10.3.qld,hubble telescope achievements,0.1663
87,303,original,Hubble Telescope Achievements,0.1663
88,303,rm3.topn10.10.0.5.bm25,Hubble Telescope Achievements,0.1663
89,303,rm3.topn10.10.0.5.qld,Hubble Telescope Achievements,0.1663
90,303,stem.krovetz,hubble telescope achievement,0.1663
91,303,stem.lovins,hubbl telescop achievement,0.1663
92,303,stem.paicehusk,hubbl telescop achiev,0.1663
93,303,stem.porter,hubbl telescop achiev,0.1663
94,303,stem.porter2,hubbl telescop achiev,0.1663
95,303,stem.sstemmer,hubble telescope achievement,0.1663
