,qid,order,query,qld.ndcg
0,301,-1,International Organized Crime,0.064
1,301,glove.topn3,international organized crime global which organised criminal,0.0954
2,301,anchor.topn3,international organized crime confédérat föderat kanusport anti corruption anti econom drug,0.0859
3,301,word2vec.topn3,international organized crime national global domestic organised criminality,0.0848
4,301,wiki.topn3,international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime,0.0727
5,301,wiki.topn3.replace,constitutional law public international law criminal law international law extortion mafia money laundering organized crime,0.0723
6,302,-1,Poliomyelitis and Post-Polio,0.7466
7,302,relevancefeedback.topn10.qld,poliomyelitis and post polio case polio i health hi vaccin china percent,0.7912
8,302,relevancefeedback.topn10.bm25,poliomyelitis and post polio case polio i health vaccin china aid,0.7697
9,302,wordnet.topn3,poliomyelitis post polio polio acute anterior poliomyelitis,0.7613
10,302,tagmee.topn3,poliomyelitis post polio Poliomyelitis Post polio syndrome,0.7527
11,303,-1,Hubble Telescope Achievements,0.5359
12,303,wiki.topn3,hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope,0.6687
13,303,wiki.topn3.replace,great observatories program hubble space telescope standard candles hubble space telescope,0.6625
14,303,bt_nllb_swahili,The results of the Hubble Telescope,0.6248
15,304,-1,Endangered Species (Mammals),0.1457
16,304,bt_nllb_swahili,Endangered Species Animals,0.1974
17,304,bt_nllb_chinese_yue,They are endangered,0.1859
18,304,conceptluster.topn5.3.bm25,endangered species mammals endangered species,0.1834
19,304,conceptluster.topn5.3.qld,endangered species mammals endangered species,0.1834
20,304,bt_bing_malay,Endangered Species Mamalia,0.1802
21,304,bt_nllb_korean,Endangered species,0.1802
22,304,stem.lovins,endanger speci mam,0.18
23,304,stem.paicehusk,endang specy mam,0.18
24,304,bt_nllb_persian,Endangered species clover,0.1654
25,305,-1,Most Dangerous Vehicles,0.0469
26,305,conceptluster.topn5.3.bm25,dangerous vehicles risk,0.0975
27,305,conceptluster.topn5.3.qld,dangerous vehicles risk,0.0975
28,305,wordnet.topn3,dangerous vehicles life threatening unsafe fomite,0.0811
29,305,wiki.topn3,dangerous vehicles risk assessment optimism bias risk management risk truck semi trailer motor vehicle vehicle,0.0636
30,305,wiki.topn3.replace,risk assessment optimism bias risk management risk truck semi trailer motor vehicle vehicle,0.0631
31,305,sensedisambiguation,Most Dangerous Vehicles vehicle,0.0614
32,305,tagmee.topn3,dangerous vehicles Risk Vehicle,0.0606
33,305,conceptnet.topn3,dangerous vehicles Explosives driving Some people,0.0514
34,305,tagmee.topn3.replace,Risk Vehicle,0.049
35,306,-1,African Civilian Deaths,0.1628
36,307,-1,New Hydroelectric Projects,0.384
37,307,tagmee.topn3,new hydroelectric projects Hydroelectricity Project,0.3842
38,308,-1,Implant Dentistry,0.4859
39,308,bt_bing_arabic,Dental implants,0.6367
40,308,bt_bing_persian,Dental implant,0.6367
41,308,bt_bing_swahili,Dental implants,0.6367
42,308,bt_nllb_german,Implant teeth,0.6367
43,308,bt_nllb_malay,Dental Implantation,0.6367
44,308,bt_nllb_persian,Dental implant,0.6367
45,308,conceptluster.topn5.3.bm25,implant dentistry dental implant,0.6367
46,308,conceptluster.topn5.3.qld,implant dentistry dental implant,0.6367
47,308,word2vec.topn3.replace,implant dental dentists,0.6367
48,308,wiki.topn3,implant dentistry soft tissue sinus lift sinus surgery dental implant cardiology physical therapy otolaryngology dentistry,0.5294
49,308,wiki.topn3.replace,soft tissue sinus lift sinus surgery dental implant cardiology physical therapy otolaryngology dentistry,0.5135
50,308,wordnet.topn3,implant dentistry embed plant odontology dental medicine,0.5079
51,309,-1,Rap and Crime,0.0
52,309,conceptnet.topn3,rap crime music hip hop,0.0854
53,309,wiki.topn3,rap crime reggaeton underground hip hop gangsta rap rapping,0.0805
54,309,wiki.topn3.replace,reggaeton underground hip hop gangsta rap rapping,0.0805
55,309,word2vec.topn3,rap crime hip hop hiphop criminality,0.0798
56,309,conceptnet.topn3.replace,music hip hop crime,0.0766
57,310,-1,Radio Waves and Brain Cancer,0.3448
58,311,-1,Industrial Espionage,0.3748
59,312,-1,Hydroponics,0.9559
60,312,relevancefeedback.topn10.qld,hydroponics space al room marijuana polic chicori we,0.9585
61,313,-1,Magnetic Levitation-Maglev,0.8784
62,314,-1,Marine Vegetation,0.0426
63,314,bt_nllb_persian,Seaweed,0.462
64,314,bt_nllb_swahili,Seaweed,0.462
65,314,wiki.topn3,marine vegetation ocean current seabed continental shelf ocean ecosystem biome biomes vegetation,0.1586
66,314,conceptluster.topn5.3.bm25,marine vegetation ocean,0.1543
67,314,conceptluster.topn5.3.qld,marine vegetation ocean,0.1543
68,314,tagmee.topn3,marine vegetation Ocean Vegetation,0.1236
69,314,tagmee.topn3.replace,Ocean Vegetation,0.1173
70,314,bt_nllb_russian,Sea vegetation,0.1048
71,314,bt_bing_korean,Marine Plants,0.1028
72,314,bt_bing_malay,Marine plants,0.1028
73,314,bt_bing_tamil,Marine plants,0.1028
74,314,bt_nllb_arabic,Marine plants,0.1028
