,qid,order,query,qld.recip_rank
0,301,-1,International Organized Crime,0.25
1,301,conceptluster.topn5.3.bm25,international organized crime international law organized crime,0.2
2,301,conceptluster.topn5.3.qld,international organized crime international law organized crime,0.2
3,301,sensedisambiguation,International Organized unionize Crime,0.2
4,301,stem.porter,intern organiz crime,0.2
5,301,tagmee.topn3,international organized crime International law Organized crime,0.2
6,301,tagmee.topn3.replace,International law Organized crime,0.2
7,301,wiki.topn3,international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime,0.2
8,301,bt_bing_swahili,International Crime,0.1429
9,301,bt_nllb_swahili,International Crime,0.1429
10,301,conceptnet.topn3.replace,international re formed reorganised crime,0.125
11,301,wordnet.topn3,international organized crime external unionise prepare unionize criminal offense criminal offence law breaking,0.1111
12,301,sensedisambiguation.replace,international unionize crime,0.1
13,301,relevancefeedback.topn10.qld,international organized crime protect organ it feder compens intellectu,0.0588
14,301,wordnet.topn3.replace,external unionise prepare unionize criminal offense criminal offence law breaking,0.0345
15,301,stem.lovins,intern organ crim,0.0278
16,301,bertqe.topn10.qld,intern affair materi from report,0.0175
17,301,bertqe.topn10.bm25,jansatta hindi cso articl chitra,0.0
18,301,stem.paicehusk,intern org crim,0.0
19,301,stem.trunc4,inte orga crim,0.0
20,302,-1,Poliomyelitis and Post-Polio,1.0
21,302,bt_bing_arabic,Polio and post polio,0.5
22,302,bt_bing_malay,Polyomyelitis and Post Polio,0.5
23,302,bt_bing_persian,Polio and post polio,0.5
24,302,bt_bing_tamil,Polio and post polio,0.5
25,302,bt_nllb_arabic,Polio and polio,0.5
26,302,bt_nllb_chinese_yue,After polio and polio,0.5
27,302,bt_nllb_french,Polio and the Post Polio,0.5
28,302,bt_nllb_german,Polio and postpolio,0.5
29,302,bt_nllb_malay,Polio and after polio,0.5
30,302,bt_nllb_russian,Polio and postpolio,0.5
31,302,bt_nllb_swahili,Polio and Afterpolio,0.5
32,302,bt_nllb_tamil,After polio and polio,0.5
33,302,stem.paicehusk,poliomyelit and post polio,0.5
34,302,stem.trunc5,polio and post polio,0.5
35,302,wiki.topn3,poliomyelitis post polio thrombosis encephalitis renal failure poliomyelitis rett syndrome deep brain stimulation national perinatal epidemiology unit post polio syndrome,0.5
36,302,wiki.topn3.replace,thrombosis encephalitis renal failure poliomyelitis rett syndrome deep brain stimulation national perinatal epidemiology unit post polio syndrome,0.3333
37,302,glove.topn3.replace,polio measles mangxamba http www kasparovchess com,0.25
38,302,bt_bing_korean,Polio and its sequelae,0.2
39,302,word2vec.topn3.replace,polio poliovirus Guillain Barr amyotrophy,0.125
40,302,bertqe.topn10.bm25,reflect i m probabl most independ,0.0833
41,302,bertqe.topn10.qld,franklin roosevelt geoffrei c ward,0.0
42,302,bt_nllb_korean,Polyamylitis and polyochondrosis,0.0
43,302,stem.lovins,poliomyelit and post poli,0.0
44,302,stem.trunc4,poli and post poli,0.0
45,303,-1,Hubble Telescope Achievements,0.5
46,303,bt_bing_persian,Hubble Telescope,0.3333
47,303,relevancefeedback.topn10.bm25,hubble telescope achievements launch space mirror have report telescop univers hubbl,0.3333
48,303,relevancefeedback.topn10.qld,hubble telescope achievements telescop have univers hubbl mirror space,0.3333
49,303,sensedisambiguation.replace,hubble telescope accomplishment,0.25
50,303,wordnet.topn3,hubble telescope achievements Edwin Hubble Edwin Powell Hubble scope accomplishment,0.25
51,303,wordnet.topn3.replace,Edwin Hubble Edwin Powell Hubble scope accomplishment,0.25
52,303,bt_bing_swahili,Success of the Hubble Telescope,0.2
53,303,bt_nllb_korean,The Hubble Telescope was completed,0.2
54,303,conceptnet.topn3.replace,Edwin Powell Hubble scotland heap telescope achievements,0.2
55,303,tagmee.topn3.replace,Hubble Space Telescope,0.2
56,303,conceptnet.topn3,hubble telescope achievements Edwin Powell Hubble scotland heap,0.1667
57,303,stem.trunc5,hubbl teles achie,0.0833
58,303,glove.topn3,hubble telescope achievements telescope nasa hubble accomplishments,0.0625
59,303,glove.topn3.replace,telescope nasa hubble accomplishments,0.0435
60,303,word2vec.topn3.replace,kepler milkyway moon observatory accomplishments successes,0.0118
61,303,bertqe.topn10.bm25,see full complex movi like,0.0
62,303,bertqe.topn10.qld,wednesdai home edit column on,0.0
63,303,stem.trunc4,hubb tele achi,0.0
64,304,-1,Endangered Species (Mammals),0.25
65,304,conceptnet.topn3.replace,plant vulnerable species dolphins fur dogs,0.2
66,304,glove.topn3,endangered species mammals imperiled wildlife endangered mammals reptiles amphibians,0.2
67,304,anchor.topn3.replace,endangered abs dissé sous le lud aaaaaaah mammals,0.1667
68,304,bt_bing_french,Threatened species mammals,0.1667
69,304,glove.topn3.replace,imperiled wildlife endangered mammals reptiles amphibians,0.1429
70,304,word2vec.topn3.replace,imperiled endagered subspecies genus genera vertebrates reptiles,0.1429
71,304,bertqe.topn10.bm25,develop wildlif offici proud work,0.125
72,304,relevancefeedback.topn10.qld,endangered species mammals wildlif dune oil fox other dolphin we bear lion,0.125
73,304,bt_bing_persian,Mammals,0.1
74,304,bt_nllb_russian,Threatened species self miners,0.1
75,304,bertqe.topn10.qld,suitcas thai intern sundai night,0.0769
76,304,stem.trunc5,endan speci mamma,0.05
77,304,sensedisambiguation.replace,queer coinage mammal,0.0
78,304,stem.trunc4,enda spec mamm,0.0
79,304,wordnet.topn3.replace,queer imperil metal money mintage mammalian,0.0
80,305,-1,Most Dangerous Vehicles,0.0833
81,305,wiki.topn3.replace,risk assessment optimism bias risk management risk truck semi trailer motor vehicle vehicle,0.0714
82,305,conceptnet.topn3.replace,Explosives driving Some people vehicles,0.0625
83,305,glove.topn3,dangerous vehicles potentially difficult cars,0.0435
84,305,glove.topn3.replace,potentially difficult cars,0.037
85,305,conceptnet.topn3,dangerous vehicles Explosives driving Some people,0.0345
86,305,anchor.topn3,dangerous vehicles idhún deadston aud,0.0333
87,305,wordnet.topn3.replace,life threatening unsafe fomite,0.0233
88,305,anchor.topn3.replace,idhún deadston aud vehicles,0.0192
89,305,word2vec.topn3,dangerous vehicles hazardous risky perilous cars trucks,0.0182
90,305,bertqe.topn10.bm25,smirnov gener cleanup space must,0.0
91,305,bertqe.topn10.qld,counti edit measur school perform,0.0
92,305,relevancefeedback.topn10.bm25,most dangerous vehicles vote govern over close arab space control system plan,0.0
93,305,relevancefeedback.topn10.qld,most dangerous vehicles control govern system pound vote dollar,0.0
94,305,stem.paicehusk,most dang vehic,0.0
95,305,stem.trunc4,most dang vehi,0.0
96,305,stem.trunc5,most dange vehic,0.0
97,305,word2vec.topn3.replace,hazardous risky perilous cars trucks,0.0
98,306,-1,African Civilian Deaths,1.0
99,306,anchor.topn3,african civilian deaths capensis african grebenchikov chirman ortho phthalaldehyd program histori,0.5
100,306,bertqe.topn10.bm25,nd faction call pullout west,0.5
101,306,bt_bing_tamil,African civilian casualties,0.5
102,306,conceptluster.topn5.3.bm25,african civilian deaths collateral damage north african campaign,0.5
103,306,conceptluster.topn5.3.qld,african civilian deaths collateral damage north african campaign,0.5
104,306,conceptnet.topn3,african civilian deaths Xhosa Mozambican civil civilize fighting war love,0.5
105,306,stem.lovins,african civil death,0.5
106,306,tagmee.topn3,african civilian deaths North African Campaign Civilian Collateral damage,0.5
107,306,bt_nllb_malay,The Death of African Citizens,0.3333
108,306,bt_nllb_persian,Death of African citizens,0.3333
109,306,bt_nllb_tamil,The death of African citizens,0.3333
110,306,wordnet.topn3,african civilian deaths decease end,0.3333
111,306,bt_bing_german,African civilian fatalities,0.25
112,306,bt_nllb_chinese_yue,African citizens dying,0.25
113,306,bt_nllb_korean,African citizens killed,0.25
114,306,conceptnet.topn3.replace,Xhosa Mozambican civil civilize fighting war love,0.25
115,306,glove.topn3.replace,africa military fatalities,0.25
116,306,word2vec.topn3,african civilian deaths africa sub saharan military non military fatalities killings,0.25
117,306,wordnet.topn3.replace,african civilian decease end,0.25
118,306,bt_nllb_swahili,The Deaths of Politicians in Africa,0.2
119,306,tagmee.topn3.replace,North African Campaign Civilian Collateral damage,0.2
120,306,word2vec.topn3.replace,africa sub saharan military non military fatalities killings,0.1429
121,306,stem.paicehusk,afr civil death,0.0476
122,306,wiki.topn3,african civilian deaths s africa s egypt egypt world war ii north african campaign small arms reconnaissance company military unit civilian warfare disinformation information warfare collateral damage,0.0333
123,306,anchor.topn3.replace,capensis african grebenchikov chirman ortho phthalaldehyd program histori deaths,0.0244
124,306,bertqe.topn10.qld,year case date case date,0.0
125,306,stem.trunc4,afri civi deat,0.0
126,306,wiki.topn3.replace,s africa s egypt egypt world war ii north african campaign small arms reconnaissance company military unit civilian warfare disinformation information warfare collateral damage,0.0
127,307,-1,New Hydroelectric Projects,1.0
