qid	order	query	bm25.ndcg
1	-1	obama family tree	0.4473
1	tagmee.topn3	obama family tree Family of Barack Obama	0.5538
1	wiki.topn3	obama family tree stanley armour dunham madelyn dunham barack obama sr family barack obama	0.4702
1	conceptluster.topn5.3.qld	obama family tree family barack obama git object	0.4675
1	wiki.topn3.replace	stanley armour dunham madelyn dunham barack obama sr family barack obama	0.4674
10	-1	cheap internet	0.1326
10	word2vec.topn3	cheap internet inexpensive low cost online intenet	0.2015
10	word2vec.topn3.replace	inexpensive low cost online intenet	0.1711
11	-1	gmat prep classes	0.4662
11	word2vec.topn3	gmat prep classes courses	0.484
12	-1	djs	0.1652
13	-1	map	0.0788
14	-1	dinosaurs	0.0243
14	glove.topn3	dinosaurs reptiles	0.0397
14	conceptnet.topn3	dinosaurs ancient reptiles	0.0318
15	-1	espn sports	0.3206
15	sensedisambiguation	espn sports sport	0.333
16	-1	arizona game and fish	0.2793
17	-1	poker tournaments	0.2159
17	sensedisambiguation	poker tournaments tournament	0.2173
18	-1	wedding budget calculator	0.2122
18	wordnet.topn3	wedding budget calculator wedding party wedding ceremony hymeneals reckoner estimator calculating machine	0.2151
19	-1	the current	0.0
2	-1	french lick resort and casino	0.4274
20	-1	defender	0.0
21	-1	volvo	0.3456
22	-1	rick warren	0.4438
23	-1	yahoo	0.014
23	wiki.topn3	yahoo alibaba group websites company companies based sunnyvale california yahoo	0.0612
23	wiki.topn3.replace	alibaba group websites company companies based sunnyvale california yahoo	0.0519
24	-1	diversity	0.1555
25	-1	euclid	0.1608
25	relevancefeedback.topn10.bm25	euclid video i geometri	0.2307
25	tagmee.topn3	euclid Euclid	0.1609
26	-1	lower heart rate	0.1359
27	-1	starbucks	0.1632
28	-1	inuyasha	0.1236
28	anchor.topn3.replace	sesshomaru totosai kikyo	0.1534
28	anchor.topn3	inuyasha sesshomaru totosai kikyo	0.1531
29	-1	ps 2 games	0.0543
29	rm3.topn10.10.0.5.bm25	ps 2 games	0.0854
29	rm3.topn10.10.0.5.qld	ps 2 games	0.0854
29	glove.topn3	ps games brmsg brnws play	0.0849
3	-1	getting organized	0.3551
30	-1	diabetes education	0.2833
31	-1	atari	0.3462
32	-1	website design hosting	0.1528
32	relevancefeedback.topn10.qld	website design hosting web websit host	0.1573
32	glove.topn3	website design hosting web	0.1533
33	-1	elliptical trainer	0.3701
34	-1	cell phones	0.0865
35	-1	hoboken	0.2831
35	tagmee.topn3	hoboken Hoboken New Jersey	0.3317
36	-1	gps	0.1522
37	-1	pampered chef	0.2491
38	-1	dogs for adoption	0.176
39	-1	disneyland hotel	0.1777
39	tagmee.topn3	disneyland hotel Disneyland Hotel California	0.1842
4	-1	toilet	0.1464
40	-1	michworks	0.1598
40	relevancefeedback.topn10.qld	michworks resum michigan bike i search work counti	0.2598
40	relevancefeedback.topn10.bm25	michworks michigan search work bike counti	0.2096
41	-1	orange county convention center	0.4081
42	-1	the music man	0.0
43	-1	the secret garden	0.357
43	wiki.topn3	secret garden novels frances hodgson burnett littlwomen thchristmas miraclof jonathan toomey secret garden	0.4989
43	wiki.topn3.replace	novels frances hodgson burnett littlwomen thchristmas miraclof jonathan toomey secret garden	0.3918
44	-1	map of the united states	0.1338
45	-1	solar panels	0.3349
46	-1	alexian brothers hospital	0.5065
46	wordnet.topn3	alexian brothers hospital blood brother sidekick infirmary	0.5534
46	wiki.topn3	alexian brothers hospital james ambrosdominic aylward tanchelm cistercian saints alexians james ambrosdominic aylward tanchelm cistercian saints alexians	0.5203
46	wordnet.topn3.replace	alexian blood brother sidekick infirmary	0.517
47	-1	indexed annuity	0.3647
47	sensedisambiguation	indexed index annuity	0.4204
48	-1	wilson antenna	0.1414
48	relevancefeedback.topn10.qld	wilson antenna cb http	0.1984
49	-1	flame designs	0.417
5	-1	mitchell college	0.0563
50	-1	dog heat	0.0905
6	-1	kcs	0.0
7	-1	air travel information	0.3302
7	sensedisambiguation	air air travel travel information	0.3437
8	-1	appraisals	0.0
8	conceptnet.topn3	appraisals establish a worth	0.0146
9	-1	used car parts	0.1153
9	conceptluster.topn5.3.qld	used car parts part	0.1366
9	termluster.topn5.3.qld	used car parts part	0.1366
51	-1	horse hooves	0.2527
51	sensedisambiguation	horse sawhorse hooves hoof	0.274
51	relevancefeedback.topn10.bm25	horse hooves last hoof hors lamp	0.2728
51	wordnet.topn3	horse hooves sawhorse sawbuck gymnastic horse hoof	0.2625
52	-1	avp	0.4045
53	-1	discovery channel store	0.2161
54	-1	president of the united states	0.1184
54	sensedisambiguation	president president of the united states of the united states state	0.1365
55	-1	iron	0.0204
56	-1	uss yorktown charleston sc	0.0339
56	tagmee.topn3.replace	USS Yorktown CV Charleston South Carolina	0.1939
56	tagmee.topn3	uss yorktown charleston sc USS Yorktown CV Charleston South Carolina	0.1559
56	conceptluster.topn5.3.bm25	uss yorktown charleston sc charleston south carolina uss yorktown cv univers wand us math hunt	0.1524
56	conceptluster.topn5.3.qld	uss yorktown charleston sc charleston south carolina uss yorktown cv depauw colleg mi	0.1523
56	relevancefeedback.topn10.bm25	uss yorktown charleston sc carolina program aircraft pleasant discharg museum	0.1501
56	bertqe.topn10.qld	yorktown jcpenni yorktown yorktown theater	0.1482
56	relevancefeedback.topn10.qld	uss yorktown charleston sc n pleasant aircraft carolina	0.1264
56	wordnet.topn3	uss yorktown charleston sc US USA United States siege of Yorktown capital of West Virginia scandium South Carolina	0.1196
56	conceptnet.topn3	uss yorktown charleston sc state css Security Council scandium	0.1104
56	glove.topn3	uss yorktown charleston sc destroyer u s s williamsburg savannah s c karlsruher djecr	0.0622
56	conceptnet.topn3.replace	state css yorktown charleston Security Council scandium	0.0398
57	-1	ct jobs	0.2232
58	-1	penguins	0.0952
59	-1	how to build a fence	0.0648
59	tagmee.topn3	build fence	0.0812
59	thesaurus.topn3	build fence	0.0812
59	thesaurus.topn3.replace	build fence	0.0812
59	wiki.topn3	build fence	0.0812
60	-1	bellevue	0.1521
61	-1	worm	0.1001
62	-1	texas border patrol	0.4528
62	tagmee.topn3.replace	Texas United States Border Patrol	0.5067
62	tagmee.topn3	texas border patrol Texas United States Border Patrol	0.4909
62	conceptluster.topn5.3.qld	texas border patrol united states border patrol texas c	0.4809
63	-1	flushing	0.1926
63	tagmee.topn3	flushing Flushing Queens	0.3192
