qid	order	query	bm25.map
301	-1	international organized crime	0.0096
301	pred.bt.1	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
301	pred.bt.10	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
301	pred.bt.2	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
301	pred.bt.3	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
301	pred.bt.4	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
301	pred.bt.5	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
301	pred.bt.6	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
301	pred.bt.7	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
301	pred.bt.8	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
301	pred.bt.9	international organized crime constitutional law public international law criminal law international law extortion mafia money laundering organized crime	0.0422
302	-1	poliomyelitis and post-polio	0.5026
302	pred.bt.1	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
302	pred.bt.10	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
302	pred.bt.2	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
302	pred.bt.3	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
302	pred.bt.4	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
302	pred.bt.5	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
302	pred.bt.6	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
302	pred.bt.7	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
302	pred.bt.8	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
302	pred.bt.9	poliomyelitis and post polio case polio i health hi vaccin china percent	0.5532
303	-1	hubble telescope achievements	0.1663
303	pred.bt.1	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
303	pred.bt.10	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
303	pred.bt.2	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
303	pred.bt.3	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
303	pred.bt.4	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
303	pred.bt.5	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
303	pred.bt.6	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
303	pred.bt.7	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
303	pred.bt.8	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
303	pred.bt.9	hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope	0.2914
304	-1	endangered species (mammals)	0.0591
304	pred.bt.1	endangered species mammals endangered species	0.0674
304	pred.bt.10	endangered species mammals endangered species	0.0674
304	pred.bt.2	endangered species mammals endangered species	0.0674
304	pred.bt.3	endangered species mammals endangered species	0.0674
304	pred.bt.4	endangered species mammals endangered species	0.0674
304	pred.bt.5	endangered species mammals endangered species	0.0674
304	pred.bt.6	endangered species mammals endangered species	0.0674
304	pred.bt.7	endangered species mammals endangered species	0.0674
304	pred.bt.8	endangered species mammals endangered species	0.0674
304	pred.bt.9	endangered species mammals endangered species	0.0674
305	-1	most dangerous vehicles	0.0013
305	pred.bt.1	risk vehicle	0.0071
305	pred.bt.10	risk vehicle	0.0071
305	pred.bt.2	risk vehicle	0.0071
305	pred.bt.3	risk vehicle	0.0071
305	pred.bt.4	risk vehicle	0.0071
305	pred.bt.5	risk vehicle	0.0071
305	pred.bt.6	risk vehicle	0.0071
305	pred.bt.7	risk vehicle	0.0071
305	pred.bt.8	risk vehicle	0.0071
305	pred.bt.9	risk vehicle	0.0071
306	-1	african civilian deaths	0.0486
306	pred.bt.1	african civilian deaths end	0.055
306	pred.bt.10	african civilian deaths end	0.055
306	pred.bt.2	african civilian deaths end	0.055
306	pred.bt.3	african civilian deaths end	0.055
306	pred.bt.4	african civilian deaths end	0.055
306	pred.bt.5	african civilian deaths end	0.055
306	pred.bt.6	african civilian deaths end	0.055
306	pred.bt.7	african civilian deaths end	0.055
306	pred.bt.8	african civilian deaths end	0.055
306	pred.bt.9	african civilian deaths end	0.055
307	-1	new hydroelectric projects	0.1656
307	pred.bt.1	new hydroelectric projects hydroelectricity project	0.1657
307	pred.bt.10	new hydroelectric projects hydroelectricity project	0.1657
307	pred.bt.2	new hydroelectric projects hydroelectricity project	0.1657
307	pred.bt.3	new hydroelectric projects hydroelectricity project	0.1657
307	pred.bt.4	new hydroelectric projects hydroelectricity project	0.1657
307	pred.bt.5	new hydroelectric projects hydroelectricity project	0.1657
307	pred.bt.6	new hydroelectric projects hydroelectricity project	0.1657
307	pred.bt.7	new hydroelectric projects hydroelectricity project	0.1657
307	pred.bt.8	new hydroelectric projects hydroelectricity project	0.1657
307	pred.bt.9	new hydroelectric projects hydroelectricity project	0.1657
308	-1	implant dentistry	0.2833
308	pred.bt.1	implant dentistry dental implant	0.4167
308	pred.bt.10	implant dentistry dental implant	0.4167
308	pred.bt.2	implant dentistry dental implant	0.4167
308	pred.bt.3	implant dentistry dental implant	0.4167
308	pred.bt.4	implant dentistry dental implant	0.4167
308	pred.bt.5	implant dentistry dental implant	0.4167
308	pred.bt.6	implant dentistry dental implant	0.4167
308	pred.bt.7	implant dentistry dental implant	0.4167
308	pred.bt.8	implant dentistry dental implant	0.4167
308	pred.bt.9	implant dentistry dental implant	0.4167
309	-1	rap and crime	0.0
309	pred.bt.1	rap crime music hip hop	0.005
309	pred.bt.10	rap crime music hip hop	0.005
309	pred.bt.2	rap crime music hip hop	0.005
309	pred.bt.3	rap crime music hip hop	0.005
309	pred.bt.4	rap crime music hip hop	0.005
309	pred.bt.5	rap crime music hip hop	0.005
309	pred.bt.6	rap crime music hip hop	0.005
309	pred.bt.7	rap crime music hip hop	0.005
309	pred.bt.8	rap crime music hip hop	0.005
309	pred.bt.9	rap crime music hip hop	0.005
310	-1	radio waves and brain cancer	0.1455
310	pred.bt.1	radio waves brain cancer television brain leukemia lymphoma	0.1691
310	pred.bt.10	radio waves brain cancer television brain leukemia lymphoma	0.1691
310	pred.bt.2	radio waves brain cancer television brain leukemia lymphoma	0.1691
310	pred.bt.3	radio waves brain cancer television brain leukemia lymphoma	0.1691
310	pred.bt.4	radio waves brain cancer television brain leukemia lymphoma	0.1691
310	pred.bt.5	radio waves brain cancer television brain leukemia lymphoma	0.1691
310	pred.bt.6	radio waves brain cancer television brain leukemia lymphoma	0.1691
310	pred.bt.7	radio waves brain cancer television brain leukemia lymphoma	0.1691
310	pred.bt.8	radio waves brain cancer television brain leukemia lymphoma	0.1691
310	pred.bt.9	radio waves brain cancer television brain leukemia lymphoma	0.1691
311	-1	industrial espionage	0.2708
311	pred.bt.1	industrial espionage factory postindustrial	0.2854
311	pred.bt.10	industrial espionage factory postindustrial	0.2854
311	pred.bt.2	industrial espionage factory postindustrial	0.2854
311	pred.bt.3	industrial espionage factory postindustrial	0.2854
311	pred.bt.4	industrial espionage factory postindustrial	0.2854
311	pred.bt.5	industrial espionage factory postindustrial	0.2854
311	pred.bt.6	industrial espionage factory postindustrial	0.2854
